order_id,date,customer_id,product_id,store_id,quantity,unit_price,discount,revenue,year,month,month_name,year_month
327,2021-06-01,149,58,6,4,919,0.1,3308.4,2021,6,Jun,2021-06
328,2024-09-29,149,45,3,5,4641,0.1,20884.5,2024,9,Sep,2024-09
329,2022-09-07,150,109,6,2,3161,0.05,6005.9,2022,9,Sep,2022-09
330,2021-09-06,150,26,5,2,4247,0.0,8494.0,2021,9,Sep,2021-09
331,2023-01-10,150,71,19,3,4028,0.05,11479.8,2023,1,Jan,2023-01
332,2024-06-07,151,114,3,1,2733,0.15,2323.05,2024,6,Jun,2024-06
333,2023-09-08,151,68,14,4,4909,0.0,19636.0,2023,9,Sep,2023-09
334,2021-09-14,151,41,3,4,4016,0.1,14457.6,2021,9,Sep,2021-09
335,2021-09-20,152,113,18,5,1690,0.05,8027.5,2021,9,Sep,2021-09
336,2023-06-06,152,65,2,1,4444,0.05,4221.8,2023,6,Jun,2023-06
337,2022-09-15,152,22,6,3,2047,0.1,5526.9,2022,9,Sep,2022-09
338,2023-11-29,153,115,10,1,2252,0.05,2139.4,2023,11,Nov,2023-11
339,2024-07-24,153,71,9,2,2680,0.0,5360.0,2024,7,Jul,2024-07
340,2023-10-27,154,83,6,5,4956,0.05,23541.0,2023,10,Oct,2023-10
341,2021-12-17,154,85,20,5,2965,0.0,14825.0,2021,12,Dec,2021-12
342,2021-02-28,155,11,2,5,2368,0.05,11248.0,2021,2,Feb,2021-02
343,2024-03-17,156,54,20,1,4279,0.1,3851.1,2024,3,Mar,2024-03
344,2024-08-07,157,39,16,2,3526,0.1,6346.8,2024,8,Aug,2024-08
345,2023-07-18,157,10,2,2,3801,0.15,6461.7,2023,7,Jul,2023-07
346,2023-09-19,158,60,7,3,1376,0.1,3715.2,2023,9,Sep,2023-09
347,2022-10-16,158,94,12,4,1271,0.1,4575.6,2022,10,Oct,2022-10
348,2023-11-21,158,72,4,3,2180,0.15,5559.0,2023,11,Nov,2023-11
349,2021-09-08,159,35,15,2,1354,0.0,2708.0,2021,9,Sep,2021-09
350,2021-04-14,160,38,13,5,3625,0.05,17218.75,2021,4,Apr,2021-04
351,2021-11-24,161,105,11,5,2761,0.05,13114.75,2021,11,Nov,2021-11
352,2021-11-23,161,64,17,4,4285,0.1,15426.0,2021,11,Nov,2021-11
353,2023-10-16,161,3,3,4,4340,0.15,14756.0,2023,10,Oct,2023-10
354,2022-05-09,162,28,19,3,598,0.0,1794.0,2022,5,May,2022-05
355,2022-07-31,163,64,20,4,2540,0.0,10160.0,2022,7,Jul,2022-07
356,2021-08-09,164,56,5,3,3196,0.15,8149.8,2021,8,Aug,2021-08
357,2023-01-20,165,6,13,1,4871,0.05,4627.45,2023,1,Jan,2023-01
358,2023-01-13,166,71,10,1,3364,0.15,2859.4,2023,1,Jan,2023-01
359,2024-02-01,167,36,20,5,1173,0.05,5571.75,2024,2,Feb,2024-02
360,2021-07-18,168,51,12,3,4769,0.1,12876.3,2021,7,Jul,2021-07
361,2021-10-23,168,26,20,5,3488,0.0,17440.0,2021,10,Oct,2021-10
362,2021-04-03,169,5,5,3,4080,0.15,10404.0,2021,4,Apr,2021-04
363,2021-11-02,169,78,17,2,2886,0.1,5194.8,2021,11,Nov,2021-11
364,2021-11-29,169,51,20,3,2955,0.15,7535.25,2021,11,Nov,2021-11
365,2024-12-22,169,73,10,4,336,0.1,1209.6,2024,12,Dec,2024-12
366,2022-11-10,170,87,4,4,4981,0.1,17931.6,2022,11,Nov,2022-11
367,2024-11-10,170,81,1,5,4087,0.1,18391.5,2024,11,Nov,2024-11
368,2024-09-04,171,101,19,5,2064,0.0,10320.0,2024,9,Sep,2024-09
369,2024-04-10,171,62,6,5,3314,0.05,15741.5,2024,4,Apr,2024-04
370,2024-10-26,171,32,2,5,1100,0.05,5225.0,2024,10,Oct,2024-10
371,2021-02-08,172,57,11,4,1440,0.15,4896.0,2021,2,Feb,2021-02
372,2024-11-15,173,27,14,5,4063,0.0,20315.0,2024,11,Nov,2024-11
373,2024-12-16,174,18,17,2,4794,0.1,8629.2,2024,12,Dec,2024-12
374,2024-09-18,174,62,17,4,2770,0.05,10526.0,2024,9,Sep,2024-09
375,2023-07-31,174,117,18,3,4675,0.1,12622.5,2023,7,Jul,2023-07
376,2024-10-16,175,99,9,5,4166,0.05,19788.5,2024,10,Oct,2024-10
377,2022-05-20,176,36,18,3,2042,0.1,5513.4,2022,5,May,2022-05
378,2022-08-15,176,91,7,4,2797,0.15,9509.8,2022,8,Aug,2022-08
379,2022-12-16,177,72,9,3,1198,0.15,3054.9,2022,12,Dec,2022-12
380,2023-03-20,177,105,12,2,2579,0.0,5158.0,2023,3,Mar,2023-03
381,2022-08-13,178,92,3,3,3823,0.1,10322.1,2022,8,Aug,2022-08
382,2023-09-09,178,28,7,5,2421,0.1,10894.5,2023,9,Sep,2023-09
383,2021-10-09,179,14,20,5,2160,0.05,10260.0,2021,10,Oct,2021-10
384,2021-04-14,180,86,17,2,2107,0.0,4214.0,2021,4,Apr,2021-04
385,2021-07-25,181,53,11,4,1023,0.05,3887.4,2021,7,Jul,2021-07
386,2021-01-11,181,71,6,4,4096,0.15,13926.4,2021,1,Jan,2021-01
387,2024-08-25,182,26,10,3,2538,0.0,7614.0,2024,8,Aug,2024-08
388,2021-07-03,183,84,19,2,4583,0.0,9166.0,2021,7,Jul,2021-07
389,2021-12-25,183,54,6,1,3452,0.15,2934.2,2021,12,Dec,2021-12
390,2022-01-17,183,120,10,1,275,0.1,247.5,2022,1,Jan,2022-01
391,2024-03-09,184,78,4,3,2531,0.15,6454.05,2024,3,Mar,2024-03
392,2024-08-06,184,70,17,4,1299,0.15,4416.6,2024,8,Aug,2024-08
393,2022-07-13,184,25,4,3,1531,0.15,3904.05,2022,7,Jul,2022-07
394,2024-08-20,185,33,6,1,2961,0.1,2664.9,2024,8,Aug,2024-08
395,2024-03-08,185,87,7,2,3521,0.15,5985.7,2024,3,Mar,2024-03
396,2023-11-22,185,42,3,4,981,0.05,3727.8,2023,11,Nov,2023-11
397,2021-10-15,185,62,11,2,255,0.1,459.0,2021,10,Oct,2021-10
398,2023-02-25,185,31,15,3,2900,0.1,7830.0,2023,2,Feb,2023-02
399,2024-04-07,186,93,19,1,2342,0.1,2107.8,2024,4,Apr,2024-04
400,2024-11-19,187,31,2,1,4012,0.1,3610.8,2024,11,Nov,2024-11
401,2021-11-24,187,52,17,3,1161,0.1,3134.7,2021,11,Nov,2021-11
402,2023-01-23,187,79,8,2,1294,0.15,2199.8,2023,1,Jan,2023-01
403,2021-11-10,188,59,20,3,3606,0.15,9195.3,2021,11,Nov,2021-11
404,2024-01-06,188,103,7,2,870,0.15,1479.0,2024,1,Jan,2024-01
405,2023-12-18,189,91,12,1,4821,0.0,4821.0,2023,12,Dec,2023-12
406,2021-05-07,190,107,18,5,1856,0.05,8816.0,2021,5,May,2021-05
407,2021-12-03,191,42,17,4,1152,0.05,4377.6,2021,12,Dec,2021-12
408,2024-04-09,191,63,3,5,3849,0.0,19245.0,2024,4,Apr,2024-04
409,2023-07-18,191,17,17,4,3942,0.0,15768.0,2023,7,Jul,2023-07
410,2024-02-19,192,60,10,1,3443,0.1,3098.7,2024,2,Feb,2024-02
411,2021-01-07,193,96,7,5,798,0.0,3990.0,2021,1,Jan,2021-01
412,2023-05-18,194,45,3,5,693,0.0,3465.0,2023,5,May,2023-05
413,2023-08-25,195,5,10,4,1674,0.05,6361.2,2023,8,Aug,2023-08
414,2024-08-06,195,94,14,3,3333,0.15,8499.15,2024,8,Aug,2024-08
415,2023-02-13,195,49,3,5,1289,0.1,5800.5,2023,2,Feb,2023-02
416,2021-08-31,196,23,18,4,4532,0.05,17221.6,2021,8,Aug,2021-08
417,2022-04-02,196,107,1,1,2644,0.15,2247.4,2022,4,Apr,2022-04
418,2024-10-11,196,93,18,4,4557,0.15,15493.8,2024,10,Oct,2024-10
419,2022-04-16,197,32,15,3,1470,0.1,3969.0,2022,4,Apr,2022-04
420,2022-01-22,197,120,4,1,3634,0.0,3634.0,2022,1,Jan,2022-01
421,2022-05-08,197,27,3,1,475,0.15,403.75,2022,5,May,2022-05
422,2024-05-09,198,87,2,2,562,0.15,955.4,2024,5,May,2024-05
423,2023-06-18,199,30,18,2,662,0.05,1257.8,2023,6,Jun,2023-06
424,2023-10-29,200,38,8,5,2812,0.1,12654.0,2023,10,Oct,2023-10
425,2022-05-01,200,39,5,5,2010,0.15,8542.5,2022,5,May,2022-05
426,2022-09-08,201,36,2,5,1634,0.15,6944.5,2022,9,Sep,2022-09
427,2024-02-13,201,64,2,3,3322,0.1,8969.4,2024,2,Feb,2024-02
428,2024-11-27,202,54,14,2,2656,0.15,4515.2,2024,11,Nov,2024-11
429,2022-01-12,203,97,18,4,2174,0.05,8261.2,2022,1,Jan,2022-01
430,2022-09-08,203,110,5,4,672,0.15,2284.8,2022,9,Sep,2022-09
431,2023-05-04,203,72,17,2,3381,0.05,6423.9,2023,5,May,2023-05
432,2022-06-07,204,27,11,1,3884,0.1,3495.6,2022,6,Jun,2022-06
433,2021-07-09,204,69,7,1,2399,0.15,2039.15,2021,7,Jul,2021-07
434,2024-10-11,204,78,20,1,796,0.05,756.2,2024,10,Oct,2024-10
435,2024-04-18,204,93,18,2,4127,0.05,7841.3,2024,4,Apr,2024-04
436,2022-11-13,204,39,1,2,1756,0.0,3512.0,2022,11,Nov,2022-11
437,2023-09-08,205,118,8,5,1875,0.15,7968.75,2023,9,Sep,2023-09
438,2022-05-06,205,71,11,3,3318,0.15,8460.9,2022,5,May,2022-05
439,2023-12-29,205,84,12,3,2342,0.1,6323.4,2023,12,Dec,2023-12
440,2023-11-17,206,113,16,4,1007,0.15,3423.8,2023,11,Nov,2023-11
441,2022-10-18,206,118,7,3,2763,0.15,7045.65,2022,10,Oct,2022-10
442,2021-04-04,206,73,8,2,332,0.1,597.6,2021,4,Apr,2021-04
443,2024-02-08,207,120,19,5,3620,0.1,16290.0,2024,2,Feb,2024-02
444,2021-11-09,207,26,11,2,3311,0.05,6290.9,2021,11,Nov,2021-11
445,2023-10-20,207,71,11,3,4202,0.15,10715.1,2023,10,Oct,2023-10
446,2023-08-02,207,22,12,2,1346,0.15,2288.2,2023,8,Aug,2023-08
447,2022-01-12,207,118,18,1,4492,0.0,4492.0,2022,1,Jan,2022-01
448,2021-06-02,208,105,2,1,3578,0.05,3399.1,2021,6,Jun,2021-06
449,2024-07-15,209,30,3,2,274,0.05,520.6,2024,7,Jul,2024-07
450,2023-11-02,209,59,12,1,4158,0.15,3534.3,2023,11,Nov,2023-11
451,2021-02-02,210,1,18,5,3569,0.0,17845.0,2021,2,Feb,2021-02
452,2021-02-04,210,68,9,5,2548,0.0,12740.0,2021,2,Feb,2021-02
453,2023-10-26,210,105,14,2,1076,0.0,2152.0,2023,10,Oct,2023-10
454,2023-12-10,210,20,8,2,4512,0.1,8121.6,2023,12,Dec,2023-12
455,2022-12-27,210,35,13,1,3256,0.15,2767.6,2022,12,Dec,2022-12
456,2023-07-30,211,73,8,2,2657,0.0,5314.0,2023,7,Jul,2023-07
457,2024-08-31,212,110,2,1,3520,0.15,2992.0,2024,8,Aug,2024-08
458,2023-02-12,212,71,16,1,277,0.05,263.15,2023,2,Feb,2023-02
459,2021-06-19,212,64,14,3,4835,0.0,14505.0,2021,6,Jun,2021-06
460,2023-12-18,213,118,2,2,1931,0.15,3282.7,2023,12,Dec,2023-12
461,2022-07-10,213,6,3,3,4648,0.0,13944.0,2022,7,Jul,2022-07
462,2022-01-03,214,119,11,1,1897,0.05,1802.15,2022,1,Jan,2022-01
463,2024-12-30,214,106,13,1,2651,0.05,2518.45,2024,12,Dec,2024-12
464,2024-02-29,215,31,19,4,4628,0.1,16660.8,2024,2,Feb,2024-02
465,2023-02-26,215,97,5,1,4302,0.1,3871.8,2023,2,Feb,2023-02
466,2021-04-20,215,13,14,2,822,0.1,1479.6,2021,4,Apr,2021-04
467,2024-05-24,216,99,20,5,3449,0.1,15520.5,2024,5,May,2024-05
468,2021-03-02,216,82,9,4,4219,0.05,16032.2,2021,3,Mar,2021-03
469,2022-12-30,216,71,13,4,1721,0.15,5851.4,2022,12,Dec,2022-12
470,2021-06-25,216,99,20,3,2218,0.0,6654.0,2021,6,Jun,2021-06
471,2021-06-18,217,35,5,4,1463,0.15,4974.2,2021,6,Jun,2021-06
472,2022-10-11,217,47,4,1,242,0.1,217.8,2022,10,Oct,2022-10
473,2023-06-30,217,47,9,1,1285,0.0,1285.0,2023,6,Jun,2023-06
474,2022-01-19,218,56,15,5,4744,0.15,20162.0,2022,1,Jan,2022-01
475,2021-07-31,219,4,3,3,4740,0.0,14220.0,2021,7,Jul,2021-07
476,2024-05-07,219,77,11,4,301,0.1,1083.6,2024,5,May,2024-05
477,2023-04-28,219,50,3,5,2188,0.05,10393.0,2023,4,Apr,2023-04
478,2024-11-04,219,49,6,2,2402,0.1,4323.6,2024,11,Nov,2024-11
479,2022-07-04,220,64,5,1,1569,0.15,1333.65,2022,7,Jul,2022-07
480,2022-07-20,221,54,10,4,830,0.1,2988.0,2022,7,Jul,2022-07
481,2022-05-31,222,32,16,5,1801,0.15,7654.25,2022,5,May,2022-05
482,2021-08-08,222,18,10,1,3441,0.1,3096.9,2021,8,Aug,2021-08
483,2024-06-24,223,49,11,4,2942,0.15,10002.8,2024,6,Jun,2024-06
484,2024-08-26,223,77,5,3,2826,0.05,8054.1,2024,8,Aug,2024-08
485,2023-09-09,224,41,6,4,2814,0.1,10130.4,2023,9,Sep,2023-09
486,2024-11-24,224,82,16,5,2185,0.1,9832.5,2024,11,Nov,2024-11
487,2023-02-10,225,36,13,3,1132,0.05,3226.2,2023,2,Feb,2023-02
488,2024-04-27,225,70,6,5,420,0.15,1785.0,2024,4,Apr,2024-04
489,2024-12-21,225,27,15,3,766,0.15,1953.3,2024,12,Dec,2024-12
490,2024-10-10,225,64,5,3,2182,0.1,5891.4,2024,10,Oct,2024-10
491,2024-09-10,226,20,14,4,805,0.15,2737.0,2024,9,Sep,2024-09
492,2024-05-09,226,62,19,4,4577,0.15,15561.8,2024,5,May,2024-05
493,2024-01-19,226,5,12,5,896,0.0,4480.0,2024,1,Jan,2024-01
494,2022-05-24,227,85,12,2,562,0.15,955.4,2022,5,May,2022-05
495,2022-11-11,227,102,14,1,286,0.0,286.0,2022,11,Nov,2022-11
496,2022-06-14,228,29,17,5,4771,0.05,22662.25,2022,6,Jun,2022-06
497,2023-07-02,229,48,13,4,4299,0.05,16336.2,2023,7,Jul,2023-07
498,2022-12-08,229,4,16,1,2620,0.15,2227.0,2022,12,Dec,2022-12
499,2021-06-25,229,15,5,3,2755,0.1,7438.5,2021,6,Jun,2021-06
500,2023-07-22,229,101,7,5,4156,0.1,18702.0,2023,7,Jul,2023-07
501,2023-09-03,230,13,15,4,2812,0.0,11248.0,2023,9,Sep,2023-09
502,2022-09-07,230,6,4,1,3010,0.0,3010.0,2022,9,Sep,2022-09
503,2024-10-18,230,103,6,2,4427,0.05,8411.3,2024,10,Oct,2024-10
504,2024-02-05,230,21,11,5,3692,0.15,15691.0,2024,2,Feb,2024-02
505,2022-04-20,231,103,13,2,1726,0.15,2934.2,2022,4,Apr,2022-04
506,2023-03-22,231,4,20,2,3882,0.15,6599.4,2023,3,Mar,2023-03
507,2023-03-08,231,1,7,2,2480,0.0,4960.0,2023,3,Mar,2023-03
508,2024-03-28,232,14,18,2,3196,0.1,5752.8,2024,3,Mar,2024-03
509,2022-02-08,233,59,4,3,4209,0.1,11364.3,2022,2,Feb,2022-02
510,2024-05-07,234,50,20,4,1135,0.1,4086.0,2024,5,May,2024-05
511,2022-12-22,235,109,15,5,1613,0.1,7258.5,2022,12,Dec,2022-12
512,2024-06-12,236,76,3,2,2765,0.0,5530.0,2024,6,Jun,2024-06
513,2022-05-04,237,40,4,2,3258,0.05,6190.2,2022,5,May,2022-05
514,2023-11-13,237,50,14,5,1329,0.15,5648.25,2023,11,Nov,2023-11
515,2023-05-17,237,24,16,5,1619,0.05,7690.25,2023,5,May,2023-05
516,2023-09-30,237,37,5,2,2777,0.15,4720.9,2023,9,Sep,2023-09
517,2024-06-22,238,7,12,1,4169,0.05,3960.55,2024,6,Jun,2024-06
518,2022-02-04,238,105,13,5,4340,0.15,18445.0,2022,2,Feb,2022-02
519,2023-04-18,239,88,16,4,3836,0.15,13042.4,2023,4,Apr,2023-04
520,2021-12-09,240,11,19,1,2006,0.1,1805.4,2021,12,Dec,2021-12
521,2021-03-08,241,36,8,5,2564,0.05,12179.0,2021,3,Mar,2021-03
522,2023-07-26,242,73,16,5,4384,0.0,21920.0,2023,7,Jul,2023-07
523,2024-03-18,243,15,9,5,3205,0.0,16025.0,2024,3,Mar,2024-03
524,2023-06-23,244,70,7,4,1038,0.05,3944.4,2023,6,Jun,2023-06
525,2022-09-02,245,112,2,4,2352,0.1,8467.2,2022,9,Sep,2022-09
526,2021-06-28,245,57,4,2,1919,0.1,3454.2,2021,6,Jun,2021-06
527,2024-12-26,245,79,14,2,1340,0.05,2546.0,2024,12,Dec,2024-12
528,2022-02-28,246,104,2,5,3073,0.1,13828.5,2022,2,Feb,2022-02
529,2024-05-07,246,69,6,3,2597,0.1,7011.9,2024,5,May,2024-05
530,2024-03-18,246,35,17,1,1310,0.15,1113.5,2024,3,Mar,2024-03
531,2021-05-02,246,36,5,2,2245,0.05,4265.5,2021,5,May,2021-05
532,2024-12-27,246,42,8,4,4209,0.05,15994.2,2024,12,Dec,2024-12
533,2024-03-28,247,81,9,4,3273,0.15,11128.2,2024,3,Mar,2024-03
534,2021-06-04,248,82,3,4,4423,0.1,15922.8,2021,6,Jun,2021-06
535,2024-11-23,248,120,12,4,4198,0.1,15112.8,2024,11,Nov,2024-11
536,2024-04-06,249,1,3,4,3134,0.0,12536.0,2024,4,Apr,2024-04
537,2023-12-31,249,51,7,4,1935,0.15,6579.0,2023,12,Dec,2023-12
538,2022-07-04,249,42,10,3,4683,0.05,13346.55,2022,7,Jul,2022-07
539,2024-03-05,250,110,16,3,596,0.0,1788.0,2024,3,Mar,2024-03
540,2021-07-23,251,81,15,1,1217,0.05,1156.15,2021,7,Jul,2021-07
541,2023-06-23,252,59,1,4,1857,0.05,7056.6,2023,6,Jun,2023-06
542,2024-08-24,252,39,6,3,964,0.1,2602.8,2024,8,Aug,2024-08
543,2022-05-28,252,11,12,2,624,0.15,1060.8,2022,5,May,2022-05
544,2024-07-05,252,40,8,4,947,0.0,3788.0,2024,7,Jul,2024-07
545,2021-01-03,253,28,16,1,1287,0.05,1222.65,2021,1,Jan,2021-01
546,2023-11-30,254,88,15,1,266,0.1,239.4,2023,11,Nov,2023-11
547,2021-09-04,254,111,14,2,4113,0.0,8226.0,2021,9,Sep,2021-09
548,2022-04-14,255,50,3,1,1045,0.1,940.5,2022,4,Apr,2022-04
549,2023-01-23,255,113,10,2,3335,0.05,6336.5,2023,1,Jan,2023-01
550,2024-08-06,256,87,5,1,4545,0.0,4545.0,2024,8,Aug,2024-08
551,2024-06-03,257,84,6,4,3076,0.05,11688.8,2024,6,Jun,2024-06
552,2024-07-10,258,96,5,4,3824,0.05,14531.2,2024,7,Jul,2024-07
553,2021-06-27,258,115,4,2,1208,0.15,2053.6,2021,6,Jun,2021-06
554,2022-12-21,258,55,11,2,2229,0.1,4012.2,2022,12,Dec,2022-12
555,2024-08-13,259,11,8,5,2534,0.0,12670.0,2024,8,Aug,2024-08
556,2024-09-10,260,113,10,2,4441,0.05,8437.9,2024,9,Sep,2024-09
557,2023-03-14,261,38,2,2,4254,0.15,7231.8,2023,3,Mar,2023-03
558,2021-08-19,261,31,16,5,781,0.0,3905.0,2021,8,Aug,2021-08
559,2023-01-10,261,120,11,2,3368,0.15,5725.6,2023,1,Jan,2023-01
560,2023-01-19,262,70,6,4,797,0.0,3188.0,2023,1,Jan,2023-01
561,2024-04-17,262,9,1,3,1967,0.0,5901.0,2024,4,Apr,2024-04
562,2021-05-04,263,102,13,5,2546,0.15,10820.5,2021,5,May,2021-05
563,2023-05-18,264,90,13,1,4595,0.05,4365.25,2023,5,May,2023-05
564,2022-07-23,264,11,10,1,4388,0.05,4168.6,2022,7,Jul,2022-07
565,2021-11-15,264,69,11,4,741,0.1,2667.6,2021,11,Nov,2021-11
566,2024-12-01,264,56,8,1,2202,0.0,2202.0,2024,12,Dec,2024-12
567,2023-06-09,265,15,15,5,650,0.1,2925.0,2023,6,Jun,2023-06
568,2024-09-26,266,95,6,1,303,0.05,287.85,2024,9,Sep,2024-09
569,2024-12-07,266,2,6,4,3040,0.1,10944.0,2024,12,Dec,2024-12
570,2021-12-08,266,48,5,3,1167,0.0,3501.0,2021,12,Dec,2021-12
571,2022-11-18,267,104,14,3,4491,0.0,13473.0,2022,11,Nov,2022-11
572,2022-06-23,267,92,19,1,4264,0.15,3624.4,2022,6,Jun,2022-06
573,2023-11-13,267,47,2,4,4843,0.05,18403.4,2023,11,Nov,2023-11
574,2023-01-24,268,21,9,1,4901,0.0,4901.0,2023,1,Jan,2023-01
575,2022-04-13,268,95,17,1,560,0.0,560.0,2022,4,Apr,2022-04
576,2022-05-16,269,6,16,3,3337,0.05,9510.45,2022,5,May,2022-05
577,2022-01-02,269,120,2,5,3635,0.05,17266.25,2022,1,Jan,2022-01
578,2022-10-22,270,32,14,3,2422,0.0,7266.0,2022,10,Oct,2022-10
579,2024-03-16,270,48,4,5,631,0.05,2997.25,2024,3,Mar,2024-03
580,2022-04-03,270,103,17,1,3484,0.0,3484.0,2022,4,Apr,2022-04
581,2023-08-11,270,111,10,3,2881,0.0,8643.0,2023,8,Aug,2023-08
582,2024-02-07,270,59,1,3,1843,0.1,4976.1,2024,2,Feb,2024-02
583,2024-02-29,271,101,10,5,2187,0.15,9294.75,2024,2,Feb,2024-02
584,2023-01-25,272,76,16,2,4677,0.05,8886.3,2023,1,Jan,2023-01
585,2021-11-05,272,1,14,1,2108,0.1,1897.2,2021,11,Nov,2021-11
586,2024-07-26,272,108,1,3,211,0.15,538.05,2024,7,Jul,2024-07
587,2022-09-22,273,14,7,5,2151,0.15,9141.75,2022,9,Sep,2022-09
588,2023-10-05,274,8,5,3,962,0.0,2886.0,2023,10,Oct,2023-10
589,2022-04-20,275,115,17,4,3251,0.15,11053.4,2022,4,Apr,2022-04
590,2021-06-23,276,75,4,5,1293,0.15,5495.25,2021,6,Jun,2021-06
591,2021-06-03,276,76,19,1,3763,0.05,3574.85,2021,6,Jun,2021-06
592,2022-04-30,276,38,9,3,3419,0.1,9231.3,2022,4,Apr,2022-04
593,2022-10-14,276,58,9,2,811,0.05,1540.9,2022,10,Oct,2022-10
594,2021-10-06,277,100,19,1,1473,0.0,1473.0,2021,10,Oct,2021-10
595,2021-12-03,277,58,15,3,3530,0.0,10590.0,2021,12,Dec,2021-12
596,2024-01-03,277,46,7,4,2725,0.15,9265.0,2024,1,Jan,2024-01
597,2022-06-27,277,110,4,1,1491,0.1,1341.9,2022,6,Jun,2022-06
598,2024-12-14,277,90,20,1,1961,0.1,1764.9,2024,12,Dec,2024-12
599,2021-10-31,278,12,8,3,3446,0.0,10338.0,2021,10,Oct,2021-10
600,2024-10-18,279,39,9,2,454,0.15,771.8,2024,10,Oct,2024-10
601,2023-07-16,280,72,18,2,975,0.15,1657.5,2023,7,Jul,2023-07
602,2021-07-28,280,103,5,1,297,0.0,297.0,2021,7,Jul,2021-07
603,2022-04-01,280,17,7,4,3249,0.0,12996.0,2022,4,Apr,2022-04
604,2024-04-07,281,76,9,1,378,0.0,378.0,2024,4,Apr,2024-04
605,2022-02-09,281,116,15,2,953,0.1,1715.4,2022,2,Feb,2022-02
606,2021-09-08,282,6,15,1,1576,0.15,1339.6,2021,9,Sep,2021-09
607,2023-03-20,283,64,1,4,3695,0.05,14041.0,2023,3,Mar,2023-03
608,2022-12-26,283,28,6,3,2492,0.15,6354.6,2022,12,Dec,2022-12
609,2021-11-01,283,5,20,5,2213,0.1,9958.5,2021,11,Nov,2021-11
610,2023-10-19,284,53,18,4,699,0.0,2796.0,2023,10,Oct,2023-10
611,2022-07-27,284,50,5,4,1833,0.05,6965.4,2022,7,Jul,2022-07
612,2024-07-15,285,103,18,1,3333,0.1,2999.7,2024,7,Jul,2024-07
613,2023-09-10,285,70,16,3,4833,0.1,13049.1,2023,9,Sep,2023-09
614,2023-03-07,285,35,6,1,2812,0.05,2671.4,2023,3,Mar,2023-03
615,2021-03-02,285,115,9,1,4064,0.1,3657.6,2021,3,Mar,2021-03
616,2024-04-11,285,30,6,1,2230,0.05,2118.5,2024,4,Apr,2024-04
617,2022-06-30,286,69,2,2,4916,0.15,8357.2,2022,6,Jun,2022-06
618,2022-12-28,287,120,6,2,2137,0.1,3846.6,2022,12,Dec,2022-12
619,2024-11-29,287,46,19,1,3080,0.05,2926.0,2024,11,Nov,2024-11
620,2024-02-28,288,25,16,5,2731,0.05,12972.25,2024,2,Feb,2024-02
621,2023-10-02,288,5,3,1,2105,0.05,1999.75,2023,10,Oct,2023-10
622,2021-02-10,289,68,16,1,2917,0.05,2771.15,2021,2,Feb,2021-02
623,2021-09-25,289,44,6,3,687,0.0,2061.0,2021,9,Sep,2021-09
624,2021-10-30,289,76,5,1,4511,0.1,4059.9,2021,10,Oct,2021-10
625,2021-05-29,290,48,13,5,1027,0.1,4621.5,2021,5,May,2021-05
626,2022-09-11,290,42,5,2,3778,0.15,6422.6,2022,9,Sep,2022-09
627,2024-08-22,291,41,6,5,3123,0.05,14834.25,2024,8,Aug,2024-08
628,2024-09-25,291,76,6,4,2713,0.1,9766.8,2024,9,Sep,2024-09
629,2021-09-18,292,23,1,5,3407,0.0,17035.0,2021,9,Sep,2021-09
630,2022-01-08,293,78,11,5,2009,0.0,10045.0,2022,1,Jan,2022-01
631,2023-10-14,293,19,11,1,2149,0.1,1934.1,2023,10,Oct,2023-10
632,2022-10-17,293,22,3,3,3858,0.0,11574.0,2022,10,Oct,2022-10
633,2022-06-28,294,27,8,1,3071,0.1,2763.9,2022,6,Jun,2022-06
634,2021-08-10,294,93,1,1,3361,0.15,2856.85,2021,8,Aug,2021-08
635,2023-05-10,295,22,14,4,3302,0.1,11887.2,2023,5,May,2023-05
636,2024-01-24,296,49,4,4,4935,0.05,18753.0,2024,1,Jan,2024-01
637,2021-11-30,296,58,3,1,2615,0.0,2615.0,2021,11,Nov,2021-11
638,2022-10-15,296,34,4,1,3000,0.05,2850.0,2022,10,Oct,2022-10
639,2023-02-08,297,21,3,5,962,0.1,4329.0,2023,2,Feb,2023-02
640,2024-05-01,298,79,16,1,3733,0.05,3546.35,2024,5,May,2024-05
641,2024-05-28,299,114,14,2,638,0.0,1276.0,2024,5,May,2024-05
642,2022-11-10,299,27,7,4,4739,0.1,17060.4,2022,11,Nov,2022-11
643,2024-09-14,299,37,10,2,985,0.0,1970.0,2024,9,Sep,2024-09
644,2023-03-16,299,74,18,4,1458,0.0,5832.0,2023,3,Mar,2023-03
645,2023-01-09,300,1,14,1,2612,0.15,2220.2,2023,1,Jan,2023-01
646,2022-02-13,300,13,1,2,1599,0.1,2878.2,2022,2,Feb,2022-02
647,2021-06-17,301,61,4,3,3456,0.15,8812.8,2021,6,Jun,2021-06
648,2023-09-29,301,115,9,1,4657,0.15,3958.45,2023,9,Sep,2023-09
649,2022-01-14,301,48,13,3,1728,0.15,4406.4,2022,1,Jan,2022-01
650,2021-04-02,302,34,15,4,2357,0.05,8956.6,2021,4,Apr,2021-04
651,2022-07-05,303,73,2,2,992,0.0,1984.0,2022,7,Jul,2022-07
652,2024-09-30,303,45,18,4,2063,0.0,8252.0,2024,9,Sep,2024-09
653,2023-03-04,303,105,17,4,4586,0.15,15592.4,2023,3,Mar,2023-03
