date,product_id,sales_qty,inventory_qty,purchase_qty,unit_price,avg_demand_7,avg_demand_30,demand_volatility,inventory_coverage,demand_change,inventory_stress,stockout_risk,overstock_risk,mismatch_type,risk_score,lost_sales_qty,lost_revenue,excess_inventory_qty,overstock_cost
8/17/2023,P002,21,261,32,139,18.14285714,15.63333333,6.669047194,14.38582677,0.285714286,0.069512863,0,0,Balanced,2.092613447,0,0,0,0
8/18/2023,P002,23,238,27,139,20.28571429,16,5.089672082,11.73239437,2.142857143,0.085234094,0,0,Balanced,1.9980901,0,0,0,0
8/19/2023,P002,19,219,31,139,18.85714286,16.16666667,3.338091842,11.61363636,-1.428571429,0.086105675,0,0,Balanced,1.330194676,0,0,0,0
8/20/2023,P002,6,213,28,139,16.85714286,15.53333333,5.814595756,12.63559322,-2,0.079141516,0,0,Balanced,2.183949485,0,0,0,0
8/21/2023,P002,22,191,18,139,18.14285714,15.76666667,5.814595756,10.52755906,1.285714286,0.094988781,0,0,Balanced,2.049015974,0,0,0,0
8/22/2023,P002,19,172,39,139,18.57142857,16.03333333,5.740416444,9.261538462,0.428571429,0.107973422,0,0,Balanced,1.86182593,0,0,0,0
8/23/2023,P002,14,158,31,139,17.71428571,15.93333333,5.936168397,8.919354839,-0.857142857,0.112115732,0,0,Balanced,2.008336957,0,0,0,0
8/24/2023,P002,24,134,25,139,18.14285714,16.33333333,6.309478886,7.385826772,0.428571429,0.135394456,0,0,Balanced,2.04625518,0,0,0,0
8/25/2023,P002,9,125,17,139,16.14285714,16.2,6.718843438,7.743362832,-2,0.129142857,0,0,Balanced,2.48022446,0,0,0,0
8/26/2023,P002,21,104,12,139,16.42857143,16.56666667,6.900655593,6.330434783,0.285714286,0.157967033,0,0,Balanced,2.206323052,0,0,0,0
8/27/2023,P002,15,89,38,139,17.71428571,16.43333333,5.282495803,5.024193548,1.285714286,0.199036918,0,0,Balanced,1.941410057,0,0,0,0
8/28/2023,P002,25,406,27,139,18.14285714,16.83333333,5.785861256,22.37795276,0.428571429,0.04468684,0,0,Balanced,1.843816083,0,0,0,0
8/29/2023,P002,27,379,13,139,19.28571429,17,6.701101544,19.65185185,1.142857143,0.05088579,0,0,Balanced,2.264344787,0,0,0,0
8/30/2023,P002,12,367,5,139,19,17.03333333,7,19.31578947,-0.285714286,0.051771117,0,0,Balanced,2.183028416,0,0,0,0
8/31/2023,P002,11,356,20,139,17.14285714,16.83333333,7.174690967,20.76666667,-1.857142857,0.048154093,0,0,Balanced,2.547912908,0,0,0,0
9/1/2023,P002,12,344,29,139,17.57142857,16.63333333,6.679749069,19.57723577,0.428571429,0.051079734,0,0,Balanced,2.115178873,0,0,0,0
9/2/2023,P002,19,325,22,139,17.28571429,16.8,6.550172662,18.80165289,-0.285714286,0.053186813,0,0,Balanced,2.048788062,0,0,0,0
9/3/2023,P002,19,306,38,139,17.85714286,17.13333333,6.49175301,17.136,0.571428571,0.058356676,0,0,Balanced,2.090989955,0,0,0,0
9/4/2023,P002,18,288,7,139,16.85714286,17.33333333,5.69878851,17.08474576,-1,0.058531746,0,0,Balanced,1.938902426,0,0,0,0
9/5/2023,P002,15,273,24,139,15.14285714,17.3,3.532165126,18.02830189,-1.714285714,0.055468341,0,0,Balanced,1.430240851,0,0,0,0
9/6/2023,P002,18,255,23,139,16,17.46666667,3.366501646,15.9375,0.857142857,0.062745098,0,0,Balanced,1.212751614,0,0,0,0
9/7/2023,P002,17,238,17,139,16.85714286,17.66666667,2.544836041,14.11864407,0.857142857,0.070828331,0,0,Balanced,0.970293549,0,0,0,0
9/8/2023,P002,19,219,21,139,17.85714286,17.66666667,1.463850109,12.264,1,0.081539465,0,0,Balanced,0.679924765,0,0,0,0
9/9/2023,P002,20,199,18,139,18,17.7,1.632993162,11.05555556,0.142857143,0.090452261,0,0,Balanced,0.563695508,0,0,0,0
9/10/2023,P002,13,186,34,139,17.14285714,17.86666667,2.410295378,10.85,-0.857142857,0.092165899,0,0,Balanced,0.940600134,0,0,0,0
9/11/2023,P002,22,164,26,139,17.71428571,17.63333333,3.039423504,9.258064516,0.571428571,0.108013937,0,0,Balanced,1.080119734,0,0,0,0
9/12/2023,P002,16,148,33,139,17.85714286,17.5,2.911389784,8.288,0.142857143,0.120656371,0,0,Balanced,0.962316549,0,0,0,0
9/13/2023,P002,19,129,6,139,18,17.7,2.943920289,7.166666667,0.142857143,0.139534884,0,0,Balanced,0.981514957,0,0,0,0
9/14/2023,P002,27,102,12,139,19.42857143,18.06666667,4.429339411,5.25,1.428571429,0.19047619,0,0,Balanced,1.709754204,0,0,0,0
9/15/2023,P002,19,83,18,139,19.42857143,18.03333333,4.429339411,4.272058824,0,0.234079174,0,0,Balanced,1.44584141,0,0,0,0
9/16/2023,P002,17,470,38,139,19,17.9,4.509249753,24.73684211,-0.428571429,0.040425532,0,0,Balanced,1.458701978,0,0,0,0
9/17/2023,P002,17,453,17,139,19.57142857,17.7,3.823486317,23.1459854,0.571428571,0.043204037,0,0,Balanced,1.282933628,0,0,0,0
9/18/2023,P002,19,434,14,139,19.14285714,17.7,3.670993119,22.67164179,-0.428571429,0.044107966,0,0,Balanced,1.209066204,0,0,0,0
9/19/2023,P002,23,411,12,139,20.14285714,18.26666667,3.625307869,20.40425532,1,0.049009385,0,0,Balanced,1.312097053,0,0,0,0
9/20/2023,P002,15,396,11,139,19.57142857,18.03333333,4.117326918,20.23357664,-0.571428571,0.049422799,0,0,Balanced,1.374195189,0,0,0,0
9/21/2023,P002,20,376,17,139,18.57142857,18.06666667,2.572750983,20.24615385,-1,0.049392097,0,0,Balanced,0.996521343,0,0,0,0
9/22/2023,P002,14,362,30,139,17.85714286,18.06666667,3.078342164,20.272,-0.714285714,0.049329124,0,0,Balanced,1.091024354,0,0,0,0
9/23/2023,P002,11,351,36,139,17,17.63333333,4.041451884,20.64705882,-0.857142857,0.048433048,0,0,Balanced,1.408080661,0,0,0,0
9/24/2023,P002,15,336,23,139,16.71428571,17.83333333,4.111540089,20.1025641,-0.285714286,0.049744898,0,0,Balanced,1.315477333,0,0,0,0
9/25/2023,P002,16,320,19,139,16.28571429,17.66666667,3.98807747,19.64912281,-0.428571429,0.050892857,0,0,Balanced,1.307583955,0,0,0,0
9/26/2023,P002,17,303,6,139,15.42857143,17.73333333,2.760262237,19.63888889,-0.857142857,0.050919378,0,0,Balanced,1.024966931,0,0,0,0
9/27/2023,P002,10,293,23,139,14.71428571,17.23333333,3.450327797,19.91262136,-0.714285714,0.050219405,0,0,Balanced,1.203065184,0,0,0,0
9/28/2023,P002,22,271,37,139,15,17.06666667,4,18.06666667,0.285714286,0.055350554,0,0,Balanced,1.284818134,0,0,0,0
9/29/2023,P002,22,249,37,139,16.14285714,17.4,4.740906082,15.42477876,1.142857143,0.064830752,0,0,Balanced,1.683258629,0,0,0,0
9/30/2023,P002,17,232,5,139,17,17.6,4.163331999,13.64705882,0.857142857,0.073275862,0,0,Balanced,1.457066102,0,0,0,0
10/1/2023,P002,16,216,32,139,17.14285714,17.73333333,4.099941928,12.6,0.142857143,0.079365079,0,0,Balanced,1.298236547,0,0,0,0
10/2/2023,P002,22,194,21,139,18,17.83333333,4.434711565,10.77777778,0.857142857,0.092783505,0,0,Balanced,1.548233794,0,0,0,0
10/3/2023,P002,20,174,10,139,18.42857143,17.86666667,4.466808811,9.441860465,0.428571429,0.10591133,0,0,Balanced,1.478712594,0,0,0,0
10/4/2023,P002,9,165,24,139,18.28571429,17.56666667,4.785891965,9.0234375,-0.142857143,0.110822511,0,0,Balanced,1.519750274,0,0,0,0
10/5/2023,P002,18,147,17,139,17.71428571,17.66666667,4.498677054,8.298387097,-0.571428571,0.120505345,0,0,Balanced,1.524141503,0,0,0,0
10/6/2023,P002,14,133,16,139,16.57142857,17.53333333,4.237025012,8.025862069,-1.142857143,0.124597207,0,0,Balanced,1.561977536,0,0,0,0
10/7/2023,P002,20,113,34,139,17,17.63333333,4.434711565,6.647058824,0.428571429,0.150442478,0,0,Balanced,1.491348994,0,0,0,0
10/8/2023,P002,16,97,25,139,17,17.53333333,4.434711565,5.705882353,0,0.175257732,0,0,Balanced,1.418042336,0,0,0,0
10/9/2023,P002,11,86,6,139,15.42857143,17.23333333,4.314979446,5.574074074,-1.571428571,0.179401993,0,0,Balanced,1.698480545,0,0,0,0
10/10/2023,P002,19,555,22,139,15.28571429,17.43333333,4.151878519,36.30841121,-0.142857143,0.027541828,0,0,Balanced,1.287905898,0,0,0,0
10/11/2023,P002,26,529,32,139,17.71428571,17.56666667,4.785891965,29.86290323,2.428571429,0.033486362,0,0,Balanced,1.938225057,0,0,0,0
10/12/2023,P002,18,511,8,139,17.71428571,17.63333333,4.785891965,28.84677419,0,0.034665921,0,0,Balanced,1.45310055,0,0,0,0
10/13/2023,P002,14,497,10,139,17.71428571,17.46666667,4.785891965,28.05645161,0,0.035642426,0,0,Balanced,1.453588803,0,0,0,0
10/14/2023,P002,13,484,13,139,16.71428571,17,4.956957592,28.95726496,-1,0.034533648,0,0,Balanced,1.704354102,0,0,0,0
10/15/2023,P002,16,468,24,139,16.71428571,16.9,4.956957592,28,0,0.035714286,0,0,Balanced,1.504944421,0,0,0,0
10/16/2023,P002,20,448,34,139,18,17,4.358898944,24.88888889,1.285714286,0.040178571,0,0,Balanced,1.584901826,0,0,0,0
10/17/2023,P002,18,430,8,139,17.85714286,17.03333333,4.33699479,24.08,-0.142857143,0.041528239,0,0,Balanced,1.350433985,0,0,0,0
10/18/2023,P002,10,420,17,139,15.57142857,16.73333333,3.457221565,26.97247706,-2.285714286,0.03707483,0,0,Balanced,1.512846742,0,0,0,0
10/19/2023,P002,19,401,39,139,15.71428571,16.6,3.59231985,25.51818182,0.142857143,0.039187745,0,0,Balanced,1.125861256,0,0,0,0
10/20/2023,P002,10,391,34,139,15.14285714,16.43333333,4.180453382,25.82075472,-0.571428571,0.038728535,0,0,Balanced,1.387785996,0,0,0,0
10/21/2023,P002,22,369,8,139,16.42857143,16.5,4.755948656,22.46086957,1.285714286,0.044521874,0,0,Balanced,1.706188391,0,0,0,0
10/22/2023,P002,11,358,29,139,15.71428571,16.4,5.186980037,22.78181818,-0.714285714,0.043894653,0,0,Balanced,1.72089848,0,0,0,0
10/23/2023,P002,13,345,35,139,14.71428571,16.46666667,4.889249626,23.44660194,-1,0.042650104,0,0,Balanced,1.68809994,0,0,0,0
10/24/2023,P002,18,327,16,139,14.71428571,16.56666667,4.889249626,22.22330097,0,0.044997816,0,0,Balanced,1.489273796,0,0,0,0
10/25/2023,P002,12,315,19,139,15,16.43333333,4.618802154,21,0.285714286,0.047619048,0,0,Balanced,1.466593027,0,0,0,0
10/26/2023,P002,19,296,30,139,15,16.5,4.618802154,19.73333333,0,0.050675676,0,0,Balanced,1.410978484,0,0,0,0
10/27/2023,P002,14,282,14,139,15.57142857,16.63333333,4.117326918,18.11009174,0.571428571,0.055217832,0,0,Balanced,1.377092706,0,0,0,0
10/28/2023,P002,17,265,16,139,14.85714286,16.46666667,3.132015934,17.83653846,-0.714285714,0.05606469,0,0,Balanced,1.110494268,0,0,0,0
10/29/2023,P002,18,247,26,139,15.85714286,16.33333333,2.794552524,15.57657658,1,0.064198959,0,0,Balanced,1.070465237,0,0,0,0
10/30/2023,P002,14,233,25,139,16,16.23333333,2.645751311,14.5625,0.142857143,0.068669528,0,0,Balanced,0.856631586,0,0,0,0
10/31/2023,P002,16,217,39,139,15.71428571,16.23333333,2.497617913,13.80909091,-0.285714286,0.072416063,0,0,Balanced,0.842636263,0,0,0,0
11/1/2023,P002,13,204,11,139,15.85714286,15.93333333,2.267786838,12.86486486,0.142857143,0.077731092,0,0,Balanced,0.747773026,0,0,0,0
11/2/2023,P002,13,191,22,139,15,15.7,2,12.73333333,-0.857142857,0.078534031,0,0,Balanced,0.810695587,0,0,0,0
11/3/2023,P002,14,177,31,139,15,15.86666667,2,11.8,0,0.084745763,0,0,Balanced,0.642372881,0,0,0,0
11/4/2023,P002,10,167,39,139,14,15.6,2.516611478,11.92857143,-1,0.083832335,0,0,Balanced,0.996899611,0,0,0,0
11/5/2023,P002,11,156,6,139,13,15.5,2,12,-1,0.083333333,0,0,Balanced,0.841666667,0,0,0,0
11/6/2023,P002,18,138,36,139,13.57142857,15.43333333,2.760262237,10.16842105,0.571428571,0.098343685,0,0,Balanced,0.991536228,0,0,0,0
11/7/2023,P002,21,117,19,139,14.28571429,15.6,3.903600292,8.19,0.714285714,0.122100122,0,0,Balanced,1.374987291,0,0,0,0
11/8/2023,P002,14,103,28,139,14.42857143,15.7,3.866830867,7.138613861,0.142857143,0.140083218,0,0,Balanced,1.258662297,0,0,0,0
11/9/2023,P002,11,92,24,139,14.14285714,15.43333333,4.059087395,6.505050505,-0.285714286,0.153726708,0,0,Balanced,1.35173243,0,0,0,0
11/10/2023,P002,17,487,14,139,14.57142857,15.13333333,4.197504928,33.42156863,0.428571429,0.029920798,0,1,Overstock Risk,1.359926163,0,0,471.8666667,1311.789333
11/11/2023,P002,15,472,28,139,15.28571429,15.03333333,3.683941988,30.87850467,0.714285714,0.032384988,0,1,Overstock Risk,1.264232233,0,0,456.9666667,1270.367333
11/12/2023,P002,10,462,28,139,15.14285714,14.9,3.891382421,30.50943396,-0.142857143,0.032776747,0,0,Balanced,1.212374528,0,0,0,0
11/13/2023,P002,19,443,28,139,15.28571429,15.1,4.029652,28.98130841,0.142857143,0.034504998,0,0,Balanced,1.254719528,0,0,0,0
11/14/2023,P002,14,429,38,139,14.28571429,15.03333333,3.14718317,30.03,-1,0.033300033,0,0,Balanced,1.160804968,0,0,0,0
11/15/2023,P002,17,412,15,139,14.71428571,14.93333333,3.302235895,28,0.428571429,0.035714286,0,0,Balanced,1.094242197,0,0,0,0
11/16/2023,P002,21,391,30,139,16.14285714,15.03333333,3.579039509,24.22123894,1.428571429,0.04128608,0,0,Balanced,1.380069178,0,0,0,0
11/17/2023,P002,23,368,5,139,17,15.46666667,4.434711565,21.64705882,0.857142857,0.046195652,0,0,Balanced,1.524939867,0,0,0,0
11/18/2023,P002,13,355,34,139,16.71428571,15.26666667,4.644505202,21.23931624,-0.285714286,0.047082495,0,0,Balanced,1.474035665,0,0,0,0
11/19/2023,P002,10,345,22,139,16.71428571,15.26666667,4.644505202,20.64102564,0,0.048447205,0,0,Balanced,1.417575163,0,0,0,0
11/20/2023,P002,17,328,30,139,16.42857143,15.1,4.540820148,19.96521739,-0.285714286,0.050087108,0,0,Balanced,1.444432456,0,0,0,0
11/21/2023,P002,12,316,13,139,16.14285714,15.13333333,4.775931722,19.57522124,-0.285714286,0.051084991,0,0,Balanced,1.515464869,0,0,0,0
11/22/2023,P002,24,292,13,139,17.14285714,15.5,5.639993246,17.03333333,1,0.058708415,0,0,Balanced,1.921352181,0,0,0,0
11/23/2023,P002,14,278,5,139,16.14285714,15.36666667,5.459809869,17.22123894,-1,0.058067831,0,0,Balanced,1.866976877,0,0,0,0
11/24/2023,P002,14,264,11,139,14.85714286,15.43333333,4.561745698,17.76923077,-1.285714286,0.056277056,0,0,Balanced,1.653805095,0,0,0,0
11/25/2023,P002,9,255,20,139,14.28571429,15.1,5.056820006,17.85,-0.571428571,0.056022409,0,0,Balanced,1.659342921,0,0,0,0
11/26/2023,P002,19,236,15,139,15.57142857,15.26666667,4.928053803,15.1559633,1.285714286,0.06598063,0,0,Balanced,1.768549313,0,0,0,0
11/27/2023,P002,23,213,29,139,16.42857143,15.46666667,5.682051943,12.96521739,0.857142857,0.077129443,0,0,Balanced,1.914608876,0,0,0,0
11/28/2023,P002,21,192,33,139,17.71428571,15.56666667,5.529143566,10.83870968,1.285714286,0.092261905,0,0,Balanced,1.962016879,0,0,0,0
11/29/2023,P002,14,178,23,139,16.28571429,15.56666667,4.889249626,10.92982456,-1.428571429,0.091492777,0,0,Balanced,1.798235562,0,0,0,0
11/30/2023,P002,21,157,22,139,17.28571429,15.73333333,5.056820006,9.082644628,1,0.110100091,0,0,Balanced,1.772096047,0,0,0,0
12/1/2023,P002,17,140,33,139,17.71428571,15.86666667,4.855041562,7.903225806,0.428571429,0.126530612,0,0,Balanced,1.605492061,0,0,0,0
12/2/2023,P002,21,119,20,139,19.42857143,16.13333333,3.047247001,6.125,1.714285714,0.163265306,0,0,Balanced,1.338663896,0,0,0,0
12/3/2023,P002,9,110,12,139,18,15.96666667,5,6.111111111,-1.428571429,0.163636364,0,0,Balanced,1.867532468,0,0,0,0
12/4/2023,P002,17,93,38,139,17.14285714,16.2,4.488079449,5.425,-0.857142857,0.184331797,0,0,Balanced,1.610018305,0,0,0,0
12/5/2023,P002,17,470,10,139,16.57142857,16.4,4.157609203,28.36206897,-0.571428571,0.035258359,0,0,Balanced,1.379197655,0,0,0,0
12/6/2023,P002,12,458,34,139,16.28571429,16.2,4.423960733,28.12280702,-0.285714286,0.035558328,0,0,Balanced,1.402110241,0,0,0,0
12/7/2023,P002,13,445,38,139,15.14285714,15.93333333,4.01781746,29.38679245,-1.142857143,0.034028892,0,0,Balanced,1.450931113,0,0,0,0
12/8/2023,P002,19,426,25,139,15.42857143,16.1,4.237025012,27.61111111,0.285714286,0.036217304,0,0,Balanced,1.346359013,0,0,0,0
12/9/2023,P002,12,414,16,139,14.14285714,16.13333333,3.579039509,29.27272727,-1.285714286,0.034161491,0,0,Balanced,1.347935455,0,0,0,0
12/10/2023,P002,15,399,10,139,15,16.06666667,2.768874621,26.6,0.857142857,0.037593985,0,0,Balanced,1.02088795,0,0,0,0
12/11/2023,P002,18,381,10,139,15.14285714,16.16666667,2.911389784,25.16037736,0.142857143,0.039745032,0,0,Balanced,0.92186088,0,0,0,0
12/12/2023,P002,10,371,8,139,14.14285714,16.16666667,3.338091842,26.23232323,-1,0.038120909,0,0,Balanced,1.220488007,0,0,0,0
12/13/2023,P002,16,355,13,139,14.71428571,16.06666667,3.251373336,24.12621359,0.571428571,0.041448692,0,0,Balanced,1.110422061,0,0,0,0
12/14/2023,P002,19,336,9,139,15.57142857,16.23333333,3.505098328,21.57798165,0.857142857,0.046343537,0,0,Balanced,1.246129838,0,0,0,0
12/15/2023,P002,15,321,14,139,15,16.16666667,3.16227766,21.4,-0.571428571,0.046728972,0,0,Balanced,1.086333498,0,0,0,0
12/16/2023,P002,12,309,12,139,15,15.86666667,3.16227766,20.6,0,0.048543689,0,0,Balanced,0.972955143,0,0,0,0
12/17/2023,P002,17,292,27,139,15.28571429,15.66666667,3.251373336,19.10280374,0.285714286,0.052348337,0,0,Balanced,1.058729026,0,0,0,0
12/18/2023,P002,12,280,8,139,14.42857143,15.63333333,3.207134903,19.40594059,-0.857142857,0.051530612,0,0,Balanced,1.159334348,0,0,0,0
12/19/2023,P002,12,268,11,139,14.71428571,15.7,2.811540842,18.21359223,0.285714286,0.054904051,0,0,Balanced,0.928057135,0,0,0,0
12/20/2023,P002,18,250,10,139,15,15.73333333,3.055050463,16.66666667,0.285714286,0.06,0,0,Balanced,1.003657996,0,0,0,0
12/21/2023,P002,17,233,19,139,14.71428571,15.9,2.690370837,15.83495146,-0.285714286,0.063151441,0,0,Balanced,0.895829829,0,0,0,0
12/22/2023,P002,29,204,39,139,16.71428571,16.06666667,6.047431568,12.20512821,2,0.081932773,0,0,Balanced,2.255195857,0,0,0,0
12/23/2023,P002,15,189,36,139,17.14285714,16.1,5.756983337,11.025,0.428571429,0.090702948,0,0,Balanced,1.858160761,0,0,0,0
12/24/2023,P002,16,173,18,139,17,16.16666667,5.773502692,10.17647059,-0.142857143,0.098265896,0,0,Balanced,1.809755184,0,0,0,0
12/25/2023,P002,19,154,39,139,18,16.5,5.354126135,8.555555556,1,0.116883117,0,0,Balanced,1.864679399,0,0,0,0
12/26/2023,P002,15,139,15,139,18.42857143,16.36666667,4.894116974,7.542635659,0.428571429,0.132579651,0,0,Balanced,1.620239203,0,0,0,0
12/27/2023,P002,17,122,14,139,18.28571429,16.16666667,4.923220007,6.671875,-0.142857143,0.149882904,0,0,Balanced,1.580478883,0,0,0,0
12/28/2023,P002,12,110,21,139,17.57142857,15.86666667,5.472876844,6.260162602,-0.714285714,0.15974026,0,0,Balanced,1.864590326,0,0,0,0
12/29/2023,P002,7,103,17,139,14.42857143,15.63333333,3.90969491,7.138613861,-3.142857143,0.140083218,0,0,Balanced,1.87152151,0,0,0,0
12/30/2023,P002,15,88,38,139,14.42857143,15.43333333,3.90969491,6.099009901,0,0.163961039,0,0,Balanced,1.254888992,0,0,0,0
12/31/2023,P002,19,502,9,139,14.85714286,15.5,4.25944329,33.78846154,0.428571429,0.029595902,0,1,Overstock Risk,1.378345224,0,0,486.5,1352.47
1/1/2024,P002,21,481,14,139,15.14285714,15.5,4.63424109,31.76415094,0.285714286,0.031482031,0,1,Overstock Risk,1.4631562,0,0,465.5,1294.09
1/2/2024,P002,12,469,36,139,14.71428571,15.6,4.785891965,31.87378641,-0.428571429,0.031373744,0,0,Balanced,1.537168747,0,0,0,0
1/3/2024,P002,21,448,16,139,15.28571429,15.73333333,5.313952883,29.30841121,0.571428571,0.034119898,0,0,Balanced,1.725531528,0,0,0,0
1/4/2024,P002,18,430,17,139,16.14285714,15.76666667,5.177791403,26.63716814,0.857142857,0.037541528,0,0,Balanced,1.743536756,0,0,0,0
1/5/2024,P002,20,410,25,139,18,16.03333333,3.366501646,22.77777778,1.857142857,0.043902439,0,0,Balanced,1.403330285,0,0,0,0
1/6/2024,P002,13,397,37,139,17.71428571,16.03333333,3.728908943,22.41129032,-0.285714286,0.044620367,0,0,Balanced,1.198125724,0,0,0,0
1/7/2024,P002,12,385,36,139,16.71428571,15.8,4.231401884,23.03418803,-1,0.043413729,0,0,Balanced,1.49112743,0,0,0,0
1/8/2024,P002,19,366,16,139,16.42857143,16.03333333,3.95209408,22.27826087,-0.285714286,0.044886807,0,0,Balanced,1.265214485,0,0,0,0
1/9/2024,P002,9,357,39,139,16,15.83333333,4.618802154,22.3125,-0.428571429,0.044817927,0,0,Balanced,1.493763895,0,0,0,0
1/10/2024,P002,19,338,32,139,15.71428571,15.86666667,4.309458037,21.50909091,-0.285714286,0.04649197,0,0,Balanced,1.373226253,0,0,0,0
1/11/2024,P002,15,323,17,139,15.28571429,16.03333333,4.191828786,21.13084112,-0.428571429,0.047324193,0,0,Balanced,1.366925018,0,0,0,0
1/12/2024,P002,23,300,16,139,15.71428571,16.26666667,4.855041562,19.09090909,0.428571429,0.052380952,0,0,Balanced,1.568417231,0,0,0,0
1/13/2024,P002,15,285,26,139,16,16.13333333,4.725815626,17.8125,0.285714286,0.056140351,0,0,Balanced,1.50295772,0,0,0,0
1/14/2024,P002,13,272,6,139,16.14285714,16.06666667,4.598136268,16.84955752,0.142857143,0.059348739,0,0,Balanced,1.437686679,0,0,0,0
1/15/2024,P002,10,262,33,139,14.85714286,16,4.913538149,17.63461538,-1.285714286,0.056706652,0,0,Balanced,1.759557628,0,0,0,0
1/16/2024,P002,14,248,17,139,15.57142857,15.9,4.237025012,15.9266055,0.714285714,0.062788018,0,0,Balanced,1.445358656,0,0,0,0
1/17/2024,P002,17,231,39,139,15.28571429,16.06666667,4.029652,15.11214953,-0.285714286,0.066171923,0,0,Balanced,1.299124419,0,0,0,0
1/18/2024,P002,21,210,17,139,16.14285714,16.36666667,4.561745698,13.00884956,0.857142857,0.076870748,0,0,Balanced,1.578387655,0,0,0,0
1/19/2024,P002,26,184,38,139,16.57142857,16.63333333,5.380741673,11.10344828,0.428571429,0.090062112,0,0,Balanced,1.744967844,0,0,0,0
1/20/2024,P002,12,172,23,139,16.14285714,16.46666667,5.639993246,10.65486726,-0.428571429,0.093853821,0,0,Balanced,1.82463917,0,0,0,0
1/21/2024,P002,18,154,13,139,16.85714286,16.1,5.4902511,9.13559322,0.714285714,0.109461967,0,0,Balanced,1.844663456,0,0,0,0
1/22/2024,P002,13,141,35,139,17.28571429,16.03333333,4.956957592,8.157024793,0.428571429,0.122593718,0,0,Balanced,1.634098423,0,0,0,0
1/23/2024,P002,16,125,37,139,17.57142857,16.03333333,4.790864322,7.113821138,0.285714286,0.140571429,0,0,Balanced,1.564687868,0,0,0,0
1/24/2024,P002,18,107,31,139,17.71428571,16,4.785891965,6.040322581,0.142857143,0.165554072,0,0,Balanced,1.547116054,0,0,0,0
1/25/2024,P002,13,94,6,139,16.57142857,15.93333333,4.825527358,5.672413793,-1.142857143,0.176291793,0,0,Balanced,1.764375533,0,0,0,0
1/26/2024,P002,9,85,19,139,14.14285714,15.66666667,3.338091842,6.01010101,-2.428571429,0.166386555,0,0,Balanced,1.570335116,0,0,0,0
1/27/2024,P002,11,562,23,139,14,15.63333333,3.464101615,40.14285714,-0.142857143,0.024911032,0,0,Balanced,1.080257429,0,0,0,0
1/28/2024,P002,24,538,35,139,14.85714286,16.2,5.014265364,36.21153846,0.857142857,0.027615507,0,1,Overstock Risk,1.689515934,0,0,521.8,1450.604
1/29/2024,P002,20,518,20,139,15.85714286,16.36666667,5.2734736,32.66666667,1,0.030612245,0,1,Overstock Risk,1.797348202,0,0,501.6333333,1394.540667
1/30/2024,P002,14,504,19,139,15.57142857,16.2,5.318431563,32.36697248,-0.285714286,0.030895692,0,0,Balanced,1.668120172,0,0,0,0
1/31/2024,P002,15,489,10,139,15.14285714,16,5.209880723,32.29245283,-0.428571429,0.030966988,0,0,Balanced,1.664161996,0,0,0,0
2/1/2024,P002,10,479,18,139,14.71428571,15.93333333,5.529143566,32.55339806,-0.428571429,0.030718759,0,0,Balanced,1.759816735,0,0,0,0
2/2/2024,P002,14,465,31,139,15.42857143,15.7,4.961758521,30.13888889,0.714285714,0.033179724,0,1,Overstock Risk,1.647974561,0,0,449.3,1249.054
2/3/2024,P002,21,444,23,139,16.85714286,15.8,4.913538149,26.33898305,1.428571429,0.037966538,0,0,Balanced,1.778758999,0,0,0,0
2/4/2024,P002,15,429,8,139,15.57142857,15.63333333,3.77964473,27.55045872,-1.285714286,0.036297036,0,0,Balanced,1.409184794,0,0,0,0
2/5/2024,P002,16,413,30,139,15,15.73333333,3.265986324,27.53333333,-0.571428571,0.036319613,0,0,Balanced,1.112241418,0,0,0,0
2/6/2024,P002,17,396,13,139,15.42857143,15.9,3.309438163,25.66666667,0.428571429,0.038961039,0,0,Balanced,1.098026254,0,0,0,0
2/7/2024,P002,16,380,19,139,15.57142857,15.8,3.309438163,24.40366972,0.142857143,0.040977444,0,0,Balanced,1.041891599,0,0,0,0
2/8/2024,P002,15,365,8,139,16.28571429,16,2.288688541,22.4122807,0.714285714,0.044618395,0,0,Balanced,0.851772903,0,0,0,0
2/9/2024,P002,23,342,30,139,17.57142857,16.13333333,3.154739443,19.46341463,1.285714286,0.051378446,0,0,Balanced,1.229253913,0,0,0,0
2/10/2024,P002,20,322,22,139,17.42857143,16.3,2.992052966,18.47540984,-0.142857143,0.054125998,0,0,Balanced,0.953250318,0,0,0,0
2/11/2024,P002,22,300,39,139,18.42857143,16.26666667,3.207134903,16.27906977,1,0.061428571,0,0,Balanced,1.192854757,0,0,0,0
2/12/2024,P002,13,287,33,139,18,16.2,3.741657387,15.94444444,-0.428571429,0.06271777,0,0,Balanced,1.239570387,0,0,0,0
2/13/2024,P002,16,271,28,139,17.85714286,16.3,3.804758925,15.176,-0.142857143,0.065893516,0,0,Balanced,1.202945864,0,0,0,0
2/14/2024,P002,12,259,8,139,17.28571429,16.36666667,4.38612531,14.98347107,-0.571428571,0.06674021,0,0,Balanced,1.463493412,0,0,0,0
2/15/2024,P002,19,240,25,139,17.85714286,16.53333333,4.298393941,13.44,0.571428571,0.074404762,0,0,Balanced,1.441006278,0,0,0,0
2/16/2024,P002,17,223,11,139,17,16.53333333,3.651483717,13.11764706,-0.857142857,0.076233184,0,0,Balanced,1.304990278,0,0,0,0
