date,department,patient_count,admissions,discharges,beds_occupied,total_beds,staff_on_duty,avg_wait_time,rain_flag
2023-04-29,SURGERY,33,18,15,18,25,16,58.8,0
2023-04-30,ER,107,37,33,33,50,23,31.6,1
2023-04-30,ICU,18,12,9,19,20,23,22.9,1
2023-04-30,OPD,71,7,5,32,40,21,15.0,1
2023-04-30,SURGERY,25,13,11,24,25,15,44.6,1
2023-05-01,ER,142,49,45,43,50,19,55.5,0
2023-05-01,ICU,31,21,15,18,20,17,42.8,0
2023-05-01,OPD,94,9,7,38,40,16,22.5,0
2023-05-01,SURGERY,33,18,13,22,25,23,53.0,0
2023-05-02,ER,154,53,38,38,50,24,56.8,1
2023-05-02,ICU,22,15,13,16,20,26,25.5,1
2023-05-02,OPD,115,11,9,38,40,27,23.8,1
2023-05-02,SURGERY,39,21,18,19,25,23,77.9,1
2023-05-03,ER,136,47,33,38,50,23,55.3,0
2023-05-03,ICU,36,25,22,12,20,18,46.8,0
2023-05-03,OPD,94,9,7,40,40,17,19.1,0
2023-05-03,SURGERY,31,17,13,16,25,15,66.5,0
2023-05-04,ER,152,53,44,44,50,16,45.3,1
2023-05-04,ICU,33,23,16,15,20,16,49.4,1
2023-05-04,OPD,105,10,8,31,40,24,24.7,1
2023-05-04,SURGERY,32,17,14,22,25,14,57.4,1
2023-05-05,ER,180,62,46,31,50,12,64.6,1
2023-05-05,ICU,26,18,13,17,20,14,40.0,1
2023-05-05,OPD,128,12,8,37,40,22,35.8,1
2023-05-05,SURGERY,45,24,17,24,25,14,83.9,1
2023-05-06,ER,111,38,32,33,50,15,42.0,1
2023-05-06,ICU,26,18,16,20,20,13,35.3,1
2023-05-06,OPD,78,7,4,35,40,22,20.4,1
2023-05-06,SURGERY,34,18,12,24,25,15,71.8,1
2023-05-07,ER,115,40,33,40,50,26,33.8,0
2023-05-07,ICU,15,10,9,16,20,17,18.5,0
2023-05-07,OPD,58,5,3,40,40,24,16.5,0
2023-05-07,SURGERY,31,17,13,25,25,20,68.0,0
2023-05-08,ER,132,46,39,40,50,28,38.4,0
2023-05-08,ICU,23,16,12,14,20,21,27.1,0
2023-05-08,OPD,77,7,4,31,40,20,22.2,0
2023-05-08,SURGERY,37,20,17,19,25,22,69.6,0
2023-05-09,ER,204,71,60,36,50,16,74.0,1
2023-05-09,ICU,24,16,13,14,20,18,27.8,1
2023-05-09,OPD,103,10,8,39,40,18,28.8,1
2023-05-09,SURGERY,47,25,21,15,25,21,80.0,1
2023-05-10,ER,138,48,36,45,50,24,43.3,0
2023-05-10,ICU,26,18,14,13,20,21,30.9,0
2023-05-10,OPD,75,7,5,30,40,17,21.1,0
2023-05-10,SURGERY,37,20,14,15,25,18,74.9,0
2023-05-11,ER,136,47,40,36,50,26,52.8,0
2023-05-11,ICU,28,19,17,18,20,18,35.3,0
2023-05-11,OPD,106,10,9,39,40,27,29.8,0
2023-05-11,SURGERY,48,26,22,17,25,16,100.0,0
2023-05-12,ER,152,53,39,40,50,13,58.6,0
2023-05-12,ICU,26,18,13,16,20,16,40.2,0
2023-05-12,OPD,92,9,8,39,40,14,21.4,0
2023-05-12,SURGERY,33,18,15,23,25,16,64.7,0
2023-05-13,ER,112,39,33,41,50,22,45.5,0
2023-05-13,ICU,17,11,9,18,20,16,24.8,0
2023-05-13,OPD,69,6,5,39,40,18,17.3,0
2023-05-13,SURGERY,33,18,16,15,25,14,52.6,0
2023-05-14,ER,83,29,20,39,50,20,31.0,0
2023-05-14,ICU,23,16,14,20,20,26,30.7,0
2023-05-14,OPD,85,8,7,37,40,22,18.4,0
2023-05-14,SURGERY,25,13,10,21,25,27,53.7,0
2023-05-15,ER,95,33,28,41,50,17,31.7,0
2023-05-15,ICU,22,15,11,15,20,16,27.9,0
2023-05-15,OPD,107,10,9,33,40,17,27.8,0
2023-05-15,SURGERY,34,18,12,22,25,20,63.9,0
2023-05-16,ER,140,49,41,39,50,24,42.1,1
2023-05-16,ICU,26,18,13,18,20,13,32.9,1
2023-05-16,OPD,114,11,9,39,40,27,23.8,1
2023-05-16,SURGERY,43,23,17,16,25,19,72.0,1
2023-05-17,ER,155,54,40,40,50,19,45.0,1
2023-05-17,ICU,27,18,14,15,20,20,31.5,1
2023-05-17,OPD,98,9,8,36,40,17,22.5,1
2023-05-17,SURGERY,35,19,14,17,25,17,66.9,1
2023-05-18,ER,173,60,44,44,50,17,70.5,0
2023-05-18,ICU,23,16,14,19,20,23,30.8,0
2023-05-18,OPD,106,10,8,31,40,26,27.8,0
2023-05-18,SURGERY,42,23,21,25,25,17,75.1,0
2023-05-19,ER,160,56,41,50,50,12,61.7,0
2023-05-19,ICU,23,16,13,12,20,19,31.7,0
2023-05-19,OPD,95,9,6,28,40,15,22.9,0
2023-05-19,SURGERY,34,18,13,25,25,16,57.0,0
2023-05-20,ER,86,30,26,50,50,18,28.2,0
2023-05-20,ICU,19,13,11,12,20,15,26.2,0
2023-05-20,OPD,51,5,4,24,40,18,12.1,0
2023-05-20,SURGERY,32,17,13,16,25,16,68.9,0
2023-05-21,ER,110,38,30,50,50,18,35.1,1
2023-05-21,ICU,22,15,12,13,20,12,24.5,1
2023-05-21,OPD,81,8,7,33,40,18,20.4,1
2023-05-21,SURGERY,28,15,11,24,25,18,60.2,1
2023-05-22,ER,152,53,41,30,50,15,51.1,0
2023-05-22,ICU,23,16,12,17,20,22,32.0,0
2023-05-22,OPD,101,10,8,28,40,27,22.3,0
2023-05-22,SURGERY,27,14,10,24,25,26,52.0,0
2023-05-23,ER,142,49,45,36,50,21,55.4,0
2023-05-23,ICU,32,22,16,18,20,14,47.9,0
2023-05-23,OPD,76,7,6,36,40,13,15.9,0
2023-05-23,SURGERY,31,17,12,17,25,25,55.4,0
2023-05-24,ER,171,59,50,30,50,15,63.5,1
2023-05-24,ICU,29,20,18,15,20,18,31.8,1
2023-05-24,OPD,108,10,7,29,40,14,28.2,1
2023-05-24,SURGERY,42,23,21,24,25,21,80.0,1
2023-05-25,ER,174,60,48,48,50,17,56.8,1
2023-05-25,ICU,32,22,20,16,20,19,47.1,1
2023-05-25,OPD,109,10,8,34,40,18,24.6,1
2023-05-25,SURGERY,38,20,15,21,25,21,84.5,1
2023-05-26,ER,154,53,39,48,50,25,60.7,0
2023-05-26,ICU,32,22,17,15,20,15,45.4,0
2023-05-26,OPD,88,8,5,28,40,26,18.1,0
2023-05-26,SURGERY,29,15,11,17,25,16,62.7,0
2023-05-27,ER,128,44,31,42,50,15,50.0,0
2023-05-27,ICU,18,12,9,16,20,26,21.4,0
2023-05-27,OPD,38,3,2,31,40,28,8.9,0
2023-05-27,SURGERY,30,16,11,16,25,12,51.8,0
2023-05-28,ER,109,38,27,46,50,15,45.3,1
2023-05-28,ICU,21,14,12,13,20,19,31.3,1
2023-05-28,OPD,82,8,5,27,40,16,23.2,1
2023-05-28,SURGERY,31,17,12,19,25,23,64.6,1
2023-05-29,ER,175,61,45,35,50,23,60.9,1
2023-05-29,ICU,27,18,16,17,20,22,31.8,1
2023-05-29,OPD,110,11,9,30,40,19,24.0,1
2023-05-29,SURGERY,38,20,15,20,25,12,62.6,1
2023-05-30,ER,176,61,52,42,50,22,63.3,1
2023-05-30,ICU,31,21,17,13,20,24,47.2,1
2023-05-30,OPD,90,9,7,26,40,19,25.9,1
2023-05-30,SURGERY,45,24,20,24,25,19,78.3,1
2023-05-31,ER,128,44,37,39,50,21,48.5,0
2023-05-31,ICU,28,19,14,15,20,17,38.3,0
2023-05-31,OPD,94,9,6,24,40,20,22.9,0
2023-05-31,SURGERY,44,24,19,20,25,20,88.0,0
2023-06-01,ER,156,54,49,42,50,28,52.6,1
2023-06-01,ICU,27,18,15,17,20,22,41.4,1
2023-06-01,OPD,103,10,9,36,40,20,27.1,1
2023-06-01,SURGERY,38,20,18,16,25,16,78.3,1
2023-06-02,ER,177,61,45,35,50,18,56.7,1
2023-06-02,ICU,22,15,13,19,20,19,25.5,1
2023-06-02,OPD,89,8,6,40,40,27,20.9,1
2023-06-02,SURGERY,34,18,17,16,25,21,70.3,1
2023-06-03,ER,124,43,40,41,50,20,50.8,0
2023-06-03,ICU,25,17,14,13,20,20,32.1,0
2023-06-03,OPD,66,6,4,25,40,23,17.7,0
2023-06-03,SURGERY,25,13,11,18,25,23,46.6,0
2023-06-04,ER,122,42,30,33,50,14,39.9,1
2023-06-04,ICU,25,17,15,18,20,26,35.9,1
2023-06-04,OPD,65,6,5,33,40,22,17.6,1
2023-06-04,SURGERY,31,17,13,16,25,26,52.1,1
2023-06-05,ER,160,56,48,30,50,16,52.6,0
2023-06-05,ICU,26,18,14,19,20,18,34.3,0
2023-06-05,OPD,92,9,7,27,40,24,19.9,0
2023-06-05,SURGERY,40,22,17,21,25,13,87.2,0
2023-06-06,ER,104,36,32,37,50,25,38.0,1
2023-06-06,ICU,31,21,19,17,20,17,35.3,1
2023-06-06,OPD,94,9,8,29,40,19,20.3,1
2023-06-06,SURGERY,30,16,11,15,25,25,65.9,1
2023-06-07,ER,171,59,54,35,50,25,65.7,1
2023-06-07,ICU,33,23,20,13,20,16,47.3,1
2023-06-07,OPD,101,10,7,31,40,23,20.9,1
2023-06-07,SURGERY,45,24,17,22,25,28,97.1,1
2023-06-08,ER,194,67,51,35,50,19,67.2,1
2023-06-08,ICU,33,23,21,12,20,24,46.1,1
2023-06-08,OPD,125,12,10,33,40,12,35.7,1
2023-06-08,SURGERY,44,24,21,21,25,13,70.9,1
2023-06-09,ER,141,49,37,50,50,17,49.5,0
2023-06-09,ICU,18,12,10,17,20,17,19.9,0
2023-06-09,OPD,86,8,5,32,40,17,21.0,0
2023-06-09,SURGERY,30,16,12,21,25,25,51.5,0
2023-06-10,ER,150,52,44,50,50,17,61.0,0
2023-06-10,ICU,18,12,8,19,20,16,22.9,0
2023-06-10,OPD,69,6,5,29,40,20,17.7,0
2023-06-10,SURGERY,29,15,11,17,25,23,61.9,0
2023-06-11,ER,105,36,31,35,50,25,43.7,0
2023-06-11,ICU,25,17,13,16,20,12,33.0,0
2023-06-11,OPD,59,5,4,37,40,13,14.2,0
2023-06-11,SURGERY,27,14,10,20,25,15,43.1,0
2023-06-12,ER,124,43,30,31,50,21,36.1,0
2023-06-12,ICU,20,14,12,18,20,18,27.4,0
2023-06-12,OPD,81,8,6,38,40,19,16.7,0
2023-06-12,SURGERY,34,18,16,18,25,27,61.3,0
2023-06-13,ER,130,45,42,44,50,18,37.7,0
2023-06-13,ICU,22,15,11,15,20,12,30.3,0
2023-06-13,OPD,71,7,5,40,40,18,16.9,0
2023-06-13,SURGERY,34,18,15,24,25,17,55.4,0
2023-06-14,ER,129,45,42,41,50,14,42.2,1
2023-06-14,ICU,31,21,19,18,20,18,42.0,1
2023-06-14,OPD,104,10,8,39,40,22,26.9,1
2023-06-14,SURGERY,32,17,15,20,25,12,59.5,1
2023-06-15,ER,133,46,33,37,50,27,52.2,0
2023-06-15,ICU,22,15,14,18,20,18,24.9,0
2023-06-15,OPD,94,9,8,27,40,18,19.5,0
2023-06-15,SURGERY,42,23,17,19,25,25,66.1,0
2023-06-16,ER,100,35,27,49,50,23,35.8,0
2023-06-16,ICU,25,17,12,18,20,23,35.5,0
2023-06-16,OPD,87,8,6,31,40,27,18.4,0
2023-06-16,SURGERY,38,20,18,17,25,19,75.3,0
2023-06-17,ER,125,43,34,38,50,16,43.8,1
2023-06-17,ICU,18,12,8,14,20,25,28.0,1
2023-06-17,OPD,73,7,5,27,40,20,19.3,1
2023-06-17,SURGERY,26,14,13,23,25,23,51.8,1
2023-06-18,ER,143,50,42,35,50,28,51.9,1
2023-06-18,ICU,21,14,11,16,20,20,32.7,1
2023-06-18,OPD,103,10,7,30,40,25,29.6,1
2023-06-18,SURGERY,29,15,14,25,25,25,55.4,1
2023-06-19,ER,146,51,46,38,50,24,50.8,1
2023-06-19,ICU,23,16,12,12,20,24,29.9,1
2023-06-19,OPD,79,7,5,25,40,27,18.8,1
2023-06-19,SURGERY,31,17,12,21,25,18,59.1,1
2023-06-20,ER,166,58,42,43,50,24,53.9,1
2023-06-20,ICU,30,21,17,15,20,20,45.7,1
2023-06-20,OPD,82,8,7,31,40,26,20.0,1
2023-06-20,SURGERY,44,24,19,15,25,19,93.3,1
2023-06-21,ER,150,52,47,41,50,15,52.6,1
2023-06-21,ICU,29,20,16,16,20,12,41.3,1
2023-06-21,OPD,125,12,10,26,40,26,28.7,1
2023-06-21,SURGERY,44,24,21,16,25,19,86.7,1
2023-06-22,ER,134,46,34,32,50,22,47.4,0
2023-06-22,ICU,21,14,11,12,20,25,26.4,0
2023-06-22,OPD,60,6,5,34,40,26,16.7,0
2023-06-22,SURGERY,31,17,12,17,25,28,50.2,0
2023-06-23,ER,135,47,37,35,50,14,47.5,0
2023-06-23,ICU,21,14,11,13,20,20,24.6,0
2023-06-23,OPD,88,8,7,40,40,20,24.3,0
2023-06-23,SURGERY,35,19,15,24,25,21,60.1,0
2023-06-24,ER,100,35,31,35,50,19,37.1,0
2023-06-24,ICU,16,11,8,14,20,25,18.6,0
2023-06-24,OPD,69,6,5,27,40,21,16.3,0
2023-06-24,SURGERY,28,15,12,20,25,23,60.5,0
2023-06-25,ER,82,28,25,30,50,19,25.5,0
2023-06-25,ICU,24,16,12,18,20,17,33.6,0
2023-06-25,OPD,66,6,5,33,40,17,14.4,0
2023-06-25,SURGERY,26,14,12,25,25,21,47.5,0
2023-06-26,ER,154,53,42,33,50,16,55.3,0
2023-06-26,ICU,25,17,12,19,20,17,33.9,0
2023-06-26,OPD,102,10,7,38,40,25,25.9,0
2023-06-26,SURGERY,36,19,13,16,25,20,71.3,0
2023-06-27,ER,148,51,46,38,50,20,48.0,1
2023-06-27,ICU,30,21,15,13,20,15,38.2,1
2023-06-27,OPD,88,8,6,28,40,18,17.9,1
2023-06-27,SURGERY,40,22,19,17,25,26,82.8,1
2023-06-28,ER,139,48,37,42,50,16,55.2,0
2023-06-28,ICU,24,16,13,15,20,13,28.2,0
2023-06-28,OPD,88,8,5,40,40,13,19.2,0
2023-06-28,SURGERY,25,13,12,16,25,21,39.3,0
2023-06-29,ER,128,44,40,50,50,17,53.0,0
2023-06-29,ICU,25,17,15,14,20,14,36.7,0
2023-06-29,OPD,92,9,7,37,40,16,21.3,0
2023-06-29,SURGERY,29,15,13,18,25,25,54.3,0
2023-06-30,ER,187,65,47,33,50,19,61.1,1
2023-06-30,ICU,25,17,11,19,20,20,34.2,1
2023-06-30,OPD,116,11,7,29,40,23,30.6,1
2023-06-30,SURGERY,42,23,19,22,25,22,77.7,1
2023-07-01,ER,91,31,25,42,50,25,36.5,0
2023-07-01,ICU,25,17,14,16,20,21,33.2,0
2023-07-01,OPD,51,5,3,32,40,27,10.9,0
2023-07-01,SURGERY,31,17,13,23,25,19,61.1,0
2023-07-02,ER,126,44,38,31,50,24,43.9,0
2023-07-02,ICU,16,11,8,18,20,18,24.5,0
2023-07-02,OPD,86,8,7,40,40,26,20.2,0
2023-07-02,SURGERY,24,13,9,15,25,17,43.7,0
2023-07-03,ER,146,51,46,33,50,21,54.5,0
2023-07-03,ICU,25,17,14,18,20,24,33.3,0
2023-07-03,OPD,88,8,6,31,40,18,20.5,0
2023-07-03,SURGERY,39,21,15,19,25,23,86.6,0
2023-07-04,ER,156,54,46,33,50,20,51.2,0
2023-07-04,ICU,18,12,10,16,20,18,21.8,0
2023-07-04,OPD,107,10,8,26,40,21,29.6,0
2023-07-04,SURGERY,26,14,10,20,25,21,40.2,0
2023-07-05,ER,161,56,51,47,50,20,50.7,0
2023-07-05,ICU,29,20,17,14,20,14,39.5,0
2023-07-05,OPD,75,7,5,32,40,19,16.1,0
2023-07-05,SURGERY,32,17,13,25,25,24,71.0,0
2023-07-06,ER,116,40,30,45,50,17,40.5,0
2023-07-06,ICU,24,16,13,19,20,26,32.8,0
2023-07-06,OPD,85,8,6,31,40,21,18.2,0
2023-07-06,SURGERY,39,21,19,23,25,22,67.9,0
2023-07-07,ER,167,58,47,30,50,18,61.5,0
2023-07-07,ICU,30,21,17,13,20,23,40.3,0
2023-07-07,OPD,82,8,6,27,40,18,22.1,0
2023-07-07,SURGERY,33,18,16,19,25,17,57.0,0
2023-07-08,ER,85,29,26,49,50,27,31.7,1
2023-07-08,ICU,18,12,9,15,20,19,22.0,1
2023-07-08,OPD,90,9,7,35,40,25,22.7,1
2023-07-08,SURGERY,38,20,16,22,25,23,74.4,1
2023-07-09,ER,79,27,22,43,50,19,24.1,0
2023-07-09,ICU,16,11,8,15,20,13,21.5,0
2023-07-09,OPD,67,6,4,34,40,24,13.5,0
2023-07-09,SURGERY,27,14,10,18,25,23,50.9,0
2023-07-10,ER,122,42,39,31,50,26,46.2,0
2023-07-10,ICU,26,18,14,20,20,27,29.0,0
2023-07-10,OPD,83,8,7,26,40,26,23.5,0
2023-07-10,SURGERY,34,18,14,15,25,20,63.2,0
2023-07-11,ER,151,52,44,49,50,19,61.9,0
2023-07-11,ICU,25,17,14,14,20,17,28.3,0
2023-07-11,OPD,84,8,5,35,40,24,23.9,0
2023-07-11,SURGERY,34,18,14,18,25,19,55.0,0
2023-07-12,ER,138,48,34,38,50,27,48.1,0
2023-07-12,ICU,23,16,13,14,20,15,35.2,0
2023-07-12,OPD,86,8,6,30,40,22,19.0,0
2023-07-12,SURGERY,43,23,20,19,25,17,67.4,0
2023-07-13,ER,151,52,39,46,50,15,59.1,0
2023-07-13,ICU,23,16,11,16,20,26,31.4,0
2023-07-13,OPD,99,9,7,40,40,23,24.3,0
2023-07-13,SURGERY,33,18,16,15,25,23,51.7,0
2023-07-14,ER,185,64,56,41,50,27,69.1,1
2023-07-14,ICU,30,21,16,17,20,15,34.9,1
2023-07-14,OPD,102,10,8,40,40,24,28.8,1
2023-07-14,SURGERY,42,23,16,15,25,19,84.5,1
2023-07-15,ER,87,30,28,42,50,26,33.1,1
2023-07-15,ICU,17,11,9,19,20,21,20.3,1
2023-07-15,OPD,61,6,4,28,40,15,17.0,1
2023-07-15,SURGERY,30,16,13,24,25,22,57.3,1
2023-07-16,ER,141,49,35,30,50,16,56.3,0
2023-07-16,ICU,27,18,16,18,20,13,32.7,0
2023-07-16,OPD,76,7,5,40,40,25,20.3,0
2023-07-16,SURGERY,28,15,12,22,25,15,54.2,0
2023-07-17,ER,102,35,26,39,50,23,30.1,0
2023-07-17,ICU,22,15,13,12,20,17,28.0,0
2023-07-17,OPD,79,7,6,40,40,18,17.1,0
2023-07-17,SURGERY,31,17,14,20,25,20,55.5,0
2023-07-18,ER,157,54,46,30,50,22,53.2,1
2023-07-18,ICU,26,18,16,18,20,20,34.0,1
2023-07-18,OPD,76,7,5,32,40,18,19.3,1
2023-07-18,SURGERY,44,24,18,16,25,18,85.1,1
2023-07-19,ER,138,48,36,34,50,19,40.6,1
2023-07-19,ICU,29,20,18,12,20,26,41.8,1
2023-07-19,OPD,131,13,10,34,40,18,37.3,1
2023-07-19,SURGERY,35,19,16,21,25,18,62.4,1
2023-07-20,ER,86,30,26,41,50,18,26.9,0
2023-07-20,ICU,23,16,12,19,20,15,30.8,0
2023-07-20,OPD,104,10,7,39,40,27,27.3,0
2023-07-20,SURGERY,45,24,18,21,25,14,90.4,0
2023-07-21,ER,114,39,31,30,50,20,42.0,0
2023-07-21,ICU,26,18,13,18,20,17,29.9,0
2023-07-21,OPD,83,8,5,31,40,25,22.8,0
2023-07-21,SURGERY,34,18,16,21,25,22,62.4,0
2023-07-22,ER,160,56,52,44,50,18,50.8,0
2023-07-22,ICU,13,9,7,15,20,19,14.6,0
2023-07-22,OPD,70,7,5,40,40,15,16.6,0
2023-07-22,SURGERY,28,15,10,16,25,18,55.1,0
2023-07-23,ER,143,50,43,45,50,24,53.6,1
2023-07-23,ICU,21,14,12,12,20,23,32.4,1
2023-07-23,OPD,81,8,5,40,40,15,17.3,1
2023-07-23,SURGERY,28,15,11,16,25,17,62.1,1
2023-07-24,ER,166,58,52,32,50,24,62.0,1
2023-07-24,ICU,27,18,15,14,20,13,35.0,1
2023-07-24,OPD,111,11,7,30,40,24,31.0,1
2023-07-24,SURGERY,38,20,17,17,25,15,76.7,1
2023-07-25,ER,168,58,45,43,50,16,56.1,1
2023-07-25,ICU,28,19,15,15,20,15,42.1,1
2023-07-25,OPD,118,11,9,24,40,18,30.6,1
2023-07-25,SURGERY,39,21,18,18,25,13,78.9,1
2023-07-26,ER,102,35,28,48,50,20,41.3,0
2023-07-26,ICU,29,20,18,18,20,21,37.6,0
2023-07-26,OPD,77,7,5,37,40,23,19.9,0
2023-07-26,SURGERY,31,17,15,22,25,25,63.7,0
2023-07-27,ER,148,51,41,36,50,22,51.5,1
2023-07-27,ICU,33,23,21,12,20,23,37.0,1
2023-07-27,OPD,74,7,6,28,40,27,19.9,1
2023-07-27,SURGERY,56,30,21,24,25,20,88.2,1
2023-07-28,ER,162,56,52,50,50,19,61.8,0
2023-07-28,ICU,25,17,15,16,20,16,37.9,0
2023-07-28,OPD,89,8,7,24,40,20,20.5,0
2023-07-28,SURGERY,36,19,14,16,25,15,58.1,0
2023-07-29,ER,131,45,40,37,50,25,41.8,1
2023-07-29,ICU,23,16,14,17,20,18,31.0,1
2023-07-29,OPD,85,8,6,25,40,23,24.1,1
2023-07-29,SURGERY,30,16,15,25,25,18,56.8,1
2023-07-30,ER,100,35,24,38,50,20,30.4,0
2023-07-30,ICU,18,12,8,20,20,21,24.9,0
2023-07-30,OPD,64,6,5,38,40,20,17.0,0
2023-07-30,SURGERY,32,17,14,23,25,22,58.0,0
2023-07-31,ER,152,53,45,43,50,27,58.1,0
2023-07-31,ICU,13,9,6,17,20,25,16.1,0
2023-07-31,OPD,98,9,8,35,40,13,26.5,0
2023-07-31,SURGERY,36,19,13,22,25,15,64.0,0
2023-08-01,ER,139,48,35,42,50,16,44.8,0
2023-08-01,ICU,23,16,11,20,20,22,34.5,0
2023-08-01,OPD,105,10,8,37,40,16,26.1,0
2023-08-01,SURGERY,39,21,19,23,25,17,67.8,0
2023-08-02,ER,144,50,43,49,50,16,59.0,1
2023-08-02,ICU,30,21,19,13,20,18,42.3,1
2023-08-02,OPD,90,9,6,25,40,21,19.8,1
2023-08-02,SURGERY,33,18,15,20,25,19,64.8,1
2023-08-03,ER,147,51,41,41,50,20,59.0,1
2023-08-03,ICU,31,21,17,19,20,17,43.8,1
2023-08-03,OPD,116,11,7,31,40,22,25.7,1
2023-08-03,SURGERY,42,23,20,21,25,27,83.5,1
2023-08-04,ER,176,61,50,41,50,23,64.9,1
2023-08-04,ICU,30,21,18,12,20,19,44.2,1
2023-08-04,OPD,94,9,7,35,40,18,20.3,1
2023-08-04,SURGERY,42,23,16,24,25,22,84.9,1
2023-08-05,ER,121,42,36,33,50,18,35.4,0
2023-08-05,ICU,21,14,10,17,20,18,29.7,0
2023-08-05,OPD,83,8,7,34,40,25,23.7,0
2023-08-05,SURGERY,29,15,12,16,25,20,48.2,0
2023-08-06,ER,112,39,28,32,50,21,36.9,0
2023-08-06,ICU,22,15,14,20,20,19,29.9,0
2023-08-06,OPD,67,6,4,31,40,17,17.8,0
2023-08-06,SURGERY,21,11,7,17,25,18,37.4,0
2023-08-07,ER,136,47,40,33,50,23,51.0,0
2023-08-07,ICU,22,15,11,18,20,24,33.3,0
2023-08-07,OPD,80,8,7,34,40,21,21.2,0
2023-08-07,SURGERY,34,18,16,22,25,25,69.0,0
2023-08-08,ER,123,43,40,31,50,23,41.6,0
2023-08-08,ICU,23,16,13,20,20,19,34.9,0
2023-08-08,OPD,64,6,4,31,40,19,14.4,0
2023-08-08,SURGERY,36,19,16,18,25,22,60.6,0
2023-08-09,ER,140,49,35,40,50,18,47.1,0
2023-08-09,ICU,21,14,11,15,20,17,29.2,0
2023-08-09,OPD,98,9,7,39,40,14,27.1,0
2023-08-09,SURGERY,39,21,15,25,25,14,63.7,0
2023-08-10,ER,127,44,35,36,50,22,50.0,1
2023-08-10,ICU,25,17,15,19,20,18,36.8,1
2023-08-10,OPD,93,9,8,38,40,23,23.5,1
2023-08-10,SURGERY,35,19,13,25,25,22,72.3,1
2023-08-11,ER,157,54,39,35,50,21,49.1,0
2023-08-11,ICU,24,16,12,17,20,17,27.9,0
2023-08-11,OPD,86,8,7,28,40,17,23.8,0
2023-08-11,SURGERY,24,13,9,24,25,27,45.2,0
2023-08-12,ER,118,41,36,30,50,22,37.9,0
2023-08-12,ICU,14,9,6,17,20,20,19.7,0
2023-08-12,OPD,68,6,5,30,40,25,19.0,0
2023-08-12,SURGERY,27,14,11,18,25,21,53.4,0
2023-08-13,ER,133,46,41,44,50,16,44.4,0
2023-08-13,ICU,13,9,6,19,20,19,17.1,0
2023-08-13,OPD,26,2,1,34,40,18,6.9,0
2023-08-13,SURGERY,27,14,10,24,25,24,42.9,0
2023-08-14,ER,177,61,53,35,50,15,56.1,0
2023-08-14,ICU,29,20,18,16,20,15,37.8,0
2023-08-14,OPD,92,9,6,32,40,26,23.3,0
2023-08-14,SURGERY,32,17,15,15,25,16,56.8,0
2023-08-15,ER,177,61,51,42,50,21,58.0,1
2023-08-15,ICU,25,17,12,17,20,21,27.5,1
2023-08-15,OPD,109,10,8,34,40,17,22.1,1
2023-08-15,SURGERY,42,23,17,23,25,22,72.8,1
2023-08-16,ER,183,64,56,42,50,20,65.4,1
2023-08-16,ICU,39,27,24,12,20,25,52.5,1
2023-08-16,OPD,108,10,7,26,40,18,26.3,1
2023-08-16,SURGERY,37,20,16,21,25,19,67.5,1
2023-08-17,ER,139,48,43,36,50,14,44.7,0
2023-08-17,ICU,18,12,11,12,20,15,22.9,0
2023-08-17,OPD,80,8,6,31,40,20,17.0,0
2023-08-17,SURGERY,32,17,15,21,25,25,51.9,0
2023-08-18,ER,149,52,43,37,50,23,48.8,1
2023-08-18,ICU,29,20,15,18,20,17,45.2,1
2023-08-18,OPD,92,9,8,35,40,21,21.1,1
2023-08-18,SURGERY,46,25,20,18,25,22,100.5,1
2023-08-19,ER,105,36,29,46,50,18,35.7,0
2023-08-19,ICU,18,12,9,17,20,22,23.2,0
2023-08-19,OPD,63,6,5,35,40,16,17.1,0
2023-08-19,SURGERY,27,14,12,21,25,20,43.4,0
2023-08-20,ER,138,48,38,30,50,24,43.2,1
2023-08-20,ICU,18,12,9,18,20,23,27.9,1
2023-08-20,OPD,68,6,4,30,40,15,16.7,1
2023-08-20,SURGERY,28,15,12,25,25,23,44.1,1
2023-08-21,ER,111,38,28,48,50,17,32.8,0
2023-08-21,ICU,21,14,12,17,20,14,31.8,0
2023-08-21,OPD,83,8,6,28,40,14,23.0,0
2023-08-21,SURGERY,39,21,16,17,25,12,72.4,0
2023-08-22,ER,145,50,36,37,50,16,45.0,0
2023-08-22,ICU,25,17,12,16,20,22,37.0,0
2023-08-22,OPD,101,10,9,29,40,20,23.1,0
2023-08-22,SURGERY,34,18,13,20,25,23,62.2,0
2023-08-23,ER,148,51,37,33,50,15,55.8,0
2023-08-23,ICU,24,16,13,20,20,25,30.0,0
2023-08-23,OPD,93,9,6,25,40,20,23.8,0
2023-08-23,SURGERY,31,17,12,25,25,18,66.6,0
2023-08-24,ER,88,30,23,50,50,27,34.5,0
2023-08-24,ICU,24,16,13,16,20,12,30.3,0
2023-08-24,OPD,109,10,8,37,40,14,24.6,0
2023-08-24,SURGERY,39,21,16,19,25,13,67.8,0
2023-08-25,ER,160,56,45,44,50,22,53.5,0
2023-08-25,ICU,29,20,18,15,20,22,38.2,0
2023-08-25,OPD,91,9,7,29,40,16,21.6,0
2023-08-25,SURGERY,36,19,14,21,25,25,58.8,0
2023-08-26,ER,92,32,24,41,50,24,28.5,0
2023-08-26,ICU,17,11,8,17,20,17,21.2,0
2023-08-26,OPD,75,7,6,29,40,22,18.7,0
