policy_id,policy_start_date,vehicle_type,policy_type,region,vehicle_age,driver_age,base_premium,discount_pct,final_premium,expected_claim_cost,policy_year,underwriting_margin
POL10715,4/22/2023,Hatchback,Comprehensive,North,12,21,16100,5,15295,6619.466365,2023,8675.533635
POL10716,12/8/2024,Sedan,Comprehensive,North,7,27,14600,10,13140,7755.100359,2024,5384.899641
POL10717,8/18/2023,Hatchback,Third Party,East,10,62,11000,5,10450,4970.838412,2023,5479.161588
POL10718,4/28/2024,Sedan,Third Party,North,2,25,10600,15,9010,6964.690081,2024,2045.309919
POL10719,11/17/2024,Hatchback,Comprehensive,East,12,51,14100,0,14100,7355.924112,2024,6744.075888
POL10720,9/19/2024,Hatchback,Comprehensive,South,1,35,10800,0,10800,5831.118987,2024,4968.881013
POL10721,7/15/2024,Sedan,Third Party,East,13,33,13900,0,13900,9871.80945,2024,4028.19055
POL10722,12/18/2023,Sedan,Comprehensive,West,0,33,12500,15,10625,5818.828824,2023,4806.171176
POL10723,8/24/2023,Sedan,Third Party,South,5,27,11500,10,10350,6232.856078,2023,4117.143922
POL10724,7/3/2024,Hatchback,Third Party,South,0,57,8000,5,7600,4849.913765,2024,2750.086235
POL10725,4/3/2023,Sedan,Comprehensive,South,2,57,13100,10,11790,7775.491389,2023,4014.508611
POL10726,9/16/2024,Hatchback,Third Party,East,1,24,10300,5,9785,5169.82468,2024,4615.17532
POL10727,1/25/2024,Hatchback,Comprehensive,North,3,36,11400,0,11400,7162.672353,2024,4237.327647
POL10728,12/13/2024,Sedan,Third Party,North,10,56,13000,5,12350,6330.081332,2024,6019.918668
POL10729,11/4/2024,Hatchback,Third Party,South,0,38,8000,10,7200,3547.70292,2024,3652.29708
POL10730,5/27/2024,Hatchback,Comprehensive,South,10,63,13500,10,12150,8315.464675,2024,3834.535325
POL10731,4/16/2023,Hatchback,Third Party,South,13,36,11900,0,11900,8331.24138,2023,3568.75862
POL10732,4/16/2024,Hatchback,Third Party,South,5,33,9500,10,8550,5767.877685,2024,2782.122315
POL10733,7/8/2023,Sedan,Comprehensive,East,5,50,14000,10,12600,7362.097345,2023,5237.902655
POL10734,3/12/2023,Sedan,Comprehensive,West,5,42,14000,10,12600,9507.972734,2023,3092.027266
POL10735,2/21/2023,SUV,Third Party,South,13,29,16900,0,16900,9487.531351,2023,7412.468649
POL10736,3/10/2024,Hatchback,Third Party,West,7,47,10100,0,10100,5283.589366,2024,4816.410634
POL10737,8/29/2023,Hatchback,Comprehensive,East,2,42,11100,5,10545,5446.961005,2023,5098.038995
POL10738,9/2/2024,Sedan,Comprehensive,East,3,49,13400,10,12060,7414.687302,2024,4645.312698
POL10739,6/26/2024,Hatchback,Comprehensive,South,0,58,10500,0,10500,4890.004742,2024,5609.995258
POL10740,4/20/2023,Luxury,Comprehensive,East,2,64,21100,0,21100,14861.87765,2023,6238.122348
POL10741,4/21/2024,Hatchback,Third Party,North,10,41,11000,10,9900,4628.487623,2024,5271.512377
POL10742,3/2/2023,Sedan,Third Party,West,0,56,10000,15,8500,6491.287263,2023,2008.712737
POL10743,11/29/2024,SUV,Third Party,East,11,35,16300,10,14670,11457.36852,2024,3212.631478
POL10744,7/25/2023,Sedan,Third Party,East,1,30,10300,0,10300,5962.468253,2023,4337.531747
POL10745,10/13/2024,SUV,Comprehensive,West,0,26,15500,10,13950,6810.439032,2024,7139.560968
POL10746,4/7/2023,Hatchback,Third Party,East,14,64,12200,15,10370,7195.571149,2023,3174.428851
POL10747,7/1/2024,Hatchback,Third Party,North,4,22,11200,10,10080,4470.207999,2024,5609.792001
POL10748,8/21/2024,Sedan,Comprehensive,North,9,55,15200,5,14440,6885.084905,2024,7554.915095
POL10749,6/29/2024,Sedan,Comprehensive,East,2,52,13100,5,12445,9578.035338,2024,2866.964662
POL10750,9/8/2024,Hatchback,Third Party,West,5,59,9500,5,9025,6587.553082,2024,2437.446918
POL10751,10/31/2024,SUV,Third Party,North,0,30,13000,15,11050,7327.322994,2024,3722.677006
POL10752,12/16/2024,Sedan,Comprehensive,East,13,47,16400,10,14760,7044.41669,2024,7715.58331
POL10753,7/6/2023,SUV,Third Party,West,1,27,13300,0,13300,6380.518004,2023,6919.481996
POL10754,3/19/2024,Hatchback,Comprehensive,North,10,30,13500,10,12150,6611.515035,2024,5538.484965
POL10755,4/27/2023,Sedan,Third Party,West,13,53,13900,0,13900,10624.19403,2023,3275.805968
POL10756,5/10/2023,Sedan,Third Party,West,8,24,14400,15,12240,5687.656533,2023,6552.343467
POL10757,1/3/2024,Sedan,Comprehensive,North,4,38,13700,10,12330,7664.294736,2024,4665.705264
POL10758,10/1/2023,SUV,Third Party,North,1,37,13300,0,13300,9362.261863,2023,3937.738137
POL10759,5/12/2023,Luxury,Comprehensive,West,14,63,24700,0,24700,12982.75281,2023,11717.24719
POL10760,6/4/2023,Sedan,Third Party,East,9,46,12700,0,12700,6818.033609,2023,5881.966391
POL10761,4/2/2023,Sedan,Comprehensive,East,1,53,12800,15,10880,6828.094263,2023,4051.905737
POL10762,8/10/2024,SUV,Third Party,East,0,46,13000,0,13000,9328.462694,2024,3671.537306
POL10763,9/21/2024,Sedan,Comprehensive,West,7,21,16600,0,16600,9308.458441,2024,7291.541559
POL10764,4/8/2024,Sedan,Comprehensive,East,11,26,15800,5,15010,7123.264508,2024,7886.735492
POL10765,8/21/2023,Hatchback,Third Party,South,6,53,9800,10,8820,5230.617159,2023,3589.382841
POL10766,7/28/2024,Hatchback,Comprehensive,South,10,22,15500,0,15500,9145.622112,2024,6354.377888
POL10767,5/20/2023,Luxury,Comprehensive,South,7,54,22600,5,21470,12976.21674,2023,8493.783259
POL10768,7/31/2024,Hatchback,Third Party,North,6,37,9800,10,8820,5470.7301,2024,3349.2699
POL10769,8/18/2024,SUV,Comprehensive,East,11,60,18800,10,16920,13369.57737,2024,3550.422632
POL10770,12/5/2023,Hatchback,Comprehensive,South,12,56,14100,0,14100,7489.033606,2023,6610.966394
POL10771,5/3/2023,Sedan,Third Party,West,6,52,11800,10,10620,5692.338632,2023,4927.661368
POL10772,6/4/2023,SUV,Third Party,East,10,25,16000,0,16000,9154.217807,2023,6845.782193
POL10773,1/13/2024,SUV,Comprehensive,North,14,23,21700,0,21700,10517.95408,2024,11182.04592
POL10774,2/9/2024,SUV,Comprehensive,South,7,62,17600,5,16720,9599.930611,2024,7120.069389
POL10775,6/9/2024,Hatchback,Comprehensive,South,11,54,13800,0,13800,9527.98838,2024,4272.01162
POL10776,10/18/2024,SUV,Comprehensive,North,11,59,18800,5,17860,8331.72808,2024,9528.27192
POL10777,4/16/2023,SUV,Comprehensive,South,4,39,16700,15,14195,10005.84007,2023,4189.159933
POL10778,1/27/2024,Hatchback,Comprehensive,North,14,32,14700,5,13965,8539.07579,2024,5425.92421
POL10779,10/12/2024,Hatchback,Comprehensive,North,3,28,11400,10,10260,5686.311828,2024,4573.688172
POL10780,9/10/2023,SUV,Comprehensive,North,5,41,17000,0,17000,7274.092096,2023,9725.907904
POL10781,1/20/2023,Luxury,Comprehensive,North,9,58,23200,10,20880,15555.51332,2023,5324.486678
POL10782,3/27/2023,Hatchback,Comprehensive,South,5,37,12000,5,11400,4847.765043,2023,6552.234957
POL10783,7/16/2024,Hatchback,Comprehensive,West,5,41,12000,0,12000,6996.361595,2024,5003.638405
POL10784,3/18/2024,SUV,Comprehensive,West,11,62,18800,0,18800,11316.93411,2024,7483.065887
POL10785,6/29/2023,Sedan,Comprehensive,North,10,43,15500,0,15500,6527.012503,2023,8972.987497
POL10786,12/9/2023,Hatchback,Third Party,West,0,41,8000,0,8000,3521.800743,2023,4478.199257
POL10787,8/17/2023,Hatchback,Comprehensive,South,12,38,14100,0,14100,7419.607139,2023,6680.392861
POL10788,6/25/2024,Sedan,Third Party,West,0,31,10000,10,9000,5632.703488,2024,3367.296512
POL10789,6/10/2023,Sedan,Comprehensive,West,9,39,15200,5,14440,7451.294307,2023,6988.705693
POL10790,10/6/2023,Hatchback,Third Party,West,7,54,10100,0,10100,6001.962566,2023,4098.037434
POL10791,2/26/2023,Sedan,Third Party,South,12,39,13600,0,13600,10075.14338,2023,3524.856618
POL10792,11/28/2024,Sedan,Third Party,East,11,48,13300,5,12635,9403.815171,2024,3231.184829
POL10793,9/15/2023,Hatchback,Third Party,South,7,32,10100,0,10100,6390.154971,2023,3709.845029
POL10794,7/7/2023,SUV,Third Party,North,4,31,14200,10,12780,8299.359151,2023,4480.640849
POL10795,11/23/2024,Hatchback,Comprehensive,West,14,27,14700,10,13230,8871.500168,2024,4358.499832
POL10796,9/12/2023,Sedan,Third Party,South,0,24,12000,0,12000,7759.785495,2023,4240.214505
POL10797,2/25/2024,Luxury,Comprehensive,North,12,47,24100,10,21690,10463.30527,2024,11226.69473
POL10798,9/26/2024,Hatchback,Comprehensive,West,7,36,12600,10,11340,5978.0156,2024,5361.9844
POL10799,10/27/2023,Sedan,Comprehensive,West,0,48,12500,5,11875,6664.398729,2023,5210.601271
POL10800,11/24/2024,Sedan,Third Party,South,13,54,13900,10,12510,9714.437302,2024,2795.562698
POL10801,1/3/2024,SUV,Third Party,South,3,53,13900,0,13900,9048.721517,2024,4851.278483
POL10802,4/11/2023,Luxury,Third Party,North,14,58,22200,0,22200,12424.23977,2023,9775.760228
POL10803,7/1/2023,Hatchback,Third Party,West,14,38,12200,0,12200,6533.407545,2023,5666.592455
POL10804,8/3/2023,Sedan,Comprehensive,East,8,38,14900,10,13410,8274.363326,2023,5135.636674
POL10805,9/24/2024,Hatchback,Comprehensive,West,12,61,14100,0,14100,7007.94972,2024,7092.05028
POL10806,1/28/2023,Hatchback,Third Party,North,1,62,8300,0,8300,5523.625892,2023,2776.374108
POL10807,1/3/2024,Luxury,Comprehensive,South,9,59,23200,0,23200,12425.40752,2024,10774.59248
POL10808,5/30/2023,Hatchback,Third Party,West,6,43,9800,0,9800,6631.542847,2023,3168.457153
POL10809,9/4/2023,SUV,Comprehensive,East,7,63,17600,5,16720,12773.6129,2023,3946.387102
POL10810,1/15/2024,Sedan,Comprehensive,North,14,47,16700,5,15865,9361.037684,2024,6503.962316
POL10811,2/24/2024,SUV,Comprehensive,South,8,32,17900,5,17005,9639.551426,2024,7365.448574
POL10812,2/13/2023,Hatchback,Comprehensive,North,3,35,11400,10,10260,5381.911481,2023,4878.088519
POL10813,5/25/2023,Sedan,Comprehensive,South,12,38,16100,0,16100,9744.942903,2023,6355.057097
POL10814,4/12/2024,SUV,Comprehensive,East,8,64,17900,0,17900,9851.103651,2024,8048.896349
POL10815,12/6/2024,Hatchback,Comprehensive,South,8,33,12900,0,12900,7483.219239,2024,5416.780761
POL10816,6/5/2024,SUV,Comprehensive,East,4,28,16700,0,16700,13102.24913,2024,3597.75087
POL10817,3/19/2023,Hatchback,Third Party,North,0,25,8000,0,8000,3804.140889,2023,4195.859111
POL10818,3/20/2024,Luxury,Comprehensive,East,3,53,21400,0,21400,13777.37043,2024,7622.629573
POL10819,3/21/2024,Sedan,Comprehensive,South,11,30,15800,5,15010,11460.8279,2024,3549.1721
POL10820,3/12/2023,Hatchback,Comprehensive,East,7,43,12600,0,12600,7798.41591,2023,4801.58409
POL10821,1/25/2023,Luxury,Third Party,South,14,26,22200,15,18870,13764.87695,2023,5105.123051
POL10822,7/12/2023,Sedan,Comprehensive,East,8,60,14900,0,14900,8579.795133,2023,6320.204867
POL10823,2/24/2023,Hatchback,Third Party,South,4,43,9200,0,9200,4632.056286,2023,4567.943714
POL10824,5/11/2024,Luxury,Third Party,South,2,39,18600,5,17670,11098.04377,2024,6571.956227
POL10825,7/7/2024,Luxury,Comprehensive,North,10,22,25500,0,25500,17267.67089,2024,8232.329108
POL10826,6/12/2024,Hatchback,Comprehensive,South,10,27,13500,5,12825,7210.960181,2024,5614.039819
POL10827,3/4/2024,Hatchback,Third Party,South,11,24,13300,5,12635,6202.577365,2024,6432.422635
POL10828,11/3/2023,Hatchback,Third Party,South,8,39,10400,5,9880,5418.088112,2023,4461.911888
POL10829,12/10/2023,SUV,Third Party,North,14,52,17200,0,17200,12258.6452,2023,4941.354798
POL10830,11/30/2024,SUV,Comprehensive,East,12,32,19100,10,17190,8165.280647,2024,9024.719353
POL10831,4/19/2023,Sedan,Third Party,East,13,59,13900,5,13205,7635.225096,2023,5569.774904
POL10832,1/27/2023,SUV,Comprehensive,North,12,38,19100,10,17190,10885.43519,2023,6304.564813
POL10833,6/11/2023,Sedan,Third Party,South,10,29,13000,10,11700,5821.898015,2023,5878.101985
POL10834,9/12/2023,Sedan,Comprehensive,South,11,50,15800,10,14220,11186.14719,2023,3033.852808
POL10835,2/13/2024,SUV,Third Party,South,5,51,14500,0,14500,10071.54441,2024,4428.455587
POL10836,11/8/2024,Hatchback,Comprehensive,North,0,27,10500,0,10500,6262.283003,2024,4237.716997
POL10837,5/13/2023,SUV,Third Party,West,11,59,16300,0,16300,9419.527305,2023,6880.472695
POL10838,4/18/2023,Luxury,Third Party,South,8,51,20400,10,18360,10141.25882,2023,8218.741177
POL10839,4/29/2023,Hatchback,Comprehensive,North,9,54,13200,10,11880,4896.241284,2023,6983.758716
POL10840,11/20/2024,Sedan,Third Party,East,5,42,11500,15,9775,4194.122447,2024,5580.877553
POL10841,11/28/2023,Sedan,Third Party,North,7,22,14100,0,14100,7274.065828,2023,6825.934172
POL10842,6/12/2024,Hatchback,Comprehensive,West,9,29,13200,0,13200,7216.064485,2024,5983.935515
POL10843,6/19/2024,SUV,Comprehensive,East,2,24,18100,0,18100,7732.590154,2024,10367.40985
POL10844,11/6/2023,Sedan,Third Party,North,7,33,12100,10,10890,8036.227956,2023,2853.772044
POL10845,10/28/2024,Sedan,Third Party,North,2,37,10600,10,9540,3853.501941,2024,5686.498059
POL10846,6/29/2023,Hatchback,Third Party,East,9,42,10700,0,10700,7753.763622,2023,2946.236378
POL10847,8/15/2023,SUV,Comprehensive,North,3,59,16400,15,13940,6831.497871,2023,7108.502129
POL10848,11/23/2024,Sedan,Comprehensive,South,0,60,12500,0,12500,7846.489671,2024,4653.510329
POL10849,6/30/2024,Sedan,Third Party,East,13,27,13900,0,13900,8600.659326,2024,5299.340674
POL10850,4/26/2023,Sedan,Third Party,East,12,27,13600,0,13600,10497.29387,2023,3102.706134
POL10851,3/22/2024,Sedan,Third Party,South,8,32,12400,0,12400,9561.618836,2024,2838.381164
POL10852,1/30/2024,Hatchback,Third Party,South,5,58,9500,10,8550,6045.754993,2024,2504.245007
POL10853,8/23/2024,Sedan,Third Party,West,4,53,11200,5,10640,6506.178353,2024,4133.821647
POL10854,6/15/2023,Hatchback,Comprehensive,East,14,30,14700,0,14700,8420.222087,2023,6279.777913
POL10855,10/27/2023,SUV,Third Party,South,5,55,14500,5,13775,8398.321454,2023,5376.678546
POL10856,11/11/2024,Hatchback,Comprehensive,West,4,59,11700,10,10530,6848.942434,2024,3681.057566
POL10857,11/10/2023,Sedan,Third Party,East,9,58,12700,0,12700,9251.403518,2023,3448.596482
POL10858,7/18/2024,SUV,Comprehensive,East,2,29,16100,15,13685,10171.82397,2024,3513.176026
POL10859,6/28/2023,Sedan,Comprehensive,West,12,31,16100,0,16100,10926.67708,2023,5173.322918
POL10860,2/15/2024,Hatchback,Comprehensive,South,13,22,16400,0,16400,11951.26596,2024,4448.734043
POL10861,12/4/2023,SUV,Comprehensive,East,14,48,19700,15,16745,12805.36078,2023,3939.639221
POL10862,4/30/2024,Sedan,Third Party,South,1,64,10300,5,9785,7143.188239,2024,2641.811761
POL10863,9/15/2023,Sedan,Comprehensive,East,9,32,15200,0,15200,11743.39227,2023,3456.607725
POL10864,5/9/2024,Luxury,Third Party,South,4,46,19200,5,18240,12127.64583,2024,6112.354173
POL10865,8/18/2023,Hatchback,Third Party,North,13,35,11900,5,11305,4701.96261,2023,6603.03739
POL10866,2/25/2024,Hatchback,Comprehensive,North,7,36,12600,5,11970,5156.528448,2024,6813.471552
POL10867,3/13/2024,SUV,Comprehensive,South,10,58,18500,10,16650,12501.62231,2024,4148.377685
POL10868,8/31/2024,Sedan,Third Party,North,7,41,12100,10,10890,4568.426085,2024,6321.573915
POL10869,2/27/2023,Sedan,Comprehensive,North,8,35,14900,5,14155,9926.158913,2023,4228.841087
POL10870,5/16/2024,Hatchback,Third Party,South,4,42,9200,15,7820,4368.535317,2024,3451.464683
POL10871,4/3/2023,Hatchback,Third Party,South,14,34,12200,15,10370,6393.572224,2023,3976.427776
POL10872,9/6/2023,Sedan,Third Party,South,12,63,13600,10,12240,8399.67903,2023,3840.32097
POL10873,8/9/2023,SUV,Third Party,West,8,47,15400,5,14630,7641.620668,2023,6988.379332
POL10874,3/14/2023,SUV,Comprehensive,South,9,45,18200,0,18200,13197.55507,2023,5002.444927
POL10875,9/28/2024,Hatchback,Comprehensive,South,9,38,13200,10,11880,5019.128479,2024,6860.871521
POL10876,2/8/2024,SUV,Third Party,North,0,37,13000,0,13000,5371.662067,2024,7628.337933
POL10877,4/22/2024,Hatchback,Comprehensive,East,10,44,13500,0,13500,8069.60238,2024,5430.39762
POL10878,3/24/2024,Hatchback,Comprehensive,West,11,56,13800,15,11730,5379.915502,2024,6350.084498
POL10879,8/31/2023,Hatchback,Third Party,North,1,31,8300,10,7470,4462.299221,2023,3007.700779
POL10880,8/2/2024,Sedan,Comprehensive,South,10,38,15500,15,13175,10045.34482,2024,3129.655185
POL10881,6/27/2023,Sedan,Third Party,East,11,27,13300,10,11970,5729.642709,2023,6240.357291
POL10882,6/25/2023,SUV,Comprehensive,East,3,40,16400,5,15580,12125.69656,2023,3454.303444
POL10883,1/28/2023,Sedan,Comprehensive,East,13,56,16400,0,16400,7246.572489,2023,9153.427511
POL10884,8/17/2024,SUV,Third Party,South,7,63,15100,10,13590,10002.34237,2024,3587.65763
POL10885,12/22/2023,Hatchback,Comprehensive,North,1,36,10800,5,10260,6308.979365,2023,3951.020635
POL10886,1/21/2023,Hatchback,Third Party,East,6,49,9800,0,9800,5705.821785,2023,4094.178215
POL10887,12/2/2023,Sedan,Third Party,East,13,57,13900,0,13900,5598.03456,2023,8301.96544
POL10888,2/28/2023,SUV,Third Party,South,14,40,17200,0,17200,8418.454824,2023,8781.545176
POL10889,5/3/2023,Luxury,Third Party,West,12,27,21600,0,21600,9316.526433,2023,12283.47357
POL10890,1/24/2024,SUV,Comprehensive,South,10,37,18500,15,15725,7795.400082,2024,7929.599918
POL10891,3/8/2024,Hatchback,Third Party,North,13,49,11900,5,11305,7782.609177,2024,3522.390823
POL10892,5/23/2023,Hatchback,Comprehensive,East,12,24,16100,5,15295,7011.818788,2023,8283.181212
POL10893,6/21/2023,SUV,Comprehensive,East,2,62,16100,0,16100,6548.918431,2023,9551.081569
POL10894,12/22/2024,Luxury,Third Party,West,8,58,20400,0,20400,11535.84122,2024,8864.15878
POL10895,4/2/2023,Hatchback,Third Party,South,11,25,11300,0,11300,8938.020593,2023,2361.979407
POL10896,10/10/2024,Hatchback,Comprehensive,East,13,32,14400,10,12960,6240.268439,2024,6719.731561
POL10897,9/10/2023,Hatchback,Third Party,South,2,24,10600,0,10600,4946.123297,2023,5653.876703
POL10898,10/27/2023,Hatchback,Third Party,South,12,61,11600,5,11020,7614.71896,2023,3405.28104
POL10899,2/16/2023,Luxury,Comprehensive,South,4,62,21700,10,19530,13529.38982,2023,6000.610176
POL10900,11/13/2024,Sedan,Comprehensive,South,6,26,14300,5,13585,7063.516775,2024,6521.483225
POL10901,5/29/2024,Sedan,Comprehensive,North,5,63,14000,0,14000,10589.72142,2024,3410.278575
POL10902,12/16/2024,Sedan,Comprehensive,East,1,46,12800,0,12800,8329.065059,2024,4470.934941
POL10903,7/11/2024,Sedan,Third Party,South,1,63,10300,10,9270,4894.619747,2024,4375.380253
POL10904,9/21/2023,SUV,Comprehensive,East,3,60,16400,10,14760,8305.592212,2023,6454.407788
POL10905,12/19/2024,Hatchback,Comprehensive,East,7,52,12600,5,11970,6968.430806,2024,5001.569194
POL10906,11/12/2024,SUV,Comprehensive,North,2,57,16100,10,14490,7146.577918,2024,7343.422082
POL10907,10/8/2024,Sedan,Third Party,North,9,48,12700,0,12700,8017.349377,2024,4682.650623
POL10908,5/13/2023,Hatchback,Comprehensive,North,10,43,13500,0,13500,9186.178788,2023,4313.821212
POL10909,4/27/2023,Sedan,Third Party,East,0,46,10000,0,10000,4522.690522,2023,5477.309478
POL10910,1/4/2024,SUV,Comprehensive,South,7,38,17600,5,16720,9980.950822,2024,6739.049178
POL10911,3/21/2024,Hatchback,Comprehensive,South,5,26,12000,5,11400,8823.112292,2024,2576.887708
POL10912,10/5/2023,SUV,Comprehensive,West,1,45,15800,5,15010,8687.032668,2023,6322.967332
POL10913,5/15/2024,Hatchback,Third Party,West,1,45,8300,15,7055,4826.810362,2024,2228.189638
POL10914,2/3/2023,Hatchback,Third Party,South,7,26,10100,0,10100,6589.712793,2023,3510.287207
POL10915,2/7/2024,Hatchback,Comprehensive,West,11,25,13800,15,11730,6050.035439,2024,5679.964561
POL10916,3/27/2024,SUV,Comprehensive,East,12,38,19100,0,19100,11529.96686,2024,7570.033143
POL10917,10/20/2023,Hatchback,Comprehensive,East,5,56,12000,15,10200,7346.187309,2023,2853.812691
POL10918,1/29/2023,Hatchback,Third Party,West,14,62,12200,15,10370,5666.637213,2023,4703.362787
POL10919,7/11/2023,SUV,Third Party,West,6,22,16800,5,15960,11653.60829,2023,4306.391706
POL10920,6/24/2024,Hatchback,Comprehensive,North,0,23,12500,5,11875,9020.363918,2024,2854.636082
POL10921,8/21/2024,Hatchback,Third Party,East,9,26,10700,5,10165,4216.902759,2024,5948.097241
POL10922,6/23/2024,SUV,Comprehensive,West,9,23,20200,10,18180,13026.41151,2024,5153.588486
POL10923,9/5/2023,Sedan,Comprehensive,North,8,41,14900,15,12665,5318.591502,2023,7346.408498
POL10924,12/28/2024,Luxury,Third Party,South,4,48,19200,5,18240,10963.18932,2024,7276.810676
POL10925,1/12/2024,Hatchback,Comprehensive,East,1,59,10800,5,10260,5506.232451,2024,4753.767549
POL10926,11/22/2024,Sedan,Comprehensive,East,12,58,16100,5,15295,6886.311304,2024,8408.688696
POL10927,9/24/2024,SUV,Comprehensive,North,2,53,16100,5,15295,11379.11729,2024,3915.882711
POL10928,7/13/2024,Hatchback,Comprehensive,West,13,25,14400,5,13680,6928.818776,2024,6751.181224
POL10929,11/27/2024,SUV,Comprehensive,North,3,51,16400,0,16400,11381.77154,2024,5018.228462
POL10930,6/10/2023,Hatchback,Comprehensive,West,1,32,10800,0,10800,4322.710872,2023,6477.289128
POL10931,8/23/2024,Hatchback,Third Party,West,14,64,12200,0,12200,8393.584397,2024,3806.415603
POL10932,1/19/2024,Sedan,Comprehensive,West,1,35,12800,0,12800,8392.713366,2024,4407.286634
POL10933,8/2/2023,Hatchback,Comprehensive,South,0,38,10500,10,9450,6023.714462,2023,3426.285538
POL10934,3/1/2023,Hatchback,Comprehensive,South,1,49,10800,10,9720,4299.336871,2023,5420.663129
POL10935,3/8/2024,Hatchback,Third Party,East,8,63,10400,15,8840,5430.1962,2024,3409.8038
POL10936,6/7/2023,SUV,Comprehensive,North,1,43,15800,0,15800,6670.33649,2023,9129.66351
POL10937,5/2/2024,Sedan,Third Party,North,5,37,11500,15,9775,7461.637592,2024,2313.362408
POL10938,9/23/2024,Sedan,Third Party,West,9,30,12700,10,11430,5057.847717,2024,6372.152283
POL10939,2/4/2024,Hatchback,Comprehensive,East,0,36,10500,5,9975,7490.465847,2024,2484.534153
POL10940,1/16/2023,Sedan,Third Party,North,4,63,11200,0,11200,5636.856123,2023,5563.143877
POL10941,5/14/2023,Sedan,Comprehensive,South,8,48,14900,5,14155,7007.064802,2023,7147.935198
POL10942,4/13/2023,Hatchback,Comprehensive,South,12,54,14100,5,13395,7836.666005,2023,5558.333995
POL10943,5/1/2023,Hatchback,Comprehensive,South,14,51,14700,0,14700,11206.76063,2023,3493.239373
POL10944,9/9/2024,Hatchback,Comprehensive,West,9,44,13200,15,11220,8870.485599,2024,2349.514401
POL10945,1/25/2023,Hatchback,Third Party,South,1,57,8300,10,7470,4956.798598,2023,2513.201402
POL10946,11/16/2023,Hatchback,Comprehensive,South,2,50,11100,0,11100,4457.397585,2023,6642.602415
POL10947,3/8/2024,SUV,Comprehensive,East,2,32,16100,5,15295,10198.49617,2024,5096.503826
POL10948,11/7/2024,SUV,Comprehensive,South,11,22,20800,5,19760,12949.51891,2024,6810.481085
POL10949,8/2/2023,Luxury,Comprehensive,South,2,31,21100,5,20045,15884.44075,2023,4160.559247
POL10950,10/9/2024,SUV,Comprehensive,East,13,34,19400,5,18430,11980.17493,2024,6449.825074
POL10951,4/27/2024,Hatchback,Comprehensive,East,4,59,11700,0,11700,5556.782983,2024,6143.217017
POL10952,10/22/2023,Hatchback,Comprehensive,East,2,42,11100,5,10545,8111.947884,2023,2433.052116
POL10953,4/24/2024,Hatchback,Third Party,West,11,34,11300,5,10735,5173.065335,2024,5561.934665
POL10954,2/23/2024,Hatchback,Third Party,North,7,37,10100,10,9090,5497.408861,2024,3592.591139
POL10955,8/2/2023,Hatchback,Comprehensive,West,12,22,16100,0,16100,10262.11692,2023,5837.883082
POL10956,4/24/2024,Hatchback,Comprehensive,West,13,37,14400,0,14400,7834.173873,2024,6565.826127
POL10957,12/10/2023,Hatchback,Third Party,North,7,44,10100,0,10100,8079.390948,2023,2020.609052
POL10958,12/15/2024,Sedan,Third Party,South,11,32,13300,0,13300,5705.818726,2024,7594.181274
POL10959,1/15/2024,Hatchback,Comprehensive,East,5,62,12000,0,12000,9349.711523,2024,2650.288477
POL10960,1/14/2024,Hatchback,Comprehensive,West,7,62,12600,10,11340,7677.243562,2024,3662.756438
POL10961,4/19/2024,Luxury,Third Party,South,13,28,21900,0,21900,12030.57369,2024,9869.426309
POL10962,3/16/2024,SUV,Third Party,West,11,59,16300,0,16300,7209.848762,2024,9090.151238
POL10963,4/6/2024,Hatchback,Comprehensive,South,1,64,10800,0,10800,6819.396187,2024,3980.603813
POL10964,10/29/2024,Hatchback,Comprehensive,East,9,40,13200,0,13200,7149.934159,2024,6050.065841
POL10965,4/15/2024,SUV,Comprehensive,South,1,62,15800,10,14220,8533.65247,2024,5686.34753
POL10966,4/25/2023,Sedan,Third Party,South,8,34,12400,0,12400,7260.49673,2023,5139.50327
POL10967,4/29/2023,Hatchback,Third Party,South,14,24,14200,5,13490,8739.267671,2023,4750.732329
POL10968,8/1/2023,SUV,Comprehensive,West,9,39,18200,10,16380,7578.127163,2023,8801.872837
POL10969,4/15/2023,Sedan,Comprehensive,West,5,26,14000,0,14000,7297.168263,2023,6702.831737
POL10970,8/9/2023,Luxury,Comprehensive,East,1,49,20800,5,19760,12574.20698,2023,7185.793023
POL10971,7/2/2023,SUV,Comprehensive,North,14,26,19700,0,19700,14395.71864,2023,5304.281364
POL10972,4/24/2024,SUV,Comprehensive,North,13,60,19400,0,19400,8555.371515,2024,10844.62849
POL10973,7/22/2024,Hatchback,Third Party,East,2,27,8600,10,7740,6169.168698,2024,1570.831302
POL10974,10/8/2023,Hatchback,Comprehensive,South,7,54,12600,0,12600,8985.935016,2023,3614.064984
POL10975,1/8/2023,Hatchback,Comprehensive,South,5,28,12000,0,12000,6605.71425,2023,5394.28575
POL10976,6/29/2024,Sedan,Comprehensive,North,0,36,12500,0,12500,6710.932029,2024,5789.067971
POL10977,4/23/2023,SUV,Comprehensive,North,4,30,16700,5,15865,10837.40186,2023,5027.598145
POL10978,10/14/2024,Sedan,Third Party,South,7,30,12100,5,11495,6048.284567,2024,5446.715433
POL10979,1/12/2023,SUV,Third Party,North,10,56,16000,5,15200,7558.197145,2023,7641.802855
POL10980,12/26/2023,Sedan,Comprehensive,North,13,32,16400,0,16400,10792.75895,2023,5607.241052
