date,product_id,sales_qty,inventory_qty,purchase_qty,unit_price
2023-02-13,P002,14,260,20,139
2023-02-14,P002,15,245,27,139
2023-02-15,P002,20,225,30,139
2023-02-16,P002,14,211,20,139
2023-02-17,P002,17,194,31,139
2023-02-18,P002,14,180,34,139
2023-02-19,P002,22,158,37,139
2023-02-20,P002,19,139,36,139
2023-02-21,P002,18,121,13,139
2023-02-22,P002,21,100,15,139
2023-02-23,P002,6,94,10,139
2023-02-24,P002,19,388,34,139
2023-02-25,P002,14,374,19,139
2023-02-26,P002,19,355,34,139
2023-02-27,P002,14,341,22,139
2023-02-28,P002,19,322,16,139
2023-03-01,P002,11,311,8,139
2023-03-02,P002,12,299,20,139
2023-03-03,P002,12,287,27,139
2023-03-04,P002,10,277,15,139
2023-03-05,P002,11,266,28,139
2023-03-06,P002,8,258,26,139
2023-03-07,P002,16,242,19,139
2023-03-08,P002,20,222,19,139
2023-03-09,P002,15,207,14,139
2023-03-10,P002,25,182,32,139
2023-03-11,P002,17,165,21,139
2023-03-12,P002,14,151,26,139
2023-03-13,P002,19,132,27,139
2023-03-14,P002,17,115,33,139
2023-03-15,P002,12,103,26,139
2023-03-16,P002,15,88,15,139
2023-03-17,P002,11,288,33,139
2023-03-18,P002,20,268,36,139
2023-03-19,P002,10,258,18,139
2023-03-20,P002,21,237,22,139
2023-03-21,P002,19,218,38,139
2023-03-22,P002,27,191,27,139
2023-03-23,P002,18,173,36,139
2023-03-24,P002,11,162,7,139
2023-03-25,P002,27,135,26,139
2023-03-26,P002,9,126,27,139
2023-03-27,P002,13,113,8,139
2023-03-28,P002,12,101,17,139
2023-03-29,P002,8,93,36,139
2023-03-30,P002,11,82,33,139
2023-03-31,P002,15,540,14,139
2023-04-01,P002,14,526,17,139
2023-04-02,P002,17,509,21,139
2023-04-03,P002,17,492,6,139
2023-04-04,P002,18,474,21,139
2023-04-05,P002,19,455,30,139
2023-04-06,P002,15,440,9,139
2023-04-07,P002,21,419,29,139
2023-04-08,P002,21,398,13,139
2023-04-09,P002,16,382,32,139
2023-04-10,P002,21,361,26,139
2023-04-11,P002,20,341,33,139
2023-04-12,P002,20,321,39,139
2023-04-13,P002,17,304,24,139
2023-04-14,P002,13,291,9,139
2023-04-15,P002,19,272,36,139
2023-04-16,P002,15,257,14,139
2023-04-17,P002,9,248,21,139
2023-04-18,P002,17,231,19,139
2023-04-19,P002,14,217,13,139
2023-04-20,P002,14,203,36,139
2023-04-21,P002,15,188,27,139
2023-04-22,P002,22,166,15,139
2023-04-23,P002,10,156,17,139
2023-04-24,P002,26,130,22,139
2023-04-25,P002,17,113,13,139
2023-04-26,P002,15,98,9,139
2023-04-27,P002,15,83,26,139
2023-04-28,P002,13,370,36,139
2023-04-29,P002,15,355,6,139
2023-04-30,P002,14,341,25,139
2023-05-01,P002,16,325,32,139
2023-05-02,P002,11,314,28,139
2023-05-03,P002,14,300,28,139
2023-05-04,P002,18,282,18,139
2023-05-05,P002,15,267,31,139
2023-05-06,P002,16,251,28,139
2023-05-07,P002,20,231,10,139
2023-05-08,P002,10,221,30,139
2023-05-09,P002,13,208,19,139
2023-05-10,P002,16,192,33,139
2023-05-11,P002,18,174,14,139
2023-05-12,P002,19,155,32,139
2023-05-13,P002,11,144,13,139
2023-05-14,P002,27,117,25,139
2023-05-15,P002,10,107,14,139
2023-05-16,P002,14,93,8,139
2023-05-17,P002,21,457,8,139
2023-05-18,P002,22,435,10,139
2023-05-19,P002,14,421,30,139
2023-05-20,P002,21,400,20,139
2023-05-21,P002,19,381,12,139
2023-05-22,P002,14,367,32,139
2023-05-23,P002,18,349,20,139
2023-05-24,P002,12,337,5,139
2023-05-25,P002,17,320,23,139
2023-05-26,P002,17,303,21,139
2023-05-27,P002,28,275,32,139
2023-05-28,P002,22,253,16,139
2023-05-29,P002,15,238,10,139
2023-05-30,P002,22,216,11,139
2023-05-31,P002,17,199,12,139
2023-06-01,P002,20,179,7,139
2023-06-02,P002,20,159,25,139
2023-06-03,P002,15,144,12,139
2023-06-04,P002,12,132,32,139
2023-06-05,P002,20,112,34,139
2023-06-06,P002,17,95,36,139
2023-06-07,P002,15,80,15,139
2023-06-08,P002,21,518,24,139
2023-06-09,P002,10,508,20,139
2023-06-10,P002,17,491,29,139
2023-06-11,P002,16,475,13,139
2023-06-12,P002,14,461,7,139
2023-06-13,P002,22,439,20,139
2023-06-14,P002,25,414,16,139
2023-06-15,P002,14,400,19,139
2023-06-16,P002,16,384,8,139
2023-06-17,P002,14,370,27,139
2023-06-18,P002,16,354,31,139
2023-06-19,P002,14,340,17,139
2023-06-20,P002,16,324,25,139
2023-06-21,P002,26,298,33,139
2023-06-22,P002,16,282,33,139
2023-06-23,P002,19,263,15,139
2023-06-24,P002,11,252,32,139
2023-06-25,P002,11,241,14,139
2023-06-26,P002,8,233,9,139
2023-06-27,P002,22,211,29,139
2023-06-28,P002,24,187,37,139
2023-06-29,P002,20,167,21,139
2023-06-30,P002,14,153,37,139
2023-07-01,P002,18,135,29,139
2023-07-02,P002,20,115,37,139
2023-07-03,P002,20,95,13,139
2023-07-04,P002,17,565,31,139
2023-07-05,P002,15,550,29,139
2023-07-06,P002,17,533,8,139
2023-07-07,P002,9,524,13,139
2023-07-08,P002,18,506,19,139
2023-07-09,P002,21,485,20,139
2023-07-10,P002,16,469,20,139
2023-07-11,P002,22,447,17,139
2023-07-12,P002,15,432,18,139
2023-07-13,P002,18,414,26,139
2023-07-14,P002,13,401,25,139
2023-07-15,P002,19,382,13,139
2023-07-16,P002,7,375,8,139
2023-07-17,P002,15,360,14,139
2023-07-18,P002,14,346,39,139
2023-07-19,P002,12,334,13,139
2023-07-20,P002,14,320,20,139
2023-07-21,P002,25,295,22,139
2023-07-22,P002,15,280,14,139
2023-07-23,P002,11,269,25,139
2023-07-24,P002,17,252,19,139
2023-07-25,P002,12,240,19,139
2023-07-26,P002,13,227,15,139
2023-07-27,P002,10,217,24,139
2023-07-28,P002,19,198,38,139
2023-07-29,P002,13,185,26,139
2023-07-30,P002,22,163,22,139
2023-07-31,P002,11,152,20,139
2023-08-01,P002,17,135,9,139
2023-08-02,P002,18,117,5,139
2023-08-03,P002,14,103,23,139
2023-08-04,P002,9,94,14,139
2023-08-05,P002,12,82,25,139
2023-08-06,P002,16,450,17,139
2023-08-07,P002,13,437,28,139
2023-08-08,P002,11,426,27,139
2023-08-09,P002,19,407,27,139
2023-08-10,P002,19,388,15,139
2023-08-11,P002,8,380,6,139
2023-08-12,P002,29,351,10,139
2023-08-13,P002,20,331,15,139
2023-08-14,P002,13,318,19,139
2023-08-15,P002,16,302,13,139
2023-08-16,P002,20,282,16,139
2023-08-17,P002,21,261,32,139
2023-08-18,P002,23,238,27,139
2023-08-19,P002,19,219,31,139
2023-08-20,P002,6,213,28,139
2023-08-21,P002,22,191,18,139
2023-08-22,P002,19,172,39,139
2023-08-23,P002,14,158,31,139
2023-08-24,P002,24,134,25,139
2023-08-25,P002,9,125,17,139
2023-08-26,P002,21,104,12,139
2023-08-27,P002,15,89,38,139
2023-08-28,P002,25,406,27,139
2023-08-29,P002,27,379,13,139
2023-08-30,P002,12,367,5,139
2023-08-31,P002,11,356,20,139
2023-09-01,P002,12,344,29,139
2023-09-02,P002,19,325,22,139
2023-09-03,P002,19,306,38,139
2023-09-04,P002,18,288,7,139
2023-09-05,P002,15,273,24,139
2023-09-06,P002,18,255,23,139
2023-09-07,P002,17,238,17,139
2023-09-08,P002,19,219,21,139
2023-09-09,P002,20,199,18,139
2023-09-10,P002,13,186,34,139
2023-09-11,P002,22,164,26,139
2023-09-12,P002,16,148,33,139
2023-09-13,P002,19,129,6,139
2023-09-14,P002,27,102,12,139
2023-09-15,P002,19,83,18,139
2023-09-16,P002,17,470,38,139
2023-09-17,P002,17,453,17,139
2023-09-18,P002,19,434,14,139
2023-09-19,P002,23,411,12,139
2023-09-20,P002,15,396,11,139
2023-09-21,P002,20,376,17,139
2023-09-22,P002,14,362,30,139
2023-09-23,P002,11,351,36,139
2023-09-24,P002,15,336,23,139
2023-09-25,P002,16,320,19,139
2023-09-26,P002,17,303,6,139
2023-09-27,P002,10,293,23,139
2023-09-28,P002,22,271,37,139
2023-09-29,P002,22,249,37,139
2023-09-30,P002,17,232,5,139
2023-10-01,P002,16,216,32,139
2023-10-02,P002,22,194,21,139
2023-10-03,P002,20,174,10,139
2023-10-04,P002,9,165,24,139
2023-10-05,P002,18,147,17,139
2023-10-06,P002,14,133,16,139
2023-10-07,P002,20,113,34,139
2023-10-08,P002,16,97,25,139
2023-10-09,P002,11,86,6,139
2023-10-10,P002,19,555,22,139
2023-10-11,P002,26,529,32,139
2023-10-12,P002,18,511,8,139
2023-10-13,P002,14,497,10,139
2023-10-14,P002,13,484,13,139
2023-10-15,P002,16,468,24,139
2023-10-16,P002,20,448,34,139
2023-10-17,P002,18,430,8,139
2023-10-18,P002,10,420,17,139
2023-10-19,P002,19,401,39,139
2023-10-20,P002,10,391,34,139
2023-10-21,P002,22,369,8,139
2023-10-22,P002,11,358,29,139
2023-10-23,P002,13,345,35,139
2023-10-24,P002,18,327,16,139
2023-10-25,P002,12,315,19,139
2023-10-26,P002,19,296,30,139
2023-10-27,P002,14,282,14,139
2023-10-28,P002,17,265,16,139
2023-10-29,P002,18,247,26,139
2023-10-30,P002,14,233,25,139
2023-10-31,P002,16,217,39,139
2023-11-01,P002,13,204,11,139
2023-11-02,P002,13,191,22,139
2023-11-03,P002,14,177,31,139
2023-11-04,P002,10,167,39,139
2023-11-05,P002,11,156,6,139
2023-11-06,P002,18,138,36,139
2023-11-07,P002,21,117,19,139
2023-11-08,P002,14,103,28,139
2023-11-09,P002,11,92,24,139
2023-11-10,P002,17,487,14,139
2023-11-11,P002,15,472,28,139
2023-11-12,P002,10,462,28,139
2023-11-13,P002,19,443,28,139
2023-11-14,P002,14,429,38,139
2023-11-15,P002,17,412,15,139
2023-11-16,P002,21,391,30,139
2023-11-17,P002,23,368,5,139
2023-11-18,P002,13,355,34,139
2023-11-19,P002,10,345,22,139
2023-11-20,P002,17,328,30,139
2023-11-21,P002,12,316,13,139
2023-11-22,P002,24,292,13,139
2023-11-23,P002,14,278,5,139
2023-11-24,P002,14,264,11,139
2023-11-25,P002,9,255,20,139
2023-11-26,P002,19,236,15,139
2023-11-27,P002,23,213,29,139
2023-11-28,P002,21,192,33,139
2023-11-29,P002,14,178,23,139
2023-11-30,P002,21,157,22,139
2023-12-01,P002,17,140,33,139
2023-12-02,P002,21,119,20,139
2023-12-03,P002,9,110,12,139
2023-12-04,P002,17,93,38,139
2023-12-05,P002,17,470,10,139
2023-12-06,P002,12,458,34,139
2023-12-07,P002,13,445,38,139
2023-12-08,P002,19,426,25,139
2023-12-09,P002,12,414,16,139
2023-12-10,P002,15,399,10,139
2023-12-11,P002,18,381,10,139
2023-12-12,P002,10,371,8,139
2023-12-13,P002,16,355,13,139
2023-12-14,P002,19,336,9,139
2023-12-15,P002,15,321,14,139
2023-12-16,P002,12,309,12,139
2023-12-17,P002,17,292,27,139
2023-12-18,P002,12,280,8,139
2023-12-19,P002,12,268,11,139
2023-12-20,P002,18,250,10,139
2023-12-21,P002,17,233,19,139
2023-12-22,P002,29,204,39,139
2023-12-23,P002,15,189,36,139
2023-12-24,P002,16,173,18,139
2023-12-25,P002,19,154,39,139
2023-12-26,P002,15,139,15,139
2023-12-27,P002,17,122,14,139
2023-12-28,P002,12,110,21,139
2023-12-29,P002,7,103,17,139
2023-12-30,P002,15,88,38,139
2023-12-31,P002,19,502,9,139
2024-01-01,P002,21,481,14,139
2024-01-02,P002,12,469,36,139
2024-01-03,P002,21,448,16,139
2024-01-04,P002,18,430,17,139
2024-01-05,P002,20,410,25,139
2024-01-06,P002,13,397,37,139
2024-01-07,P002,12,385,36,139
2024-01-08,P002,19,366,16,139
2024-01-09,P002,9,357,39,139
2024-01-10,P002,19,338,32,139
2024-01-11,P002,15,323,17,139
2024-01-12,P002,23,300,16,139
2024-01-13,P002,15,285,26,139
2024-01-14,P002,13,272,6,139
2024-01-15,P002,10,262,33,139
2024-01-16,P002,14,248,17,139
2024-01-17,P002,17,231,39,139
2024-01-18,P002,21,210,17,139
2024-01-19,P002,26,184,38,139
2024-01-20,P002,12,172,23,139
2024-01-21,P002,18,154,13,139
2024-01-22,P002,13,141,35,139
2024-01-23,P002,16,125,37,139
2024-01-24,P002,18,107,31,139
2024-01-25,P002,13,94,6,139
2024-01-26,P002,9,85,19,139
2024-01-27,P002,11,562,23,139
2024-01-28,P002,24,538,35,139
2024-01-29,P002,20,518,20,139
2024-01-30,P002,14,504,19,139
2024-01-31,P002,15,489,10,139
2024-02-01,P002,10,479,18,139
2024-02-02,P002,14,465,31,139
2024-02-03,P002,21,444,23,139
2024-02-04,P002,15,429,8,139
2024-02-05,P002,16,413,30,139
2024-02-06,P002,17,396,13,139
2024-02-07,P002,16,380,19,139
2024-02-08,P002,15,365,8,139
2024-02-09,P002,23,342,30,139
2024-02-10,P002,20,322,22,139
2024-02-11,P002,22,300,39,139
2024-02-12,P002,13,287,33,139
2024-02-13,P002,16,271,28,139
2024-02-14,P002,12,259,8,139
2024-02-15,P002,19,240,25,139
2024-02-16,P002,17,223,11,139
2024-02-17,P002,21,202,27,139
2024-02-18,P002,11,191,25,139
2024-02-19,P002,18,173,5,139
2024-02-20,P002,14,159,29,139
2024-02-21,P002,16,143,35,139
2024-02-22,P002,14,129,9,139
2024-02-23,P002,16,113,35,139
2024-02-24,P002,13,100,5,139
2024-02-25,P002,14,86,34,139
2024-02-26,P002,12,412,22,139
2024-02-27,P002,22,390,12,139
2024-02-28,P002,23,367,30,139
2024-02-29,P002,10,357,19,139
2024-03-01,P002,10,347,23,139
2024-03-02,P002,16,331,14,139
2024-03-03,P002,17,314,28,139
2024-03-04,P002,17,297,20,139
2024-03-05,P002,15,282,35,139
2024-03-06,P002,10,272,20,139
2024-03-07,P002,14,258,20,139
2024-03-08,P002,14,244,32,139
2024-03-09,P002,19,225,24,139
2024-03-10,P002,15,210,39,139
2024-03-11,P002,17,193,13,139
2024-03-12,P002,15,178,14,139
2024-03-13,P002,15,163,22,139
2024-03-14,P002,19,144,19,139
2024-03-15,P002,13,131,34,139
2024-03-16,P002,16,115,36,139
2024-03-17,P002,22,93,31,139
2024-03-18,P002,17,427,31,139
2024-03-19,P002,14,413,23,139
2024-03-20,P002,13,400,14,139
2024-03-21,P002,14,386,10,139
2024-03-22,P002,18,368,28,139
2024-03-23,P002,21,347,13,139
2024-03-24,P002,15,332,31,139
2024-03-25,P002,15,317,11,139
2024-03-26,P002,8,309,10,139
2024-03-27,P002,17,292,37,139
2024-03-28,P002,18,274,25,139
2024-03-29,P002,10,264,21,139
2024-03-30,P002,9,255,35,139
2024-03-31,P002,18,237,15,139
2024-04-01,P002,15,222,32,139
2024-04-02,P002,14,208,9,139
2024-04-03,P002,24,184,16,139
2024-04-04,P002,10,174,7,139
2024-04-05,P002,22,152,6,139
2024-04-06,P002,16,136,30,139
2024-04-07,P002,16,120,6,139
2024-04-08,P002,16,104,16,139
2024-04-09,P002,15,89,6,139
2024-04-10,P002,14,526,20,139
2024-04-11,P002,14,512,34,139
2024-04-12,P002,21,491,8,139
2024-04-13,P002,15,476,15,139
2024-04-14,P002,19,457,28,139
2024-04-15,P002,19,438,22,139
2024-04-16,P002,22,416,31,139
2024-04-17,P002,17,399,6,139
2024-04-18,P002,16,383,19,139
2024-04-19,P002,12,371,15,139
2024-04-20,P002,13,358,31,139
2024-04-21,P002,24,334,27,139
2024-04-22,P002,14,320,39,139
2024-04-23,P002,11,309,34,139
2024-04-24,P002,12,297,28,139
2024-04-25,P002,16,281,23,139
2024-04-26,P002,9,272,33,139
2024-04-27,P002,21,251,17,139
2024-04-28,P002,28,223,27,139
2024-04-29,P002,10,213,16,139
2024-04-30,P002,17,196,33,139
2024-05-01,P002,15,181,10,139
2024-05-02,P002,16,165,27,139
2024-05-03,P002,20,145,35,139
2024-05-04,P002,17,128,25,139
2024-05-05,P002,17,111,28,139
2024-05-06,P002,25,86,12,139
2024-05-07,P002,14,500,13,139
2024-05-08,P002,20,480,26,139
2024-05-09,P002,23,457,8,139
2024-05-10,P002,10,447,17,139
2024-05-11,P002,18,429,38,139
2024-05-12,P002,21,408,7,139
2024-05-13,P002,13,395,32,139
2024-05-14,P002,12,383,30,139
2024-05-15,P002,15,368,38,139
2024-05-16,P002,13,355,19,139
2024-05-17,P002,12,343,12,139
2024-05-18,P002,17,326,39,139
2024-05-19,P002,19,307,28,139
2024-05-20,P002,13,294,8,139
2024-05-21,P002,18,276,16,139
2024-05-22,P002,12,264,23,139
2024-05-23,P002,13,251,19,139
2024-05-24,P002,12,239,34,139
2024-05-25,P002,19,220,16,139
2024-05-26,P002,15,205,23,139
2024-05-27,P002,12,193,38,139
2024-05-28,P002,20,173,11,139
2024-05-29,P002,14,159,32,139
2024-05-30,P002,18,141,32,139
2024-05-31,P002,20,121,33,139
2024-06-01,P002,12,109,24,139
2024-06-02,P002,11,98,15,139
2024-06-03,P002,20,327,27,139
2024-06-04,P002,21,306,24,139
2024-06-05,P002,22,284,24,139
2024-06-06,P002,16,268,15,139
2024-06-07,P002,14,254,6,139
2024-06-08,P002,14,240,17,139
2024-06-09,P002,15,225,17,139
2024-06-10,P002,12,213,19,139
2024-06-11,P002,21,192,35,139
2024-06-12,P002,22,170,27,139
2024-06-13,P002,17,153,26,139
2024-06-14,P002,13,140,20,139
2024-06-15,P002,20,120,33,139
2024-06-16,P002,16,104,24,139
2024-06-17,P002,19,85,32,139
2024-06-18,P002,16,294,31,139
2024-06-19,P002,16,278,33,139
2024-06-20,P002,17,261,9,139
2024-06-21,P002,13,248,6,139
2024-06-22,P002,22,226,24,139
2024-06-23,P002,8,218,17,139
2024-06-24,P002,20,198,30,139
2024-06-25,P002,10,188,39,139
2024-06-26,P002,14,174,12,139
2024-06-27,P002,16,158,32,139
2024-06-28,P002,10,148,19,139
2024-06-29,P002,20,128,12,139
2024-06-30,P002,13,115,15,139
2024-07-01,P002,18,97,33,139
2024-07-02,P002,15,82,9,139
2024-07-03,P002,15,299,11,139
2024-07-04,P002,13,286,22,139
2024-07-05,P002,16,270,32,139
2024-07-06,P002,20,250,16,139
2024-07-07,P002,17,233,16,139
2024-07-08,P002,13,220,33,139
2024-07-09,P002,13,207,15,139
2024-07-10,P002,22,185,10,139
2024-07-11,P002,9,176,25,139
2024-07-12,P002,11,165,14,139
2024-07-13,P002,24,141,36,139
2024-07-14,P002,14,127,37,139
2024-07-15,P002,14,113,21,139
2024-07-16,P002,17,96,7,139
2024-07-17,P002,16,80,22,139
2024-07-18,P002,8,507,14,139
2024-07-19,P002,11,496,12,139
2024-07-20,P002,21,475,38,139
2024-07-21,P002,19,456,37,139
2024-07-22,P002,11,445,14,139
2024-07-23,P002,13,432,22,139
2024-07-24,P002,9,423,29,139
2024-07-25,P002,21,402,6,139
2024-07-26,P002,9,393,23,139
2024-07-27,P002,23,370,14,139
2024-07-28,P002,13,357,7,139
2024-07-29,P002,15,342,23,139
2024-07-30,P002,23,319,30,139
2024-07-31,P002,21,298,29,139
2024-08-01,P002,16,282,21,139
2024-08-02,P002,17,265,14,139
2024-08-03,P002,14,251,15,139
2024-08-04,P002,18,233,15,139
2024-08-05,P002,11,222,16,139
2024-08-06,P002,11,211,12,139
2024-08-07,P002,22,189,28,139
2024-08-08,P002,14,175,18,139
2024-08-09,P002,17,158,27,139
2024-08-10,P002,12,146,21,139
2024-08-11,P002,17,129,9,139
2024-08-12,P002,10,119,7,139
2024-08-13,P002,11,108,13,139
2024-08-14,P002,13,95,24,139
2024-08-15,P002,10,85,24,139
2024-08-16,P002,7,320,23,139
2024-08-17,P002,12,308,25,139
2024-08-18,P002,15,293,20,139
2024-08-19,P002,11,282,37,139
2024-08-20,P002,18,264,9,139
2024-08-21,P002,10,254,28,139
2024-08-22,P002,9,245,19,139
2024-08-23,P002,19,226,30,139
2024-08-24,P002,17,209,29,139
2024-08-25,P002,17,192,32,139
2024-08-26,P002,12,180,37,139
2024-08-27,P002,17,163,22,139
2024-08-28,P002,13,150,22,139
2024-08-29,P002,12,138,37,139
2024-08-30,P002,23,115,31,139
2024-08-31,P002,18,97,19,139
2024-09-01,P002,16,81,17,139
2024-09-02,P002,22,458,38,139
2024-09-03,P002,10,448,8,139
2024-09-04,P002,20,428,39,139
2024-09-05,P002,20,408,23,139
2024-09-06,P002,18,390,35,139
2024-09-07,P002,16,374,29,139
2024-09-08,P002,19,355,16,139
2024-09-09,P002,16,339,16,139
2024-09-10,P002,13,326,29,139
2024-09-11,P002,17,309,37,139
2024-09-12,P002,20,289,32,139
2024-09-13,P002,12,277,13,139
2024-09-14,P002,19,258,18,139
2024-09-15,P002,12,246,7,139
2024-09-16,P002,10,236,9,139
2024-09-17,P002,15,221,30,139
2024-09-18,P002,18,203,22,139
2024-09-19,P002,18,185,25,139
2024-09-20,P002,30,155,20,139
2024-09-21,P002,17,138,27,139
2024-09-22,P002,12,126,33,139
2024-09-23,P002,13,113,14,139
2024-09-24,P002,14,99,9,139
2024-09-25,P002,15,84,15,139
2024-09-26,P002,19,479,33,139
2024-09-27,P002,17,462,31,139
2024-09-28,P002,10,452,38,139
2024-09-29,P002,19,433,18,139
2024-09-30,P002,10,423,14,139
2024-10-01,P002,14,409,15,139
2024-10-02,P002,15,394,15,139
2024-10-03,P002,12,382,39,139
2024-10-04,P002,14,368,23,139
2024-10-05,P002,20,348,28,139
2024-10-06,P002,9,339,5,139
2024-10-07,P002,15,324,16,139
2024-10-08,P002,12,312,18,139
2024-10-09,P002,26,286,7,139
2024-10-10,P002,16,270,36,139
2024-10-11,P002,20,250,20,139
2024-10-12,P002,26,224,14,139
2024-10-13,P002,16,208,21,139
2024-10-14,P002,16,192,8,139
2024-10-15,P002,18,174,19,139
2024-10-16,P002,14,160,37,139
2024-10-17,P002,17,143,14,139
2024-10-18,P002,10,133,11,139
2024-10-19,P002,11,122,37,139
2024-10-20,P002,15,107,21,139
2024-10-21,P002,16,91,16,139
2024-10-22,P002,15,372,21,139
2024-10-23,P002,16,356,20,139
2024-10-24,P002,22,334,18,139
2024-10-25,P002,13,321,7,139
2024-10-26,P002,16,305,34,139
2024-10-27,P002,9,296,39,139
2024-10-28,P002,11,285,30,139
2024-10-29,P002,17,268,16,139
2024-10-30,P002,19,249,35,139
2024-10-31,P002,15,234,21,139
2024-11-01,P002,21,213,12,139
2024-11-02,P002,14,199,23,139
2024-11-03,P002,12,187,30,139
2024-11-04,P002,20,167,8,139
2024-11-05,P002,18,149,19,139
2024-11-06,P002,17,132,18,139
2024-11-07,P002,15,117,34,139
2024-11-08,P002,13,104,28,139
2024-11-09,P002,14,90,38,139
2024-11-10,P002,24,398,23,139
2024-11-11,P002,15,383,7,139
2024-11-12,P002,15,368,8,139
2024-11-13,P002,15,353,15,139
2024-11-14,P002,18,335,17,139
2024-11-15,P002,15,320,22,139
2024-11-16,P002,16,304,23,139
2024-11-17,P002,18,286,37,139
2024-11-18,P002,17,269,7,139
2024-11-19,P002,11,258,39,139
2024-11-20,P002,13,245,5,139
2024-11-21,P002,13,232,39,139
2024-11-22,P002,16,216,29,139
2024-11-23,P002,22,194,17,139
2024-11-24,P002,15,179,8,139
2024-11-25,P002,17,162,10,139
2024-11-26,P002,15,147,15,139
2024-11-27,P002,20,127,5,139
2024-11-28,P002,8,119,12,139
2024-11-29,P002,15,104,38,139
2024-11-30,P002,17,87,13,139
2024-12-01,P002,16,490,25,139
2024-12-02,P002,18,472,24,139
2024-12-03,P002,11,461,5,139
2024-12-04,P002,7,454,39,139
2024-12-05,P002,23,431,32,139
2024-12-06,P002,8,423,11,139
2024-12-07,P002,21,402,13,139
2024-12-08,P002,14,388,5,139
2024-12-09,P002,10,378,38,139
2024-12-10,P002,20,358,38,139
2024-12-11,P002,20,338,21,139
2024-12-12,P002,11,327,36,139
2024-12-13,P002,17,310,6,139
2024-12-14,P002,12,298,29,139
2024-12-15,P002,21,277,30,139
2024-12-16,P002,19,258,30,139
2024-12-17,P002,21,237,25,139
2024-12-18,P002,13,224,22,139
2024-12-19,P002,17,207,33,139
2024-12-20,P002,19,188,28,139
2024-12-21,P002,18,170,32,139
2024-12-22,P002,15,155,16,139
2024-12-23,P002,22,133,15,139
2024-12-24,P002,18,115,31,139
2024-12-25,P002,16,99,27,139
2024-12-26,P002,14,85,37,139
2024-12-27,P002,19,411,20,139
2024-12-28,P002,15,396,32,139
2024-12-29,P002,15,381,32,139
2024-12-30,P002,12,369,10,139
2024-12-31,P002,23,346,33,139
2023-01-01,P003,18,307,38,132
2023-01-02,P003,14,293,7,132
2023-01-03,P003,14,279,10,132
2023-01-04,P003,18,261,17,132
2023-01-05,P003,19,242,19,132
2023-01-06,P003,22,220,10,132
2023-01-07,P003,19,201,37,132
2023-01-08,P003,19,182,16,132
2023-01-09,P003,26,156,17,132
2023-01-10,P003,12,144,37,132
2023-01-11,P003,20,124,32,132
2023-01-12,P003,16,108,9,132
2023-01-13,P003,15,93,29,132
2023-01-14,P003,8,85,21,132
2023-01-15,P003,16,462,23,132
2023-01-16,P003,21,441,39,132
2023-01-17,P003,15,426,38,132
2023-01-18,P003,22,404,10,132
2023-01-19,P003,5,399,23,132
2023-01-20,P003,15,384,5,132
2023-01-21,P003,17,367,11,132
2023-01-22,P003,18,349,38,132
2023-01-23,P003,19,330,23,132
2023-01-24,P003,25,305,37,132
2023-01-25,P003,17,288,30,132
2023-01-26,P003,16,272,31,132
2023-01-27,P003,22,250,30,132
2023-01-28,P003,18,232,39,132
2023-01-29,P003,14,218,24,132
2023-01-30,P003,19,199,28,132
2023-01-31,P003,21,178,25,132
2023-02-01,P003,16,162,30,132
2023-02-02,P003,19,143,24,132
2023-02-03,P003,17,126,10,132
2023-02-04,P003,15,111,7,132
2023-02-05,P003,24,87,14,132
2023-02-06,P003,14,566,16,132
2023-02-07,P003,14,552,37,132
2023-02-08,P003,12,540,26,132
2023-02-09,P003,24,516,20,132
2023-02-10,P003,17,499,21,132
2023-02-11,P003,17,482,14,132
2023-02-12,P003,15,467,16,132
2023-02-13,P003,16,451,23,132
2023-02-14,P003,18,433,27,132
2023-02-15,P003,17,416,14,132
2023-02-16,P003,16,400,14,132
2023-02-17,P003,13,387,14,132
2023-02-18,P003,20,367,34,132
2023-02-19,P003,14,353,8,132
2023-02-20,P003,10,343,5,132
2023-02-21,P003,11,332,23,132
2023-02-22,P003,17,315,9,132
2023-02-23,P003,22,293,34,132
2023-02-24,P003,9,284,30,132
2023-02-25,P003,18,266,38,132
2023-02-26,P003,15,251,6,132
2023-02-27,P003,18,233,28,132
2023-02-28,P003,17,216,18,132
2023-03-01,P003,12,204,17,132
2023-03-02,P003,19,185,33,132
2023-03-03,P003,15,170,5,132
2023-03-04,P003,22,148,38,132
2023-03-05,P003,16,132,8,132
2023-03-06,P003,16,116,32,132
2023-03-07,P003,11,105,23,132
2023-03-08,P003,21,453,5,132
2023-03-09,P003,16,437,17,132
2023-03-10,P003,14,423,9,132
2023-03-11,P003,17,406,37,132
2023-03-12,P003,15,391,18,132
2023-03-13,P003,15,376,20,132
2023-03-14,P003,19,357,36,132
2023-03-15,P003,14,343,31,132
2023-03-16,P003,16,327,39,132
2023-03-17,P003,11,316,7,132
2023-03-18,P003,16,300,8,132
2023-03-19,P003,13,287,11,132
2023-03-20,P003,14,273,17,132
2023-03-21,P003,13,260,7,132
2023-03-22,P003,12,248,21,132
2023-03-23,P003,18,230,14,132
2023-03-24,P003,23,207,5,132
2023-03-25,P003,15,192,32,132
2023-03-26,P003,16,176,14,132
2023-03-27,P003,21,155,11,132
2023-03-28,P003,20,135,7,132
2023-03-29,P003,19,116,11,132
