user_id,subscription_plan,churn_flag,avg_watch_minutes,avg_sessions,engagement_volatility,avg_watch_7d,avg_watch_30d,revenue_30d,engagement_trend,engagement_score
U00241,Free,1,120.970297,4.714851485,67.12282064,121.2873975,121.3576337,5.166356436,-0.081349206,29.66572807
U00242,Basic,1,127.8092486,4.751445087,73.09957987,129.7112029,130.5791356,13.96820809,-1.283222591,30.61925899
U00243,Free,1,122.9777365,4.474953618,67.92559266,122.6803207,122.4216164,5.073395176,0.111789697,30.15590291
U00244,Free,1,124.1230769,4.538461538,66.58133443,124.1197711,125.2442466,5.216884615,0.06398235,31.0363689
U00245,Free,1,123.4879725,4.773195876,70.49867378,123.1877434,122.7053407,5.366752577,0.19375461,29.67754563
U00246,Basic,1,122.9921671,4.621409922,65.38610795,123.1612582,122.8074375,14.35835509,-0.252430815,30.96745743
U00247,Free,1,127.4978903,4.708860759,69.55619577,127.4890496,128.8879538,5.250379747,0.253631961,31.54495561
U00248,Free,1,120.5075472,4.454716981,65.99257943,120.6742947,121.0333005,5.005811321,-0.169862274,29.74166013
U00249,Free,1,124.2981575,4.72361809,67.73342055,124.675337,124.9435536,5.331407035,-0.177852349,30.81632224
U00250,Free,1,127.2103448,4.717241379,67.48372558,127.3292118,127.8680479,5.15162069,-0.115669797,32.05419267
U00251,Free,1,120.8565574,4.495901639,70.6437359,121.1892955,121.163868,5.085122951,-0.340975897,28.49827267
U00252,Basic,1,124.2865497,4.432748538,67.38375047,123.8216514,124.6839054,13.32163743,0.226890756,30.8293193
U00253,Free,1,122.1184466,4.708737864,67.23368651,121.9606426,121.4737277,5.196873786,0.124513619,30.08989405
U00254,Premium,1,133.9642857,5.292857143,69.84989188,134.7959694,136.1043096,23.36,0.048304214,34.21860386
U00255,Basic,1,127.0654206,4.585669782,65.20918371,126.7201825,126.0509493,14.19470405,-0.112946429,32.63911405
U00256,Basic,1,121.8884758,4.518587361,68.93296762,121.6992344,121.8055851,14.37918216,0.078212291,29.43107626
U00257,Basic,1,125.5723684,4.75,67.70109995,125.3106569,124.8920073,14.61567982,0.134379906,31.34361738
U00258,Free,1,126.904943,4.741444867,66.9063427,127.0733886,127.0351238,5.395380228,-0.027755102,32.11250784
U00259,Free,1,120.671159,4.714285714,68.7560308,120.400738,120.6952317,5.193557951,0.055598456,29.05594009
U00260,Free,1,124.018018,4.657657658,67.03247615,124.1949914,124.8889923,5.279594595,-0.089851325,30.89476166
U00261,Basic,1,120.9744186,4.78372093,67.28680884,120.5374252,120.2678813,14.56162791,0.186813187,29.63884107
U00262,Free,1,130.384,4.892,67.59114496,131.6520571,131.629562,5.22684,-0.540447504,33.34385651
U00263,Basic,1,127.7965116,4.808139535,69.18657544,128.2732558,129.6119726,13.77034884,-0.761904762,31.80507388
U00264,Free,1,123.1542289,4.810945274,66.41208046,122.1027837,121.633588,5.212985075,0.374285714,30.78135099
U00265,Basic,1,124.7488152,4.767772512,69.25649582,124.7377398,125.7362155,14.63921801,0.169324737,30.55290908
U00266,Premium,1,120.4845133,4.597345133,66.203,120.4082596,120.7471798,23.16017699,-0.032942667,29.71210885
U00267,Free,1,117.8969072,4.536082474,67.02159686,118.0995336,117.220506,4.44,-0.180059524,28.41310857
U00268,Free,1,124.9742931,4.455012853,68.05396003,125.1597564,124.8802514,4.990025707,0.097569956,30.91003307
U00269,Premium,1,122.7550274,4.643510055,67.81717556,123.0366414,122.2913706,23.23436929,-0.069858713,30.14991132
U00270,Free,1,129.8098859,5.342205323,65.35207377,129.7212928,128.2243283,5.612851711,0.0087241,33.92099384
U00271,Premium,1,121.1396104,4.584415584,71.81086465,121.6963435,121.4427327,22.54545455,-0.322010237,28.28790944
U00272,Premium,1,121.1431493,4.613496933,68.64250839,120.7759568,120.3745956,23.15828221,0.199941452,29.24855628
U00273,Basic,1,128.0238095,5.015873016,65.23536117,128.2811036,127.981296,13.67460317,-0.152,33.14367736
U00274,Free,1,120.370844,4.616368286,65.39610812,120.3718975,119.5073244,5.081969309,-0.131868132,29.91441565
U00275,Basic,1,117.4843424,4.532359081,68.26157211,116.9458545,116.8395886,14.25939457,0.101315003,27.87497304
U00276,Basic,1,125.7582418,5.036630037,65.39019505,125.298936,124.0805838,14.79212454,0.31460084,32.1972272
U00277,Premium,1,123.3427992,4.669371197,70.65386928,122.8906983,123.1125718,23.34685598,0.191056911,29.54177025
U00278,Basic,1,118.7331081,4.484797297,69.30185499,119.1628499,119.8535365,14.32305743,-0.192168238,28.04812594
U00279,Premium,1,121.7112462,4.601823708,71.19764041,121.7827689,122.7111673,22.75987842,0.112369338,28.70575347
U00280,Free,1,124.6666667,4.838028169,67.76272356,125.1851777,125.9003335,5.283873239,-0.057815126,30.98925805
U00281,Free,1,128.2017544,4.701754386,66.44313407,127.9089181,127.5646315,5.137631579,0.078036501,32.75828785
U00282,Premium,1,125.4301676,4.726256983,66.84835802,124.1650572,123.7607807,22.42234637,0.372391653,31.53543673
U00283,Basic,1,123.3949275,4.579710145,65.548019,123.4087388,123.3313662,14.18387681,-0.085194805,31.06747836
U00284,Free,1,124.9202279,4.766381766,62.53169709,124.4679148,123.8186386,5.30042735,0.25877551,32.63849657
U00285,Premium,1,123.2887701,4.668449198,69.71644635,121.7991342,119.6363004,22.17754011,0.49078341,29.80110888
U00286,Free,1,132.6723769,4.959314775,70.22574395,132.16451,132.2799044,5.41509636,0.24218271,33.489022
U00287,Free,1,126.852194,4.681293303,69.45336928,127.2442153,127.8998004,5.155704388,-0.112103175,31.3092548
U00288,Free,1,120.5606061,4.631313131,67.42748146,120.7957973,120.5258905,5.161287879,-0.069439421,29.38539192
U00289,Premium,1,120.0316092,4.551724138,66.42105987,120.0989806,121.7689278,22.67586207,0.032935364,29.45184296
U00290,Free,1,120.8501684,4.64983165,66.19572498,120.521649,120.3224646,5.185353535,0.190315587,29.87629934
U00291,Free,1,120.2665094,4.780660377,65.73516798,120.4570642,120.0272995,5.167853774,-0.209726444,29.82025149
U00292,Free,1,118.0089888,4.593258427,68.44435151,118.6957357,119.0338264,5.265640449,-0.468468468,28.04826758
U00293,Premium,1,115.6700508,4.289340102,65.89800936,115.6773507,116.3064321,22.05482234,0.140676118,27.78541953
U00294,Premium,1,122.4611399,4.67357513,71.15865936,122.7789847,122.330809,22.95129534,-0.216326531,29.03893069
U00295,Basic,1,121.7315436,4.47147651,67.75220791,121.7177812,121.6688006,14.23447987,0.077791116,29.70839803
U00296,Free,1,125.4351464,4.679916318,68.49160843,125.310002,124.4830679,5.162384937,0.053009883,31.03055094
U00297,Basic,1,123.293617,4.529787234,67.84644103,123.670537,123.1937913,14.28457447,-0.242461164,30.32245067
U00298,Basic,1,110.2573529,4.051470588,59.74315033,109.5166667,107.6245928,12.13602941,0.375661376,27.39543725
U00299,Free,1,119.6574074,4.398148148,69.63604498,118.3358245,114.739175,4.487777778,1.078771696,28.29159391
U00300,Free,1,122.8615385,4.446153846,67.1434842,123.4211282,122.7900103,5.013046154,-0.066578483,30.33541628
U00301,Free,1,131.0492701,4.837591241,70.89733568,131.161227,131.0083096,5.230072993,0.007834944,32.6017847
U00302,Basic,1,120.7928994,4.597633136,65.51957466,120.8460458,120.1752514,14.38954635,0.053924337,30.04057731
U00303,Basic,1,122.904328,4.544419134,67.96679555,122.6920436,123.860805,14.24715262,0.118069145,30.13501828
U00304,Free,1,121.9815789,4.447368421,65.41920716,122.4012469,122.8703475,5.104894737,-0.053901244,30.50107996
U00305,Basic,1,120.968,4.688,77.35554972,121.0890857,120.110554,13.426,0.534562212,26.58693508
U00306,Basic,1,115.2121212,4.51010101,65.45232021,114.1737494,115.4858134,13.5530303,0.042784627,27.80218273
U00307,Free,1,117.5992063,4.321428571,66.03479542,117.0716931,117.3245579,4.999047619,0.344336938,28.52567248
U00308,Free,1,122.9431818,4.652272727,70.04813697,122.3732359,121.2105148,5.299840909,0.352424341,29.55851345
U00309,Free,1,129.0408163,4.836734694,69.53618147,129.558552,130.4541858,5.013673469,0.109589041,32.2064925
U00310,Premium,1,131.7189189,5.027027027,68.16579726,131.2271686,128.4978762,22.85621622,0.430124224,33.7459365
U00311,Premium,1,128.9235808,4.938864629,69.96842304,129.1413859,128.9222669,23.93973799,-0.279462332,32.06056479
U00312,Free,1,117.3513514,4.183783784,72.62393347,117.9090605,117.9446681,4.805594595,-0.279519938,26.40849564
U00313,Basic,1,125.6093366,4.71007371,70.89480643,125.7131333,127.459945,14.48464373,0.024630542,30.38831483
U00314,Premium,1,123.3277592,4.719063545,69.29460289,123.0533843,123.0122128,22.94983278,0.270373921,29.95844188
U00315,Basic,1,122.9485294,4.571078431,65.78613688,122.3818102,121.2069697,14.28125,0.242190242,30.81489423
U00316,Free,1,121.2212389,4.783185841,69.14217679,119.6155394,116.7134977,5.056061947,0.552380952,29.18079829
U00317,Basic,1,124.6209913,4.655976676,69.80779733,124.672088,125.0941823,14.33236152,0.097744361,30.3028503
U00318,Free,1,125.6997579,4.665859564,69.42931087,125.726594,126.5073644,5.358595642,0.111303745,30.85086776
U00319,Basic,1,120.9459459,4.335907336,67.84288887,121.8440982,123.4844899,13.62548263,-0.392580288,29.32628392
U00320,Free,1,131.7663158,4.844210526,66.82422239,131.8964812,132.2835023,5.228210526,-0.000301386,34.11252276
U00321,Free,1,125.515528,4.720496894,71.98315785,125.6735433,127.5649837,4.996397516,0.34375,30.02741289
U00322,Premium,1,127.797619,4.626984127,70.72473538,127.9037462,127.7824148,23.14444444,-0.069298495,31.28972224
U00323,Premium,1,120.0046948,4.694835681,65.94752182,120.7923429,121.4490525,22.48638498,-0.307951482,29.62607209
U00324,Free,1,128.2888889,4.822222222,62.83328442,129.9486508,131.8707545,5.092333333,-0.980047885,33.9122369
U00325,Free,1,121.2508361,4.351170569,68.11808182,122.1363911,123.4077424,4.907458194,-0.321188878,29.37026107
U00326,Basic,1,122.2179931,4.57266436,68.60701725,122.402797,122.0883554,14.45415225,-0.089873731,29.67689137
U00327,Free,1,132.4210526,5.228070175,66.93943468,129.9700919,127.6476466,5.023157895,0.97471555,34.4550117
U00328,Free,1,124.0404858,4.603238866,67.94332473,122.9674764,122.3421821,4.939311741,0.577235772,30.61416857
U00329,Premium,1,123.6608187,4.532163743,66.55236726,124.4564745,126.6690137,21.46666667,0.058823529,30.85826643
U00330,Basic,1,122.0588235,4.901960784,69.59548145,123.7467787,125.9454584,13.68382353,0.036775106,29.41547321
U00331,Basic,1,126.4948454,4.946735395,68.20184746,126.4045901,126.4018082,15.11726804,0.197442833,31.62140453
U00332,Free,1,121.4065511,4.643545279,66.54963841,121.5988898,121.4962609,5.289075145,-0.038610039,29.99079249
U00333,Basic,1,126.5027624,4.767955801,62.16549596,126.668653,127.2426135,14.17127072,-0.00952381,33.38184293
U00334,Free,1,128.039356,4.81216458,70.90051415,127.7905614,127.2541356,5.480661896,0.120583717,31.38923753
U00335,Premium,1,112.9552239,4.537313433,67.01848968,114.2724058,113.5393553,20.88656716,-0.62406015,26.43773668
U00336,Free,1,129.9736842,4.828947368,68.2169639,129.9109739,129.6445512,5.358383459,-0.051385526,32.97306873
U00337,Basic,1,119.4051095,4.737226277,69.75242909,119.6586809,118.6202012,14.27919708,-0.377289377,28.25748295
U00338,Free,1,121.0678466,4.637168142,68.82385909,121.204783,122.3464667,5.288495575,-0.278106509,29.17113136
U00339,Premium,1,123.2394107,4.769797422,66.21096159,123.9047575,125.3393999,23.75395948,-0.212967844,30.86341502
U00340,Free,1,126.0521542,4.666666667,68.68163844,125.3816866,124.7765845,5.351156463,0.312012987,31.21637015
U00341,Basic,1,122.7074468,4.664893617,67.12548293,122.0676798,120.9303184,13.7393617,0.328495034,30.34480193
U00342,Premium,1,121.112311,4.615550756,71.83392747,121.523213,121.9007924,22.99092873,-0.266542981,28.27941139
U00343,Free,1,125.3445693,4.734082397,69.90192417,125.6353576,126.1417416,5.403370787,-0.33566058,30.58747518
U00344,Free,1,122.8666667,5.222222222,68.98490532,121.3034127,121.7483245,4.722333333,0.805778491,30.01786174
U00345,Premium,1,124.7876254,4.705685619,67.35339476,124.5915831,124.2682417,23.62474916,0.050969131,31.12073743
U00346,Premium,1,123.8270945,4.723707665,66.34655115,123.6268356,123.6975047,23.67629234,0.050765306,31.04398474
U00347,Free,1,121.6350148,4.810089021,63.88167224,122.212364,122.978512,5.124747774,-0.258503401,30.93253097
U00348,Free,1,130.5092593,4.694444444,69.86415044,128.5160494,127.7987079,4.792222222,0.941255007,32.65279191
U00349,Premium,1,126.9972973,4.764864865,66.74077259,127.2518082,126.639205,23.45513514,-0.275648471,32.2061466
U00350,Basic,1,125.4102564,4.613053613,68.67973973,125.2349872,125.0293773,14.41724942,0.238317757,30.94409673
U00351,Premium,1,127.7489712,4.930041152,70.74960045,127.7774152,127.2318435,23.20329218,0.172373081,31.35372069
U00352,Basic,1,123.1112985,4.696458685,67.43157037,123.4635309,123.9239865,14.66357504,-0.24203668,30.42398589
U00353,Premium,1,126.6799242,4.683712121,71.00027191,126.567307,125.5046285,23.24772727,-0.112496612,30.77700176
U00354,Free,1,117.2750929,3.966542751,67.45287294,118.5056913,119.4643373,4.620111524,-0.727078891,27.86413812
U00355,Basic,1,123.1654135,4.481203008,60.69971364,121.8318117,119.4401902,12.98308271,-0.211038961,32.40061222
U00356,Free,1,122.8502825,4.624293785,66.30761418,122.4469532,123.2697444,5.161525424,0.222581951,30.63511687
U00357,Basic,1,123.8682842,4.47660312,67.58454113,123.9717958,124.4647952,14.29679376,-0.036706349,30.61493229
U00358,Premium,1,127.2992519,4.70074813,67.80599388,126.5349365,125.3714763,23.16109726,0.246428571,31.98812702
U00359,Basic,1,134.0253807,5.040609137,71.92788003,134.247196,130.5707601,14.48857868,-0.232507289,33.54397102
U00360,Free,1,127.4864341,4.618217054,69.55220887,127.4741648,126.9519678,5.191395349,0.034951456,31.5143761
U00361,Basic,1,126.1952862,4.919191919,69.6149831,126.47692,125.7315766,14.67508418,-0.076737452,31.06937712
U00362,Basic,1,125.5674157,4.595505618,68.36362057,125.51355,126.4592267,14.27317416,0.178269618,31.09653181
U00363,Basic,1,123.7080745,4.590062112,66.30605427,121.3162526,118.2935673,13.19409938,0.651785714,30.96843217
U00364,Premium,1,126.7105263,4.947368421,66.23527446,127.5541145,122.9744015,21.4877193,-0.170670038,32.29783872
U00365,Basic,1,130.3457944,4.962616822,71.30157864,131.0747219,130.4750387,14.34345794,0.100603622,32.23662921
U00366,Basic,1,122.507772,4.549222798,68.6443238,122.8530471,122.9547898,13.64896373,-0.288690476,29.77457851
U00367,Free,1,126.2380952,4.721088435,66.7611487,126.6119048,127.2999675,5.396071429,-0.10781212,31.88322002
U00368,Free,1,127.7865854,4.804878049,67.84570092,127.8006025,127.5397666,5.184512195,0.046745304,32.20238729
U00369,Basic,1,126.5927273,4.703636364,68.34892457,126.6028139,126.9897968,14.72954545,0.130106687,31.54350445
U00370,Premium,1,123.7813765,4.732793522,72.84779511,124.6750916,125.7372211,22.59595142,-0.140534262,29.07805013
U00371,Free,1,130.436214,4.930041152,67.37471204,129.3172644,131.0825222,5.326296296,0.411452184,33.44108433
U00372,Premium,1,122.9051724,4.375,66.47774392,122.2277504,121.0748281,21.50344828,0.315398887,30.53124579
U00373,Basic,1,128.6158192,5.028248588,69.98541437,128.1022599,127.5579014,14.33050847,-0.04788961,31.95917795
U00374,Basic,1,126.5705128,4.670940171,66.5643508,126.1721815,125.9399503,14.47489316,0.211379627,32.06018194
U00375,Premium,1,125.6609848,4.8125,64.41749891,125.9532693,126.0977535,23.74090909,-0.133640553,32.38289427
U00376,Basic,1,127.417122,4.938069217,67.37004587,127.8747333,128.2158726,15.03825137,-0.176485923,32.23725582
U00377,Basic,1,116.8488665,4.377833753,62.55098709,117.3905122,118.6412877,14.00188917,-0.143217893,29.2876006
U00378,Basic,1,131.6377953,5.031496063,64.82069419,131.0037683,129.7392673,13.83267717,0.517006803,34.71835867
U00379,Basic,1,128.0174672,4.794759825,70.00029444,128.3981701,127.9255123,14.30240175,-0.116541353,31.64532652
U00380,Free,1,126.4591304,4.75826087,64.49894721,126.6941201,127.2077422,5.503043478,0.045296167,32.66144627
U00381,Premium,1,125.6481013,4.936708861,72.60700762,125.6805124,125.4683458,23.81367089,-0.250906454,29.95815088
U00382,Free,1,127.970339,4.872881356,67.6433909,127.9876715,128.7586899,5.168644068,-0.219452888,32.35698273
U00383,Free,1,128.284188,4.792735043,67.67288209,128.0538818,127.3259192,5.328141026,0.0697461,32.4496311
U00384,Basic,1,122.6255507,4.317180617,71.81880317,122.7027481,122.1925425,13.4339207,-0.119469027,28.7997335
U00385,Free,1,118.7274336,4.497345133,64.46599691,118.6317952,118.8721081,5.136159292,0.036727457,29.50037792
U00386,Free,1,124.4954955,4.624624625,62.93165181,124.496761,123.9830111,4.934684685,-0.137263339,32.30609004
U00387,Basic,1,129.2160804,4.557788945,68.61493723,129.164525,129.161818,13.78517588,-0.121933622,32.46928767
U00388,Free,1,123.6229508,4.717213115,70.44137683,123.8191159,124.0835143,5.115614754,0.395061728,29.73193121
U00389,Free,1,128.4333996,4.892644135,70.75979442,128.254601,128.5778564,5.223459245,0.12464428,31.61321476
U00390,Basic,1,134.2119565,4.760869565,65.27302188,133.6763587,135.4071565,14.25951087,0.580796253,35.53113691
U00391,Basic,1,130.5931034,4.901149425,67.27525658,129.918243,128.8515497,14.87528736,0.271889401,33.52500923
U00392,Premium,1,121.6626506,4.78313253,67.12408924,121.4709983,120.8419334,22.77590361,-0.063940092,29.96277323
U00393,Basic,1,121.1767764,4.641247834,65.51055979,121.1403276,121.2759517,14.61265165,0.103174603,30.20991698
U00394,Free,1,125.3360324,4.668016194,68.71007294,125.2259977,124.5693673,5.084939271,0.095334686,30.92179593
U00395,Free,1,123.4706868,4.639865997,65.38742716,123.5264736,123.1647895,5.205728643,-0.055848514,31.16400636
U00396,Free,1,121.4726688,4.453376206,65.12543139,121.1835707,120.3482624,4.990996785,0.060368664,30.38745097
U00397,Free,1,124.7836257,4.622807018,71.74241422,124.3859371,123.8337852,5.099912281,0.099287809,29.77756813
U00398,Free,1,122.2870544,4.816135084,65.63084166,122.2069731,122.8248689,5.385984991,0.011278195,30.67040979
U00399,Basic,1,126.6611111,4.811111111,65.8028721,126.7369709,125.8400036,14.68541667,0.17270195,32.36691615
U00400,Free,1,128.1611374,4.677725118,69.24125236,129.5000451,131.057231,4.846208531,-0.523809524,31.89539681
U00401,Free,1,127.1195219,4.756972112,67.38453387,126.9100171,127.538969,5.20063745,0.182857143,32.05954024
U00402,Basic,1,125.7857143,4.964285714,66.34634972,125.7485969,125.6110088,14.50558036,0.176169122,31.89966651
U00403,Free,1,131.4690722,5.092783505,69.83787392,131.8748036,132.9121492,5.301804124,-0.339748335,33.16410174
U00404,Basic,1,116.095122,4.231707317,66.24515635,116.2746922,115.4950468,13.7652439,-0.070206078,27.83401407
U00405,Basic,1,124.2412178,4.606557377,68.09489723,124.2685625,124.2877505,14.37177986,0.08249497,30.64998516
U00406,Premium,1,126.6689342,4.725623583,71.40630436,126.5066515,126.4927143,23.45306122,-0.032142857,30.66336946
U00407,Free,1,121.7170819,4.546263345,70.0112602,121.533452,121.7176223,5.109608541,0.002037179,29.04733369
U00408,Premium,1,124.6470588,4.569411765,67.44912397,124.4256583,123.6058046,22.85458824,0.199123989,30.99490987
U00409,Basic,1,125.0906593,4.576923077,70.84099699,124.9887232,124.8563526,14.28434066,0.22274695,30.15704156
U00410,Free,1,125.6660079,4.786561265,66.97797556,125.3996189,124.7317105,5.291205534,0.076096181,31.60897887
U00411,Premium,1,117.9702703,4.608108108,65.99901455,117.3699485,116.815386,22.82594595,0.35617499,28.77083618
U00412,Basic,1,125.7890995,4.604265403,64.72303616,125.276828,124.2101325,14.39158768,0.30302002,32.28000858
U00413,Basic,1,123.3519062,4.454545455,63.82279792,123.4097263,122.7113282,14.03445748,0.169747899,31.53028672
U00414,Basic,1,121.9880668,4.747016706,65.06507126,121.7158143,121.6675291,14.6097852,0.159603554,30.69981037
U00415,Free,1,131.2722513,5.020942408,71.02873359,131.048982,131.0279262,5.427801047,0.174575425,32.70656317
U00416,Basic,1,118.4457831,4.439759036,63.32311583,118.8570998,119.6900869,13.38704819,-0.086580087,29.71330622
U00417,Premium,1,130.1044304,5.113924051,65.09562237,130.5409961,131.6250575,24.40886076,-0.045351474,34.04726266
U00418,Basic,1,121.2506667,4.466666667,70.21210755,121.4699937,122.2864975,14.00066667,-0.253246753,28.7766344
U00419,Premium,1,124.3701754,4.726315789,69.32502024,124.0215414,123.4742618,23.48701754,0.034145117,30.36845884
U00420,Basic,1,131.1891892,4.234234234,78.99433745,127.9074861,125.3552007,12.19594595,1.619480519,30.04764471
U00421,Free,1,118.4527027,4.608108108,72.96695249,116.3619691,114.0244231,4.769391892,0.773566569,26.87342777
U00422,Free,1,128.0423387,4.8125,68.08573983,128.5946045,129.2369788,5.32983871,-0.265800866,32.23496354
U00423,Basic,1,121.7388193,4.846153846,66.62797174,121.8178848,121.8078413,14.9852415,-0.122887865,30.16098236
U00424,Free,1,127.8482759,4.988505747,70.34237038,127.795457,127.957523,5.456551724,0.068466096,31.53315096
U00425,Basic,1,120.8438134,4.653144016,69.7949214,120.7253791,120.4405117,14.53448276,0.092624855,28.79499214
U00426,Premium,1,127.51606,4.892933619,70.52618824,127.5789793,128.2944053,23.97173448,0.061925199,31.3164476
U00427,Basic,1,126.1449275,4.68115942,66.89322238,126.4414424,126.6533995,14.25815217,-0.221818182,31.79435213
U00428,Basic,1,127.4306723,4.707983193,67.50416302,127.3666417,127.2837552,14.65178571,-0.04962406,32.13341496
U00429,Basic,1,127.0264317,4.746696035,69.3958783,127.0694986,127.3878629,14.69493392,0.116051719,31.41581801
U00430,Basic,1,125.6254682,4.988764045,68.81591492,125.8741038,124.7537628,14.80337079,0.032223416,31.102042
U00431,Basic,1,123.0305344,4.615776081,66.7747922,122.4106083,121.7630902,14.23791349,0.311588921,30.5645089
U00432,Free,1,121.9856115,4.410071942,68.69261219,121.3046249,120.7625369,4.736330935,0.49068323,29.50948253
U00433,Free,1,124.662116,4.788395904,66.89117119,124.2433935,123.3354858,5.402559727,0.131135531,31.23401383
U00434,Free,1,129.7471264,4.568965517,67.01185984,129.7999589,129.2836599,4.754482759,-0.374071016,33.16598228
U00435,Basic,1,121.5461741,4.519788918,64.68577728,122.6626209,123.0550779,14.32255937,-0.458427816,30.56867315
U00436,Free,1,122.3586957,5.054347826,67.83862266,126.2546066,131.6574568,4.821847826,-1.408163265,30.10819581
U00437,Free,1,121.1129326,4.459016393,69.46975368,121.18947,120.7468607,5.121256831,-0.088373306,28.94195186
U00438,Free,1,125.5621622,4.864864865,70.66757826,124.1723295,120.7946095,5.040648649,0.319099379,30.48405085
U00439,Free,1,119.2592593,4.532407407,69.95904665,119.6266755,119.0022726,5.024305556,-0.112956811,28.07571193
U00440,Free,1,123.1271186,4.669491525,71.52854552,123.1917877,122.5288385,4.444322034,-0.31013431,29.19313126
U00441,Premium,1,134.7967033,5.065934066,71.14892685,134.7255756,134.4597923,24.07472527,0.128295946,34.09378348
U00442,Free,1,125.8103131,4.843462247,68.85216026,126.0098264,125.7591359,5.507127072,-0.082235108,31.12151583
U00443,Free,1,128.75,4.731707317,73.12058658,126.7573316,126.190592,4.815365854,0.736196319,30.98333622
U00444,Free,1,119.9440299,4.436567164,65.197576,119.8624956,119.4902674,5.100727612,0.128437917,29.74930929
U00445,Free,1,125.5637255,4.362745098,69.03842677,126.02905,127.7663081,4.8125,0.158339198,30.82278569
U00446,Premium,1,128.079646,4.849557522,69.57642213,127.7727349,126.3594297,23.0159292,0.008253968,31.81379903
U00447,Premium,1,127.2554113,4.584415584,70.26567374,125.8019687,124.2705929,22.1021645,0.681987578,31.19778705
U00448,Premium,1,125.3813953,4.676744186,67.28114457,125.3957641,124.7628848,23.33767442,-0.051948052,31.37123803
U00449,Free,1,119.0875,4.3375,67.98445108,119.4936458,119.7599673,4.61325,-0.547169811,28.54091468
U00450,Free,1,119.0605428,4.51565762,67.80484904,119.4347251,119.5279842,5.218872651,-0.258218769,28.63745969
U00451,Basic,1,136.9923664,4.946564885,76.20840248,135.1882588,134.8401757,13.6851145,0.596703297,33.41839529
U00452,Basic,1,115.1734694,4.68877551,62.28854898,114.5612609,114.6657832,13.82908163,0.094505495,28.78945571
U00453,Basic,1,126.5772532,4.961373391,66.18456858,126.7718935,127.008076,14.99946352,-0.098924731,32.26394273
U00454,Premium,1,121.4375,4.552083333,64.3043366,121.7756634,123.4496244,22.75208333,0.051100336,30.64932402
U00455,Free,1,125.2429379,4.8173258,68.29678496,124.9443503,125.4085875,5.289774011,0.016981132,31.05333739
U00456,Basic,1,119.002004,4.488977956,70.25854789,118.6598817,118.4275713,14.15731463,0.121629375,27.86993062
U00457,Basic,1,124.4375,4.599264706,68.85151437,124.9235207,124.5712784,14.18106618,-0.103848181,30.4993251
U00458,Basic,1,123.6292335,4.677361854,66.75908086,123.847861,123.5322999,14.6697861,0.001530612,30.8271777
U00459,Basic,1,111.8681319,4.043956044,58.38139976,112.7356881,112.3090497,11.71703297,-0.688888889,28.44601963
U00460,Free,1,124.0185185,4.569444444,69.31523532,123.9845348,123.5498348,4.796805556,0.404651163,30.18367014
U00461,Free,1,126.9160584,4.948905109,66.92216442,127.6422662,128.1649777,5.359160584,-0.482993197,32.17444556
U00462,Free,1,120.7551546,4.618556701,68.79694509,120.593569,120.055536,5.147938144,0.041343669,29.04854534
U00463,Free,1,128.6797386,5.189542484,71.32438881,127.3260504,127.349354,5.046078431,0.62593985,31.63144153
U00464,Basic,1,126.1255144,4.965020576,68.3137461,125.1852146,124.0224284,15.0941358,0.329307806,31.4455881
U00465,Free,1,132.3156146,5.019933555,68.71974303,132.4674419,133.4275641,5.335913621,-0.24952381,33.816303
U00466,Free,1,117.5750916,4.36996337,66.39387688,118.0676347,119.155782,4.937252747,-0.095063025,28.42286258
U00467,Premium,1,119.2740741,4.577777778,69.51388037,119.2433995,119.2652541,22.98444444,-0.011396766,28.22879885
U00468,Free,1,125.8161765,4.849264706,70.1490549,125.6265931,125.712859,5.319705882,-0.101212441,30.73653353
U00469,Basic,1,120.1666667,4.640625,69.4024015,119.9065848,119.9579598,13.86848958,-0.228870606,28.63813372
U00470,Basic,1,123.6209302,4.872093023,65.5757018,123.1812292,122.2983607,14.84534884,0.287379287,31.23728946
U00471,Free,1,130.7965116,4.622093023,66.63083794,132.1409607,133.5397409,4.978255814,-1.215538847,33.71598118
U00472,Free,1,121.9518519,4.664814815,65.77215161,121.4081922,120.8526968,5.113055556,0.185793798,30.4485397
U00473,Premium,1,119.3663366,4.452145215,66.40777305,119.0666117,117.1394163,22.05808581,-0.007095553,29.1598463
U00474,Free,1,120.3506944,4.420138889,61.75964786,119.6914104,119.7832134,4.913333333,0.483325037,30.93842509
U00475,Basic,1,121.3333333,4.581481481,63.02754867,120.9092681,119.3379893,13.98888889,0.067976633,30.99951318
U00476,Free,1,123.0332031,4.650390625,66.82226859,122.8502558,122.6967794,5.271386719,0.045009785,30.56171786
U00477,Free,1,127.2372093,4.88372093,64.43085637,127.6717829,128.9592223,5.025767442,-0.455941255,33.03074309
U00478,Basic,1,125.8306452,4.685483871,75.38810497,129.446563,133.1540825,13.28629032,-1.753774681,29.12147174
U00479,Premium,1,121.8319328,4.558823529,66.16695191,122.2517407,123.4741585,22.11764706,0.056660639,30.2503346
U00480,Premium,1,123.2420382,4.649681529,68.01971101,122.9255384,124.8834649,21.77324841,0.301282051,30.28580644
U00481,Free,1,119.4093407,4.392857143,68.32079402,118.8860152,117.4779833,5.056071429,0.104683196,28.5853552
U00482,Premium,1,120.7161572,4.80349345,68.42893686,121.0320857,121.0614334,22.71790393,0.073308271,29.19882986
