date,user_id,content_id,watch_minutes,completed_flag,watch_sessions
2022-02-04,1327,217,54,0,1
2022-07-21,1327,182,21,0,1
2022-08-31,1327,192,75,0,1
2024-07-06,1328,116,24,0,1
2024-12-15,1328,263,38,0,1
2024-03-13,1328,205,10,0,1
2024-12-22,1328,171,63,0,1
2024-12-22,1328,211,94,1,1
2024-09-13,1328,146,18,0,1
2024-08-14,1328,81,11,0,1
2025-02-12,1328,71,5,0,1
2025-02-13,1328,278,80,1,1
2024-06-08,1328,191,86,1,1
2024-11-19,1328,46,61,0,1
2024-10-16,1328,173,78,0,1
2025-02-03,1328,13,72,1,1
2024-12-26,1328,94,80,1,1
2024-07-28,1328,293,93,0,1
2024-06-19,1328,270,70,0,1
2024-09-18,1328,161,6,0,1
2024-11-19,1328,181,93,0,1
2024-05-02,1328,173,41,0,1
2024-08-10,1328,218,56,0,1
2025-02-13,1328,127,51,0,1
2024-05-05,1328,135,17,0,1
2024-04-25,1328,156,49,0,1
2024-09-08,1328,216,39,0,1
2024-07-11,1328,137,117,1,1
2024-07-02,1328,130,62,1,1
2024-12-11,1328,213,73,1,1
2024-12-13,1328,206,58,0,1
2024-10-19,1328,186,62,0,1
2025-02-04,1328,63,67,0,1
2025-03-07,1328,75,70,0,1
2024-10-23,1328,118,71,0,1
2024-08-07,1328,198,97,1,1
2024-06-15,1328,120,77,1,1
2025-03-05,1328,254,35,0,1
2024-12-19,1328,40,92,1,1
2024-07-03,1328,14,48,0,1
2024-10-14,1328,162,43,0,1
2024-07-18,1328,216,31,0,1
2023-01-07,1329,106,36,0,1
2022-06-01,1329,53,8,0,1
2022-06-25,1329,33,82,0,1
2022-12-28,1329,123,87,1,1
2022-03-25,1329,9,66,0,1
2022-12-13,1329,48,94,0,1
2022-04-07,1329,172,75,0,1
2022-12-08,1329,264,60,0,1
2022-02-08,1329,193,93,1,1
2022-10-12,1329,45,43,0,1
2022-11-27,1329,231,21,0,1
2022-04-21,1329,226,103,0,1
2022-06-06,1329,190,72,0,1
2022-07-12,1329,9,39,0,1
2022-09-03,1329,52,94,0,1
2024-07-13,1330,152,63,0,1
2023-10-10,1330,104,99,1,1
2023-10-11,1330,15,20,0,1
2024-07-10,1330,250,8,0,1
2024-06-11,1330,239,43,0,1
2023-10-20,1330,92,53,0,1
2024-02-15,1330,38,104,0,1
2023-11-04,1330,61,78,0,1
2023-12-30,1330,8,42,0,1
2023-12-18,1330,292,89,1,1
2023-10-29,1330,45,54,0,1
2023-09-23,1330,183,38,0,1
2023-12-14,1330,288,80,0,1
2024-03-22,1330,43,83,0,1
2023-09-05,1330,212,18,0,1
2024-02-20,1330,143,97,0,1
2024-01-03,1330,213,14,0,1
2024-05-16,1330,250,80,1,1
2024-07-13,1330,230,89,0,1
2024-08-23,1330,250,80,1,1
2023-11-04,1330,57,67,0,1
2024-01-13,1330,78,108,0,1
2024-08-20,1330,288,82,0,1
2024-02-12,1330,296,39,0,1
2023-09-18,1330,20,96,0,1
2024-06-22,1330,38,25,0,1
2024-04-06,1330,10,104,0,1
2024-04-04,1330,101,20,0,1
2024-08-31,1330,280,8,0,1
2023-12-30,1330,151,46,0,1
2024-08-16,1330,117,23,0,1
2023-07-08,1331,24,95,0,1
2023-03-04,1331,258,11,0,1
2022-11-12,1331,1,15,0,1
2023-01-06,1331,188,35,0,1
2022-08-10,1331,77,28,0,1
2022-07-29,1331,186,81,0,1
2023-04-10,1331,112,61,1,1
2022-07-30,1331,12,94,0,1
2023-06-14,1331,6,5,0,1
2023-06-28,1331,124,69,1,1
2023-07-07,1331,15,99,1,1
2023-04-22,1331,199,38,0,1
2022-10-12,1331,37,46,0,1
2023-01-19,1331,95,23,0,1
2022-09-20,1331,6,103,1,1
2022-09-04,1331,295,29,0,1
2022-10-17,1331,83,8,0,1
2023-02-12,1331,289,104,1,1
2023-05-29,1331,178,15,0,1
2022-08-14,1331,247,42,0,1
2023-02-16,1331,150,46,0,1
2023-02-26,1331,244,99,0,1
2023-02-02,1331,166,13,0,1
2023-03-23,1331,29,73,0,1
2024-04-12,1332,126,80,0,1
2023-10-15,1332,106,109,1,1
2023-10-28,1332,184,52,0,1
2024-03-30,1332,265,82,0,1
2024-04-07,1332,287,84,0,1
2023-08-31,1332,31,54,0,1
2024-04-12,1332,167,7,0,1
2023-08-08,1332,30,71,0,1
2023-08-08,1332,186,81,0,1
2023-11-29,1332,14,14,0,1
2024-03-05,1332,191,65,0,1
2023-11-22,1332,293,25,0,1
2024-03-15,1332,207,72,1,1
2024-02-10,1332,280,77,0,1
2024-04-26,1332,135,50,0,1
2023-10-05,1332,213,73,1,1
2023-08-27,1332,5,88,1,1
2023-12-05,1332,250,74,1,1
2023-06-23,1332,28,58,0,1
2023-06-20,1332,113,18,0,1
2023-11-24,1332,207,36,0,1
2023-10-29,1332,211,17,0,1
2024-03-05,1332,138,114,0,1
2023-07-15,1332,280,63,0,1
2023-08-12,1332,113,59,0,1
2024-01-18,1332,50,23,0,1
2024-01-21,1332,58,101,0,1
2023-11-24,1332,229,97,0,1
2024-05-18,1332,72,100,0,1
2023-08-26,1332,173,30,0,1
2023-08-21,1332,82,63,0,1
2025-05-20,1333,246,46,0,1
2025-07-03,1333,235,34,0,1
2024-10-19,1333,292,59,0,1
2025-05-06,1333,271,106,1,1
2025-03-06,1333,96,101,0,1
2025-06-28,1333,145,57,0,1
2025-02-03,1333,230,74,0,1
2024-07-16,1334,72,38,0,1
2024-06-21,1334,243,34,0,1
2024-02-04,1334,8,61,0,1
2024-07-26,1334,205,38,0,1
2024-07-26,1334,18,77,0,1
2024-05-04,1334,14,10,0,1
2024-01-30,1334,218,40,0,1
2023-11-24,1334,203,22,0,1
2025-02-15,1335,272,80,0,1
2024-06-18,1335,47,58,0,1
2024-08-01,1335,205,107,0,1
2024-11-09,1335,16,5,0,1
2024-11-20,1335,221,31,0,1
2024-12-26,1335,62,85,0,1
2024-07-29,1335,117,73,0,1
2025-05-14,1335,201,98,1,1
2025-01-28,1335,101,85,1,1
2025-03-25,1335,285,106,0,1
2025-03-22,1335,276,23,0,1
2025-03-12,1335,93,30,0,1
2024-12-15,1335,189,19,0,1
2024-10-10,1335,45,10,0,1
2024-12-07,1335,43,20,0,1
2024-06-18,1335,74,23,0,1
2024-07-25,1335,140,74,0,1
2025-03-22,1335,198,10,0,1
2025-05-25,1335,236,15,0,1
2025-01-05,1336,72,93,0,1
2025-03-03,1336,26,48,0,1
2025-09-07,1336,280,81,0,1
2025-06-15,1336,81,111,0,1
2025-04-18,1336,139,24,0,1
2025-01-10,1336,236,103,0,1
2025-05-26,1336,6,103,1,1
2025-09-20,1336,53,109,0,1
2025-10-06,1336,65,84,0,1
2025-08-08,1336,109,16,0,1
2025-05-15,1336,256,66,1,1
2025-02-20,1336,223,114,1,1
2025-01-09,1336,85,34,0,1
2025-11-11,1336,264,95,0,1
2025-04-17,1336,289,47,0,1
2025-02-24,1336,299,49,0,1
2025-08-01,1336,244,91,0,1
2025-08-05,1336,115,103,1,1
2025-05-23,1336,281,89,1,1
2025-09-29,1336,121,16,0,1
2025-02-04,1336,80,69,0,1
2025-12-09,1336,282,61,1,1
2025-11-01,1336,297,55,0,1
2025-12-08,1336,12,101,0,1
2025-03-29,1336,257,23,0,1
2025-06-22,1336,237,76,0,1
2025-07-24,1336,126,8,0,1
2025-01-06,1336,26,87,1,1
2025-10-05,1336,104,99,1,1
2025-01-19,1336,178,71,0,1
2025-06-29,1336,202,33,0,1
2022-10-07,1337,117,46,0,1
2022-10-02,1337,274,85,0,1
2022-10-07,1337,149,71,0,1
2022-12-17,1337,96,110,1,1
2022-09-11,1337,175,97,1,1
2022-02-28,1337,91,16,0,1
2022-02-18,1337,56,70,0,1
2022-03-25,1337,283,77,0,1
2022-05-23,1337,66,110,0,1
2022-04-05,1337,71,12,0,1
2022-07-18,1337,6,63,0,1
2022-11-04,1337,79,60,0,1
2022-09-27,1337,156,98,0,1
2022-06-20,1337,173,99,0,1
2022-08-14,1337,178,36,0,1
2022-06-26,1337,234,70,0,1
2022-06-29,1337,260,82,1,1
2022-03-17,1337,146,86,0,1
2022-05-24,1337,174,113,1,1
2022-10-06,1337,213,25,0,1
2022-05-16,1337,158,68,0,1
2022-03-15,1337,133,9,0,1
2022-08-22,1337,75,89,1,1
2023-01-28,1337,120,42,0,1
2022-10-22,1337,186,18,0,1
2023-07-14,1338,13,31,0,1
2023-06-06,1338,68,63,0,1
2023-07-31,1338,251,99,0,1
2023-05-30,1338,18,85,0,1
2023-06-25,1338,3,83,0,1
2023-01-30,1338,287,12,0,1
2022-12-14,1338,3,16,0,1
2023-11-17,1338,106,98,0,1
2023-09-05,1338,209,18,0,1
2023-03-17,1338,243,79,0,1
2023-01-02,1338,263,53,0,1
2023-06-15,1338,263,18,0,1
2023-12-08,1339,144,81,1,1
2024-08-03,1339,61,41,0,1
2024-08-30,1339,273,35,0,1
2023-10-29,1339,88,115,0,1
2024-05-19,1339,288,35,0,1
2024-05-08,1339,240,13,0,1
2023-09-03,1339,126,105,0,1
2023-11-10,1339,162,47,0,1
2024-04-08,1339,161,73,0,1
2024-02-11,1339,79,78,0,1
2024-07-20,1339,47,65,0,1
2024-04-16,1339,96,92,0,1
2024-08-05,1339,41,42,0,1
2024-08-25,1339,203,15,0,1
2024-05-29,1339,105,69,0,1
2024-03-17,1339,1,101,0,1
2023-09-04,1339,82,41,0,1
2024-05-01,1339,281,86,1,1
2024-01-10,1339,171,30,0,1
2024-03-30,1339,143,10,0,1
2023-01-17,1340,42,42,0,1
2023-07-14,1340,193,9,0,1
2022-09-25,1340,95,47,0,1
2022-09-27,1340,195,46,0,1
2022-08-31,1340,96,63,0,1
2023-06-01,1340,230,110,0,1
2023-07-18,1340,219,113,0,1
2023-05-28,1340,106,48,0,1
2023-04-19,1340,294,48,0,1
2023-05-12,1340,80,37,0,1
2023-05-09,1340,66,111,0,1
2023-07-06,1340,99,32,0,1
2023-02-13,1340,241,79,0,1
2022-12-14,1340,216,20,0,1
2022-11-23,1340,279,63,0,1
2023-08-20,1340,291,93,0,1
2022-12-29,1340,169,98,1,1
2023-04-25,1341,46,106,0,1
2023-11-15,1341,288,91,1,1
2023-07-18,1341,87,47,0,1
2023-06-01,1341,12,87,0,1
2023-07-06,1341,92,79,0,1
2023-05-02,1341,189,50,0,1
2023-03-11,1341,160,80,1,1
2023-07-03,1341,188,86,1,1
2023-07-16,1341,169,98,1,1
2023-12-10,1341,289,48,0,1
2023-04-01,1341,266,28,0,1
2023-06-12,1341,290,103,1,1
2024-01-23,1341,20,109,1,1
2023-11-18,1341,55,117,0,1
2023-09-16,1341,213,54,0,1
2023-04-06,1341,177,101,0,1
2023-06-14,1341,138,96,0,1
2023-11-04,1341,119,82,0,1
2023-05-05,1341,233,24,0,1
2023-04-23,1341,83,52,0,1
2023-04-27,1341,289,104,1,1
2023-11-13,1341,287,106,0,1
2023-06-10,1341,248,65,1,1
2023-11-12,1341,205,42,0,1
2023-12-12,1341,267,31,0,1
2023-04-09,1341,231,68,0,1
2023-08-22,1341,15,86,0,1
2024-01-21,1341,257,23,0,1
2023-08-13,1341,192,38,0,1
2023-04-15,1341,266,69,1,1
2023-08-17,1341,167,68,1,1
2023-04-17,1341,288,55,0,1
2023-11-19,1341,57,88,0,1
2023-08-17,1341,183,10,0,1
2023-02-17,1341,154,99,0,1
2023-06-09,1341,210,91,1,1
2023-06-14,1341,78,9,0,1
2022-02-22,1342,1,88,0,1
2022-02-01,1342,125,114,0,1
2021-09-20,1342,65,14,0,1
2022-02-13,1342,178,55,0,1
2022-05-02,1342,297,62,0,1
2021-08-27,1342,68,28,0,1
2021-10-01,1342,228,111,0,1
2022-03-30,1342,258,100,0,1
2021-08-06,1342,268,16,0,1
2022-05-18,1342,72,26,0,1
2022-01-09,1342,62,68,0,1
2021-07-09,1342,156,8,0,1
2022-05-23,1342,83,102,0,1
2022-02-03,1342,260,65,0,1
2021-09-03,1342,108,106,0,1
2022-05-27,1342,134,106,0,1
2022-05-10,1342,118,60,0,1
2021-08-31,1342,155,39,0,1
2022-01-29,1342,210,62,0,1
2022-05-17,1342,191,86,1,1
2022-05-28,1342,101,85,1,1
2022-05-30,1342,81,37,0,1
2021-09-19,1342,40,51,0,1
2021-12-01,1342,283,11,0,1
2021-06-25,1342,114,86,0,1
2021-11-20,1342,46,23,0,1
2021-10-18,1342,236,27,0,1
2025-06-24,1343,207,20,0,1
2025-01-18,1343,286,29,0,1
2024-11-30,1343,33,41,0,1
2025-02-17,1343,165,65,1,1
2024-09-21,1343,257,67,0,1
2025-04-17,1343,114,69,0,1
2025-03-06,1343,120,14,0,1
2025-04-11,1343,213,14,0,1
2024-11-14,1343,86,55,0,1
2024-10-28,1343,201,77,0,1
2024-12-26,1343,85,62,0,1
2024-12-17,1343,194,119,0,1
2025-05-16,1343,24,101,0,1
2022-06-03,1344,113,55,0,1
2022-06-20,1344,277,51,0,1
2022-09-24,1344,131,53,0,1
2022-09-09,1344,210,15,0,1
2022-03-06,1344,89,79,0,1
2022-07-16,1344,88,52,0,1
2022-05-11,1344,89,113,0,1
2022-09-04,1344,248,24,0,1
2022-10-05,1344,81,24,0,1
2021-12-16,1344,226,84,0,1
2022-01-03,1344,200,46,0,1
2022-04-03,1344,192,8,0,1
2022-07-17,1344,124,69,1,1
2022-06-11,1344,235,65,0,1
2022-11-01,1344,194,49,0,1
2023-08-28,1345,23,15,0,1
2024-02-07,1345,262,67,1,1
2023-10-04,1345,255,39,0,1
2023-05-14,1345,214,85,0,1
2024-03-07,1345,68,78,1,1
2024-02-24,1345,220,47,0,1
2023-04-21,1345,45,52,0,1
2023-06-20,1345,47,8,0,1
2023-10-24,1345,239,53,0,1
2023-07-04,1345,34,105,1,1
2024-02-13,1345,233,97,1,1
2024-03-25,1345,56,96,1,1
2024-02-11,1345,197,37,0,1
2023-12-01,1345,224,95,0,1
2023-06-25,1345,42,119,0,1
2023-06-02,1345,100,61,0,1
2023-05-25,1345,123,60,0,1
2023-04-22,1345,56,60,0,1
2024-02-08,1345,168,43,0,1
2023-08-05,1345,67,99,1,1
2023-12-04,1345,94,69,0,1
2023-04-22,1345,230,7,0,1
2023-05-26,1345,219,28,0,1
2023-11-03,1345,65,87,0,1
2023-08-19,1345,160,66,0,1
2023-07-29,1345,292,70,0,1
2024-01-14,1345,46,81,0,1
2024-02-19,1345,27,58,1,1
2025-06-03,1346,25,92,0,1
2024-12-16,1346,282,52,0,1
2025-02-18,1346,208,78,0,1
2024-11-03,1346,91,70,0,1
2025-03-26,1346,9,81,0,1
2025-05-09,1346,72,31,0,1
2024-10-23,1346,213,45,0,1
2025-08-22,1346,158,48,0,1
2025-05-22,1346,47,97,1,1
2025-04-29,1346,158,26,0,1
2024-09-22,1346,84,42,0,1
2024-09-30,1346,185,85,0,1
2024-10-12,1346,194,115,0,1
2025-03-07,1346,31,30,0,1
2025-06-21,1346,200,83,1,1
2025-03-07,1346,184,87,0,1
2024-10-21,1346,58,81,0,1
2025-01-26,1346,68,55,0,1
2025-01-10,1346,190,113,0,1
2025-08-24,1346,191,76,0,1
2025-08-01,1346,86,44,0,1
2025-02-11,1346,145,5,0,1
2025-09-06,1346,96,88,0,1
2024-09-08,1346,169,95,1,1
2025-02-05,1346,274,98,1,1
2025-02-10,1346,85,16,0,1
2025-04-24,1346,88,119,0,1
2024-10-26,1346,243,85,0,1
2024-12-13,1346,16,119,0,1
2025-05-21,1346,155,109,0,1
2025-03-07,1346,164,11,0,1
2025-06-24,1346,4,30,0,1
2025-02-02,1346,205,103,0,1
2024-07-23,1347,145,73,0,1
2024-08-14,1347,95,43,0,1
2024-01-02,1347,24,85,0,1
2024-07-04,1347,226,111,0,1
2023-12-07,1347,118,65,0,1
2024-10-21,1347,271,40,0,1
2024-03-03,1347,165,72,1,1
2024-01-03,1347,218,102,1,1
2024-05-23,1347,268,76,0,1
2024-06-27,1347,136,45,0,1
2024-01-10,1347,109,60,1,1
2024-07-18,1347,43,41,0,1
2024-01-27,1347,281,8,0,1
2023-12-09,1347,136,77,1,1
2021-12-31,1348,243,99,1,1
2022-07-12,1348,172,93,1,1
2021-12-17,1348,14,95,1,1
2022-02-16,1348,26,87,1,1
2022-06-23,1348,272,96,0,1
2022-09-24,1348,203,27,0,1
2022-01-15,1348,223,70,0,1
2022-03-10,1348,59,35,0,1
2022-02-22,1348,256,31,0,1
2021-10-31,1348,191,86,1,1
2022-05-24,1348,19,43,0,1
2022-08-31,1348,119,50,0,1
2022-05-21,1348,166,71,0,1
2022-12-28,1349,255,52,0,1
2022-10-17,1349,189,71,0,1
2022-10-17,1349,82,12,0,1
2023-03-20,1349,214,92,0,1
2023-03-13,1349,270,51,0,1
2022-05-18,1349,250,38,0,1
2023-02-05,1349,48,95,0,1
2022-06-08,1349,157,33,0,1
2022-08-12,1349,191,86,1,1
2022-06-11,1349,194,41,0,1
2022-12-31,1349,126,49,0,1
2022-10-26,1349,18,17,0,1
2023-03-19,1349,285,60,0,1
2022-11-12,1349,20,105,1,1
2022-12-13,1349,189,90,0,1
2022-08-20,1349,171,51,0,1
2023-01-31,1349,129,99,0,1
2022-11-11,1349,26,68,0,1
2022-10-31,1349,262,67,1,1
2023-03-08,1349,66,46,0,1
2022-05-21,1349,286,86,0,1
2022-07-31,1349,213,69,1,1
2022-10-16,1349,160,80,1,1
2022-10-03,1349,117,18,0,1
2022-04-29,1349,36,88,1,1
2023-01-14,1349,109,39,0,1
2023-03-21,1349,46,109,0,1
2023-01-18,1349,61,34,0,1
2022-07-31,1349,32,34,0,1
2023-03-28,1349,231,60,0,1
2022-11-05,1349,98,12,0,1
2022-05-26,1349,263,78,0,1
2023-01-25,1349,149,96,0,1
2022-12-21,1350,105,7,0,1
2023-04-27,1350,17,37,0,1
2022-11-23,1350,37,37,0,1
2023-07-22,1350,284,91,0,1
2023-05-02,1350,120,77,1,1
2023-01-10,1350,176,64,1,1
2022-11-29,1350,235,100,1,1
2023-01-14,1350,89,105,0,1
2023-04-05,1350,16,110,0,1
2023-06-10,1350,27,51,0,1
2023-04-16,1350,139,95,0,1
2022-11-22,1350,182,15,0,1
2022-11-20,1350,28,98,0,1
2023-01-14,1350,164,119,0,1
2023-01-25,1350,99,67,0,1
2023-09-16,1350,205,52,0,1
2023-01-20,1350,266,30,0,1
2023-07-13,1350,145,83,1,1
2023-04-17,1350,278,80,1,1
2022-12-19,1350,289,94,1,1
2023-10-30,1350,181,15,0,1
2023-07-26,1350,157,42,0,1
2023-11-05,1350,123,62,0,1
2023-08-11,1350,182,98,1,1
2023-05-22,1350,57,83,0,1
2023-01-23,1350,58,53,0,1
2023-08-25,1350,46,119,0,1
2023-01-06,1350,208,102,0,1
2023-02-06,1350,7,112,0,1
2023-08-25,1350,137,53,0,1
2023-10-06,1350,193,93,1,1
2023-02-05,1350,95,83,0,1
2022-11-28,1350,179,38,0,1
2024-02-25,1351,214,16,0,1
2023-12-14,1351,159,58,0,1
2024-01-31,1351,150,99,1,1
2023-09-04,1351,192,64,0,1
2024-02-08,1351,284,25,0,1
2024-05-20,1351,234,81,0,1
2023-08-06,1351,279,119,1,1
2023-09-29,1351,90,67,1,1
2023-09-29,1351,294,20,0,1
2022-06-12,1352,41,48,0,1
2022-07-03,1352,299,27,0,1
2021-10-04,1352,93,29,0,1
2021-10-09,1352,275,60,0,1
2022-01-14,1352,294,23,0,1
2022-01-18,1352,230,81,0,1
2022-03-30,1352,98,62,0,1
2022-09-05,1352,177,102,0,1
2022-05-16,1352,236,96,0,1
2022-06-11,1352,216,52,0,1
2022-09-04,1352,205,30,0,1
2022-02-15,1352,44,18,0,1
2021-11-24,1352,160,80,1,1
2022-04-24,1352,75,88,1,1
2023-07-23,1353,114,65,0,1
2023-01-27,1353,246,90,0,1
2023-10-24,1353,159,33,0,1
2023-09-09,1353,12,39,0,1
2023-10-05,1353,169,31,0,1
2023-10-19,1353,76,32,0,1
2023-02-09,1353,259,96,1,1
2022-11-29,1353,285,36,0,1
2023-01-19,1353,223,60,0,1
2023-10-13,1353,229,25,0,1
2023-07-22,1353,41,110,0,1
2022-12-16,1353,246,64,0,1
2023-06-17,1353,183,7,0,1
2023-03-30,1353,270,49,0,1
2023-03-15,1353,227,64,0,1
2023-05-22,1353,63,56,0,1
2022-12-18,1353,113,114,1,1
2022-11-29,1353,258,63,0,1
2022-12-24,1353,248,65,1,1
2022-12-05,1353,190,36,0,1
2023-02-09,1353,102,39,0,1
2023-01-12,1353,36,23,0,1
2023-03-29,1353,153,50,0,1
2023-10-08,1353,121,106,1,1
2023-03-01,1353,23,119,0,1
2023-04-30,1353,163,81,0,1
2023-09-14,1353,216,101,0,1
2023-06-13,1353,137,117,1,1
2022-12-17,1353,160,70,0,1
2023-09-22,1353,121,93,0,1
2023-06-07,1353,215,19,0,1
2023-04-30,1353,16,50,0,1
2023-11-20,1353,200,52,0,1
2023-01-30,1353,19,94,0,1
2023-01-02,1353,186,59,0,1
2023-10-01,1353,47,7,0,1
2023-02-22,1353,62,5,0,1
2023-01-04,1353,161,27,0,1
2024-10-06,1354,125,53,0,1
2025-04-02,1354,71,92,0,1
2025-07-07,1354,247,80,1,1
2024-09-26,1354,100,92,1,1
2024-08-19,1354,174,40,0,1
2025-02-06,1354,31,93,1,1
2024-12-06,1354,186,100,0,1
2024-10-10,1354,103,97,0,1
2025-02-19,1354,201,82,0,1
2025-04-23,1354,261,56,0,1
2024-09-19,1354,134,73,0,1
2024-11-19,1354,181,65,0,1
2025-01-12,1354,132,50,0,1
2025-01-25,1354,62,96,0,1
2025-06-24,1354,215,71,0,1
2025-05-25,1354,66,22,0,1
2025-04-16,1354,96,52,0,1
2024-10-05,1354,240,83,1,1
2025-04-05,1354,155,66,0,1
2024-11-28,1354,1,54,0,1
2024-09-27,1354,72,21,0,1
2024-08-19,1354,78,111,0,1
2025-03-11,1354,205,71,0,1
2024-09-09,1354,291,60,0,1
2025-04-07,1354,45,68,1,1
2025-06-03,1354,197,61,0,1
2024-12-26,1354,238,33,0,1
2025-03-27,1354,150,89,0,1
2024-12-01,1354,177,16,0,1
2025-03-05,1354,217,12,0,1
2024-09-03,1354,168,49,0,1
2024-10-21,1354,191,55,0,1
2025-04-12,1354,10,80,0,1
2025-03-20,1354,121,75,0,1
2025-02-07,1354,56,103,1,1
2024-10-30,1354,212,17,0,1
2024-10-21,1354,115,92,0,1
2025-01-23,1354,114,58,0,1
2024-11-18,1355,181,24,0,1
2024-11-04,1355,168,102,0,1
2025-01-22,1355,87,117,1,1
2025-04-17,1355,56,37,0,1
2025-05-29,1355,98,30,0,1
2025-10-18,1355,29,98,0,1
2025-10-24,1355,153,77,1,1
2025-04-14,1355,121,16,0,1
2025-10-08,1355,39,23,0,1
2025-03-20,1355,29,70,0,1
2025-01-22,1355,243,99,1,1
2025-06-03,1355,20,61,0,1
2025-10-12,1355,265,6,0,1
2025-03-29,1355,34,25,0,1
2025-09-28,1355,206,85,0,1
2025-09-30,1355,278,63,0,1
2025-01-16,1355,191,36,0,1
2025-08-21,1355,220,78,1,1
2024-11-26,1355,291,50,0,1
2025-02-28,1355,164,112,0,1
2025-05-02,1355,83,94,0,1
2025-10-15,1355,26,11,0,1
2021-09-02,1356,215,104,0,1
2022-03-23,1356,81,88,0,1
2021-11-16,1356,112,61,1,1
2021-08-23,1356,223,84,0,1
2021-08-28,1356,74,70,0,1
2021-12-03,1356,297,90,0,1
2022-03-10,1356,192,11,0,1
2021-08-23,1356,127,49,0,1
2021-05-22,1356,167,23,0,1
2022-01-01,1356,38,21,0,1
2021-08-01,1356,79,73,0,1
2021-12-20,1356,102,111,0,1
2022-04-12,1356,260,39,0,1
2021-07-16,1356,110,62,0,1
2021-10-27,1356,238,40,0,1
2022-04-15,1356,212,78,1,1
2022-03-01,1356,84,64,1,1
2021-09-01,1356,84,64,1,1
2021-10-19,1356,203,75,0,1
2022-02-27,1356,108,35,0,1
2021-06-11,1356,87,116,1,1
2021-09-12,1356,65,115,0,1
2022-01-13,1356,88,83,0,1
2021-10-15,1356,149,90,0,1
2021-05-16,1356,151,65,1,1
2022-03-13,1356,289,40,0,1
2021-12-10,1356,186,94,0,1
2023-02-06,1357,287,108,0,1
2023-01-02,1357,173,87,0,1
2022-10-24,1357,178,71,0,1
2023-01-10,1357,229,5,0,1
2023-02-22,1357,83,98,0,1
2022-11-09,1357,99,39,0,1
2024-05-26,1358,173,55,0,1
2024-12-06,1358,153,60,0,1
2024-10-14,1358,131,79,0,1
2024-02-15,1358,62,102,0,1
2024-04-07,1358,195,73,0,1
2024-07-11,1358,166,92,0,1
2024-10-06,1358,217,42,0,1
2024-09-02,1358,218,104,1,1
2024-01-16,1358,283,85,0,1
2024-05-14,1358,131,108,0,1
2024-01-20,1358,190,18,0,1
2024-07-31,1358,172,29,0,1
2024-06-30,1358,203,56,0,1
2024-05-12,1358,246,38,0,1
2024-09-28,1358,120,77,1,1
2024-09-06,1358,193,9,0,1
2024-06-26,1358,150,47,0,1
2021-08-24,1359,277,65,1,1
2021-02-28,1359,265,44,0,1
2021-03-14,1359,251,119,0,1
2021-04-10,1359,73,14,0,1
2021-04-23,1359,74,109,1,1
2021-09-30,1359,230,8,0,1
2022-03-21,1360,100,31,0,1
2021-05-26,1360,104,13,0,1
2022-03-30,1360,252,36,0,1
2021-06-19,1360,220,26,0,1
2022-03-03,1360,209,21,0,1
2021-09-22,1360,54,83,0,1
2022-03-19,1360,160,32,0,1
2022-04-17,1360,167,68,1,1
2021-10-20,1360,282,62,1,1
2021-11-26,1360,147,17,0,1
2022-03-01,1360,239,77,0,1
2021-11-06,1360,232,62,1,1
2021-12-05,1360,21,13,0,1
2021-11-09,1360,197,9,0,1
2022-04-13,1360,271,81,0,1
2021-08-25,1360,172,51,0,1
2021-06-21,1360,36,53,0,1
2021-10-13,1360,130,65,1,1
2021-10-22,1360,178,35,0,1
2022-04-27,1360,69,21,0,1
2021-11-29,1361,255,70,0,1
2022-04-19,1361,63,32,0,1
2022-01-17,1361,97,32,0,1
2022-03-11,1361,143,79,0,1
2022-03-24,1361,297,114,0,1
2022-02-10,1361,76,78,0,1
2022-01-23,1361,256,66,1,1
2022-05-31,1361,120,55,0,1
2021-11-10,1361,144,69,0,1
2022-03-05,1361,57,41,0,1
2021-12-20,1361,65,53,0,1
2024-12-16,1362,236,36,0,1
2024-12-15,1362,101,37,0,1
2024-06-23,1362,154,47,0,1
2024-04-08,1362,78,80,0,1
2024-06-11,1362,7,89,0,1
2024-04-22,1362,10,104,0,1
2024-08-12,1362,34,86,0,1
2024-07-27,1362,130,65,1,1
2024-04-09,1362,5,30,0,1
2024-10-14,1362,282,62,1,1
2024-09-26,1362,85,26,0,1
2024-11-16,1362,42,104,0,1
2024-08-01,1362,159,89,1,1
2024-10-31,1362,225,90,0,1
2025-02-21,1362,240,70,0,1
2024-12-08,1362,67,99,1,1
2024-09-02,1362,279,54,0,1
2025-01-10,1362,197,48,0,1
2021-07-30,1363,99,100,0,1
2022-04-27,1363,298,92,0,1
2021-12-14,1363,211,86,1,1
2021-09-29,1363,91,79,0,1
2022-04-18,1363,259,43,0,1
2024-08-13,1364,278,39,0,1
2025-04-07,1364,31,73,0,1
2024-10-18,1364,96,119,1,1
2024-11-20,1364,266,69,1,1
2024-11-07,1364,137,65,0,1
2025-02-14,1364,149,116,1,1
2025-04-16,1364,61,16,0,1
2024-10-14,1364,277,58,0,1
2024-08-27,1364,169,98,1,1
2024-12-01,1364,224,63,0,1
2024-08-09,1364,11,33,0,1
2025-06-05,1365,114,60,0,1
2025-06-15,1365,181,7,0,1
2024-11-20,1365,267,27,0,1
2025-01-02,1365,265,87,0,1
2025-06-22,1365,156,114,0,1
2025-01-25,1365,275,101,0,1
