policy_id,policy_start_date,vehicle_type,policy_type,region,vehicle_age,driver_age,base_premium,discount_pct,final_premium,expected_claim_cost,policy_year,underwriting_margin,premium_per_vehicle_age,discount_applied,discount_bucket,avg_vehicle_premium,premium_deviation_pct,risk_adjusted_discount,pricing_status,effective_price_index
POL10366,7/7/2023,Hatchback,Third Party,East,11,64,11300,15,9605,5497.845217,2023,4107.154783,800.4166667,1,High,11091.59585,-13.40290312,1.25,Profitable,0.865970969
POL10367,12/26/2023,SUV,Third Party,East,8,56,15400,0,15400,9399.005609,2023,6000.994391,1711.111111,0,No Discount,16035.20315,-3.961304012,0,Profitable,0.96038696
POL10368,10/17/2023,Hatchback,Comprehensive,West,4,21,13700,0,13700,6326.439415,2023,7373.560585,2740,0,No Discount,11091.59585,23.51694194,0,Profitable,1.235169419
POL10369,10/30/2024,Sedan,Third Party,East,10,51,13000,10,11700,7469.227781,2024,4230.772219,1063.636364,1,Medium,13138.71795,-10.95021565,0.909090909,Profitable,0.890497844
POL10370,7/29/2024,Sedan,Third Party,West,7,32,12100,5,11495,5081.981734,2024,6413.018266,1436.875,1,Low,13138.71795,-12.51048965,0.625,Profitable,0.874895104
POL10371,9/16/2024,Hatchback,Comprehensive,West,7,23,14600,15,12410,6871.202123,2024,5538.797877,1551.25,1,High,11091.59585,11.88651456,1.875,Profitable,1.118865146
POL10372,6/4/2023,Hatchback,Comprehensive,East,9,26,13200,10,11880,6930.901338,2023,4949.098662,1188,1,Medium,11091.59585,7.108121914,1,Profitable,1.071081219
POL10373,6/25/2024,Hatchback,Comprehensive,North,9,57,13200,5,12540,7243.744609,2024,5296.255391,1254,1,Low,11091.59585,13.05857313,0.5,Profitable,1.130585731
POL10374,7/20/2023,Luxury,Third Party,East,13,37,21900,0,21900,11741.79103,2023,10158.20897,1564.285714,0,No Discount,20650.76512,6.049339421,0,Profitable,1.060493394
POL10375,3/9/2023,Luxury,Comprehensive,North,1,42,20800,0,20800,15296.72947,2023,5503.270532,10400,0,No Discount,20650.76512,0.722660272,0,Profitable,1.007226603
POL10376,7/7/2024,SUV,Comprehensive,South,0,41,15500,0,15500,7875.535691,2024,7624.464309,15500,0,No Discount,16035.20315,-3.337676116,0,Profitable,0.966623239
POL10377,10/27/2023,SUV,Comprehensive,North,11,44,18800,15,15980,7354.133375,2023,8625.866625,1331.666667,1,High,16035.20315,-0.344262215,1.25,Profitable,0.996557378
POL10378,5/19/2023,Hatchback,Comprehensive,East,11,38,13800,5,13110,8229.814882,2023,4880.185118,1092.5,1,Low,11091.59585,18.19759918,0.416666667,Profitable,1.181975992
POL10379,6/14/2023,SUV,Third Party,North,0,57,13000,5,12350,6065.083696,2023,6284.916304,12350,1,Low,16035.20315,-22.98195484,5,Profitable,0.770180452
POL10380,3/5/2023,Sedan,Comprehensive,South,12,32,16100,0,16100,11243.33865,2023,4856.661351,1238.461538,0,No Discount,13138.71795,22.53859214,0,Profitable,1.225385921
POL10381,5/1/2024,Hatchback,Comprehensive,West,8,32,12900,15,10965,8548.80586,2024,2416.19414,1218.333333,1,High,11091.59585,-1.141367274,1.666666667,Profitable,0.988586327
POL10382,10/27/2024,Luxury,Comprehensive,West,5,56,22000,0,22000,10588.3632,2024,11411.6368,3666.666667,0,No Discount,20650.76512,6.53358298,0,Profitable,1.06533583
POL10383,8/4/2023,Sedan,Comprehensive,West,8,37,14900,10,13410,10624.68584,2023,2785.314161,1490,1,Medium,13138.71795,2.064752835,1.111111111,Profitable,1.020647528
POL10384,3/23/2023,Sedan,Comprehensive,East,3,27,13400,15,11390,5469.361893,2023,5920.638107,2847.5,1,High,13138.71795,-13.30965438,3.75,Profitable,0.866903456
POL10385,11/25/2023,Hatchback,Third Party,North,0,53,8000,10,7200,3059.87787,2023,4140.12213,7200,1,Medium,11091.59585,-35.08598672,10,Profitable,0.649140133
POL10386,11/19/2023,Sedan,Comprehensive,South,12,51,16100,10,14490,10216.0087,2023,4273.991296,1114.615385,1,Medium,13138.71795,10.28473293,0.769230769,Profitable,1.102847329
POL10387,1/22/2023,SUV,Comprehensive,South,9,62,18200,5,17290,11373.15644,2023,5916.843563,1729,1,Low,16035.20315,7.825263223,0.5,Profitable,1.078252632
POL10388,7/23/2023,SUV,Third Party,West,13,50,16900,0,16900,13505.26898,2023,3394.731016,1207.142857,0,No Discount,16035.20315,5.393114429,0,Profitable,1.053931144
POL10389,9/21/2023,Luxury,Third Party,South,6,23,21800,10,19620,14394.3668,2023,5225.633203,2802.857143,1,Medium,20650.76512,-4.991413724,1.428571429,Profitable,0.950085863
POL10390,1/1/2023,Hatchback,Third Party,West,4,29,9200,10,8280,6113.691808,2023,2166.308192,1656,1,Medium,11091.59585,-25.34888473,2,Profitable,0.746511153
POL10391,7/13/2023,Hatchback,Third Party,South,13,34,11900,0,11900,6697.826888,2023,5202.173112,850,0,No Discount,11091.59585,7.288438617,0,Profitable,1.072884386
POL10392,12/24/2023,Hatchback,Comprehensive,South,11,33,13800,15,11730,5031.308902,2023,6698.691098,977.5,1,High,11091.59585,5.755746637,1.25,Profitable,1.057557466
POL10393,7/26/2024,Hatchback,Comprehensive,South,7,37,12600,5,11970,8592.140427,2024,3377.859573,1496.25,1,Low,11091.59585,7.91954708,0.625,Profitable,1.079195471
POL10394,10/17/2024,Sedan,Third Party,South,12,51,13600,0,13600,6968.664474,2024,6631.335526,1046.153846,0,No Discount,13138.71795,3.510860444,0,Profitable,1.035108604
POL10395,8/3/2023,Luxury,Comprehensive,East,5,49,22000,5,20900,15401.04904,2023,5498.950961,3483.333333,1,Low,20650.76512,1.206903831,0.833333333,Profitable,1.012069038
POL10396,8/21/2023,Hatchback,Third Party,East,4,39,9200,5,8740,3925.730692,2023,4814.269308,1748,1,Low,11091.59585,-21.20160054,1,Profitable,0.787983995
POL10397,12/3/2023,SUV,Comprehensive,South,9,56,18200,5,17290,7412.401476,2023,9877.598524,1729,1,Low,16035.20315,7.825263223,0.5,Profitable,1.078252632
POL10398,6/9/2023,Sedan,Comprehensive,South,3,44,13400,0,13400,8379.22867,2023,5020.77133,3350,0,No Discount,13138.71795,1.988641908,0,Profitable,1.019886419
POL10399,9/17/2023,Hatchback,Comprehensive,South,11,51,13800,0,13800,6258.732564,2023,7541.267436,1150,0,No Discount,11091.59585,24.41852546,0,Profitable,1.244185255
POL10400,12/20/2023,SUV,Third Party,North,14,51,17200,0,17200,12267.15446,2023,4932.845535,1146.666667,0,No Discount,16035.20315,7.263998117,0,Profitable,1.072639981
POL10401,4/6/2023,Sedan,Comprehensive,West,1,28,12800,0,12800,6383.73821,2023,6416.26179,6400,0,No Discount,13138.71795,-2.5780137,0,Profitable,0.974219863
POL10402,6/6/2023,Luxury,Comprehensive,East,2,29,21100,10,18990,9976.190782,2023,9013.809218,6330,1,Medium,20650.76512,-8.042148146,3.333333333,Profitable,0.919578519
POL10403,9/3/2024,Luxury,Comprehensive,East,0,26,20500,0,20500,16105.44302,2024,4394.556985,20500,0,No Discount,20650.76512,-0.730070405,0,Profitable,0.992699296
POL10404,2/25/2024,Hatchback,Third Party,North,0,47,8000,10,7200,4826.44151,2024,2373.55849,7200,1,Medium,11091.59585,-35.08598672,10,Profitable,0.649140133
POL10405,6/24/2023,Hatchback,Comprehensive,North,4,53,11700,0,11700,5286.531048,2023,6413.468952,2340,0,No Discount,11091.59585,5.485271582,0,Profitable,1.054852716
POL10406,3/27/2024,SUV,Third Party,North,3,39,13900,5,13205,10561.18072,2024,2643.819277,3301.25,1,Low,16035.20315,-17.64993633,1.25,Profitable,0.823500637
POL10407,4/11/2023,Sedan,Third Party,West,8,55,12400,5,11780,5696.255396,2023,6083.744604,1308.888889,1,Low,13138.71795,-10.34132823,0.555555556,Profitable,0.896586718
POL10408,8/15/2023,Sedan,Third Party,North,12,38,13600,5,12920,7316.841484,2023,5603.158516,993.8461538,1,Low,13138.71795,-1.664682578,0.384615385,Profitable,0.983353174
POL10409,6/11/2024,Sedan,Comprehensive,South,7,42,14600,0,14600,9798.42909,2024,4801.57091,1825,0,No Discount,13138.71795,11.12195312,0,Profitable,1.111219531
POL10410,6/22/2023,Hatchback,Third Party,West,6,56,9800,10,8820,4641.533269,2023,4178.466731,1260,1,Medium,11091.59585,-20.48033373,1.428571429,Profitable,0.795196663
POL10411,5/29/2023,SUV,Comprehensive,North,3,41,16400,0,16400,8972.67608,2023,7427.32392,4100,0,No Discount,16035.20315,2.274974949,0,Profitable,1.022749749
POL10412,11/9/2023,SUV,Comprehensive,North,11,30,18800,0,18800,10370.78725,2023,8429.212754,1566.666667,0,No Discount,16035.20315,17.24204445,0,Profitable,1.172420445
POL10413,2/2/2024,Sedan,Comprehensive,East,5,37,14000,15,11900,6029.373936,2024,5870.626064,1983.333333,1,High,13138.71795,-9.427997112,2.5,Profitable,0.905720029
POL10414,6/24/2024,Sedan,Comprehensive,West,9,58,15200,10,13680,7961.316163,2024,5718.683837,1368,1,Medium,13138.71795,4.119747858,1,Profitable,1.041197479
POL10415,11/17/2024,Hatchback,Third Party,West,10,62,11000,10,9900,7156.335928,2024,2743.664072,900,1,Medium,11091.59585,-10.74323174,0.909090909,Profitable,0.892567683
POL10416,11/4/2024,Hatchback,Comprehensive,West,4,45,11700,10,10530,6393.649743,2024,4136.350257,2106,1,Medium,11091.59585,-5.063255576,2,Profitable,0.949367444
POL10417,9/29/2024,Sedan,Comprehensive,North,3,33,13400,15,11390,8415.209128,2024,2974.790872,2847.5,1,High,13138.71795,-13.30965438,3.75,Profitable,0.866903456
POL10418,4/1/2024,Sedan,Comprehensive,East,8,28,14900,0,14900,6867.873603,2024,8032.126397,1655.555556,0,No Discount,13138.71795,13.40528093,0,Profitable,1.134052809
POL10419,9/7/2024,Hatchback,Third Party,South,1,48,8300,5,7885,3342.345806,2024,4542.654194,3942.5,1,Low,11091.59585,-28.91013962,2.5,Profitable,0.710898604
POL10420,8/6/2023,Sedan,Comprehensive,East,4,52,13700,5,13015,8561.741656,2023,4453.258344,2603,1,Low,13138.71795,-0.941628774,1,Profitable,0.990583712
POL10421,6/23/2024,SUV,Third Party,South,11,27,16300,0,16300,10578.13694,2024,5721.863057,1358.333333,0,No Discount,16035.20315,1.651347053,0,Profitable,1.016513471
POL10422,1/29/2024,Hatchback,Third Party,North,4,28,9200,5,8740,4853.027309,2024,3886.972691,1748,1,Low,11091.59585,-21.20160054,1,Profitable,0.787983995
POL10423,2/16/2024,Sedan,Comprehensive,East,3,58,13400,0,13400,7879.137117,2024,5520.862883,3350,0,No Discount,13138.71795,1.988641908,0,Profitable,1.019886419
POL10424,7/12/2024,Hatchback,Comprehensive,South,0,25,10500,5,9975,4908.701174,2024,5066.298826,9975,1,Low,11091.59585,-10.0670441,5,Profitable,0.899329559
POL10425,9/5/2023,Hatchback,Comprehensive,East,1,35,10800,0,10800,8419.987568,2023,2380.012432,5400,0,No Discount,11091.59585,-2.628980078,0,Profitable,0.973710199
POL10426,7/11/2024,Hatchback,Third Party,South,13,38,11900,5,11305,5337.352484,2024,5967.647516,807.5,1,Low,11091.59585,1.924016687,0.357142857,Profitable,1.019240167
POL10427,8/11/2023,Hatchback,Third Party,North,7,64,10100,10,9090,6087.932888,2023,3002.067112,1136.25,1,Medium,11091.59585,-18.04605823,1.25,Profitable,0.819539418
POL10428,12/21/2024,Luxury,Comprehensive,East,14,48,24700,5,23465,10408.07265,2024,13056.92735,1564.333333,1,Low,20650.76512,13.62775112,0.333333333,Profitable,1.136277511
POL10429,8/2/2024,Luxury,Comprehensive,West,10,46,23500,5,22325,10886.71909,2024,11438.28091,2029.545455,1,Low,20650.76512,8.107374547,0.454545455,Profitable,1.081073745
POL10430,12/23/2023,Sedan,Comprehensive,East,5,38,14000,15,11900,5664.912413,2023,6235.087587,1983.333333,1,High,13138.71795,-9.427997112,2.5,Profitable,0.905720029
POL10431,7/24/2024,Sedan,Comprehensive,East,4,36,13700,15,11645,8185.550945,2024,3459.449055,2329,1,High,13138.71795,-11.36882575,3,Profitable,0.886311743
POL10432,5/21/2023,SUV,Comprehensive,West,14,50,19700,5,18715,12476.17119,2023,6238.828814,1247.666667,1,Low,16035.20315,16.71196074,0.333333333,Profitable,1.167119607
POL10433,7/6/2023,Luxury,Comprehensive,North,5,64,22000,0,22000,8879.538528,2023,13120.46147,3666.666667,0,No Discount,20650.76512,6.53358298,0,Profitable,1.06533583
POL10434,9/4/2024,Sedan,Comprehensive,East,10,41,15500,0,15500,8194.353936,2024,7305.646064,1409.090909,0,No Discount,13138.71795,17.97193654,0,Profitable,1.179719365
POL10435,11/18/2023,Sedan,Comprehensive,South,4,47,13700,0,13700,8115.278003,2023,5584.721997,2740,0,No Discount,13138.71795,4.271969712,0,Profitable,1.042719697
POL10436,10/14/2024,Hatchback,Comprehensive,South,7,47,12600,15,10710,6403.188512,2024,4306.811488,1338.75,1,High,11091.59585,-3.440405244,1.875,Profitable,0.965595948
POL10437,8/23/2024,SUV,Third Party,West,3,50,13900,15,11815,9220.088538,2024,2594.911462,2953.75,1,High,16035.20315,-26.31836408,3.75,Profitable,0.736816359
POL10438,8/25/2024,Hatchback,Comprehensive,North,3,49,11400,5,10830,5885.361895,2024,4944.638105,2707.5,1,Low,11091.59585,-2.358505023,1.25,Profitable,0.97641495
POL10439,11/20/2023,SUV,Comprehensive,South,12,40,19100,0,19100,11505.51842,2023,7594.481585,1469.230769,0,No Discount,16035.20315,19.11292814,0,Profitable,1.191129281
POL10440,12/15/2024,SUV,Third Party,North,0,42,13000,10,11700,6002.000522,2024,5697.999478,11700,1,Medium,16035.20315,-27.03553616,10,Profitable,0.729644638
POL10441,8/2/2024,Sedan,Comprehensive,East,4,55,13700,0,13700,10081.33491,2024,3618.665087,2740,0,No Discount,13138.71795,4.271969712,0,Profitable,1.042719697
POL10442,4/19/2023,Sedan,Comprehensive,East,9,60,15200,0,15200,10719.69885,2023,4480.301149,1520,0,No Discount,13138.71795,15.68860873,0,Profitable,1.156886087
POL10443,3/25/2023,Sedan,Third Party,North,7,61,12100,0,12100,7714.004007,2023,4385.995993,1512.5,0,No Discount,13138.71795,-7.905778576,0,Profitable,0.920942214
POL10444,7/11/2024,Hatchback,Third Party,West,9,35,10700,10,9630,5623.929228,2024,4006.070772,963,1,Medium,11091.59585,-13.17750724,1,Profitable,0.868224928
POL10445,1/2/2024,SUV,Comprehensive,North,3,54,16400,10,14760,7985.765785,2024,6774.234215,3690,1,Medium,16035.20315,-7.952522546,2.5,Profitable,0.920474775
POL10446,1/4/2023,Hatchback,Comprehensive,East,4,43,11700,15,9945,5536.675726,2023,4408.324274,1989,1,High,11091.59585,-10.33751916,3,Profitable,0.896624808
POL10447,6/30/2023,SUV,Third Party,North,11,26,16300,0,16300,12864.46962,2023,3435.530377,1358.333333,0,No Discount,16035.20315,1.651347053,0,Profitable,1.016513471
POL10448,1/26/2024,Hatchback,Third Party,West,2,42,8600,10,7740,6089.353667,2024,1650.646333,2580,1,Medium,11091.59585,-30.21743572,3.333333333,Profitable,0.697825643
POL10449,2/7/2023,SUV,Comprehensive,North,4,33,16700,0,16700,8703.57845,2023,7996.42155,3340,0,No Discount,16035.20315,4.145858637,0,Profitable,1.041458586
POL10450,12/2/2024,SUV,Third Party,East,13,56,16900,15,14365,10079.9105,2024,4285.0895,1026.071429,1,High,16035.20315,-10.41585274,1.071428571,Profitable,0.895841473
POL10451,8/1/2023,Sedan,Third Party,West,10,51,13000,10,11700,4776.742006,2023,6923.257994,1063.636364,1,Medium,13138.71795,-10.95021565,0.909090909,Profitable,0.890497844
POL10452,6/11/2023,SUV,Comprehensive,East,9,42,18200,0,18200,11659.31224,2023,6540.687759,1820,0,No Discount,16035.20315,13.50027708,0,Profitable,1.135002771
POL10453,3/11/2024,Sedan,Third Party,North,5,21,13500,10,12150,5696.353654,2024,6453.646346,2025,1,Medium,13138.71795,-7.525223942,1.666666667,Profitable,0.924747761
POL10454,3/22/2023,Luxury,Comprehensive,West,14,52,24700,0,24700,17818.75891,2023,6881.241089,1646.666667,0,No Discount,20650.76512,19.60815907,0,Profitable,1.196081591
POL10455,2/11/2024,Hatchback,Comprehensive,North,0,54,10500,10,9450,4518.009479,2024,4931.990521,9450,1,Medium,11091.59585,-14.80035757,10,Profitable,0.851996424
POL10456,5/21/2023,Hatchback,Comprehensive,North,2,37,11100,10,9990,6901.318819,2023,3088.681181,3330,1,Medium,11091.59585,-9.931806572,3.333333333,Profitable,0.900681934
POL10457,6/24/2023,Sedan,Comprehensive,North,2,46,13100,0,13100,9359.717618,2023,3740.282382,4366.666667,0,No Discount,13138.71795,-0.294685896,0,Profitable,0.997053141
POL10458,5/8/2023,Luxury,Third Party,East,3,55,18900,0,18900,12879.97033,2023,6020.029666,4725,0,No Discount,20650.76512,-8.477967349,0,Profitable,0.915220327
POL10459,9/27/2023,SUV,Third Party,West,10,49,16000,10,14400,8907.438621,2023,5492.561379,1309.090909,1,Medium,16035.20315,-10.19758297,0.909090909,Profitable,0.89802417
POL10460,6/17/2023,Hatchback,Comprehensive,East,5,60,12000,0,12000,8640.016712,2023,3359.983288,2000,0,No Discount,11091.59585,8.190022135,0,Profitable,1.081900221
POL10461,4/27/2024,Luxury,Third Party,East,9,45,20700,0,20700,10845.04347,2024,9854.956526,2070,0,No Discount,20650.76512,0.238416713,0,Profitable,1.002384167
POL10462,5/31/2023,Hatchback,Comprehensive,North,4,28,11700,0,11700,7604.410786,2023,4095.589214,2340,0,No Discount,11091.59585,5.485271582,0,Profitable,1.054852716
POL10463,3/26/2024,SUV,Comprehensive,East,1,36,15800,0,15800,7501.299265,2024,8298.700735,7900,0,No Discount,16035.20315,-1.466792428,0,Profitable,0.985332076
POL10464,1/12/2023,Hatchback,Third Party,East,11,37,11300,15,9605,5496.135485,2023,4108.864515,800.4166667,1,High,11091.59585,-13.40290312,1.25,Profitable,0.865970969
POL10465,3/10/2023,Hatchback,Comprehensive,South,1,61,10800,5,10260,5468.400069,2023,4791.599931,5130,1,Low,11091.59585,-7.497531074,2.5,Profitable,0.925024689
POL10466,3/25/2024,Hatchback,Third Party,North,12,40,11600,5,11020,7195.099733,2024,3824.900267,847.6923077,1,Low,11091.59585,-0.645496339,0.384615385,Profitable,0.993545037
POL10467,6/9/2024,SUV,Comprehensive,North,7,40,17600,0,17600,8985.286524,2024,8614.713476,2200,0,No Discount,16035.20315,9.758509701,0,Profitable,1.097585097
POL10468,12/14/2024,Luxury,Third Party,South,12,30,21600,0,21600,17026.64535,2024,4573.354648,1661.538462,0,No Discount,20650.76512,4.596608744,0,Profitable,1.045966087
POL10469,11/21/2023,Luxury,Comprehensive,South,9,40,23200,0,23200,12495.74428,2023,10704.25572,2320,0,No Discount,20650.76512,12.34450569,0,Profitable,1.123445057
POL10470,7/23/2023,Hatchback,Comprehensive,South,8,55,12900,0,12900,6643.302191,2023,6256.697809,1433.333333,0,No Discount,11091.59585,16.3042738,0,Profitable,1.163042738
POL10471,8/8/2024,SUV,Third Party,East,6,47,14800,0,14800,11552.42547,2024,3247.574533,2114.285714,0,No Discount,16035.20315,-7.703071388,0,Profitable,0.922969286
POL10472,7/6/2024,Hatchback,Comprehensive,West,2,22,13100,0,13100,5319.179985,2024,7780.820015,4366.666667,0,No Discount,11091.59585,18.10744083,0,Profitable,1.181074408
POL10473,5/14/2023,Hatchback,Comprehensive,North,5,61,12000,5,11400,5697.831113,2023,5702.168887,1900,1,Low,11091.59585,2.780521028,0.833333333,Profitable,1.02780521
POL10474,9/15/2023,SUV,Comprehensive,South,8,30,17900,5,17005,8251.404229,2023,8753.595771,1889.444444,1,Low,16035.20315,6.04792372,0.555555556,Profitable,1.060479237
POL10475,7/13/2024,Hatchback,Comprehensive,West,1,50,10800,5,10260,5779.054539,2024,4480.945461,5130,1,Low,11091.59585,-7.497531074,2.5,Profitable,0.925024689
POL10476,10/28/2023,Sedan,Third Party,West,2,21,12600,0,12600,8697.658588,2023,3902.341412,4200,0,No Discount,13138.71795,-4.100232236,0,Profitable,0.958997678
POL10477,2/15/2023,Hatchback,Comprehensive,West,5,37,12000,5,11400,7947.281886,2023,3452.718114,1900,1,Low,11091.59585,2.780521028,0.833333333,Profitable,1.02780521
POL10478,11/20/2024,Hatchback,Comprehensive,East,8,48,12900,10,11610,8439.319734,2024,3170.680266,1290,1,Medium,11091.59585,4.673846416,1.111111111,Profitable,1.046738464
POL10479,1/14/2024,SUV,Third Party,West,11,37,16300,5,15485,10348.1642,2024,5136.835796,1290.416667,1,Low,16035.20315,-3.4312203,0.416666667,Profitable,0.965687797
POL10480,7/31/2023,Hatchback,Comprehensive,North,6,52,12300,15,10455,4305.385959,2023,6149.614041,1493.571429,1,High,11091.59585,-5.739443215,2.142857143,Profitable,0.942605568
POL10481,1/1/2024,Hatchback,Third Party,West,10,23,13000,0,13000,8304.898005,2024,4695.101995,1181.818182,0,No Discount,11091.59585,17.20585731,0,Profitable,1.172058573
POL10482,6/11/2024,Hatchback,Comprehensive,South,1,58,10800,0,10800,6451.924286,2024,4348.075714,5400,0,No Discount,11091.59585,-2.628980078,0,Profitable,0.973710199
POL10483,11/15/2023,Sedan,Third Party,South,5,21,13500,0,13500,10733.3618,2023,2766.638201,2250,0,No Discount,13138.71795,2.749751176,0,Profitable,1.027497512
POL10484,11/21/2024,SUV,Comprehensive,North,5,63,17000,5,16150,8196.793703,2024,7953.206297,2691.666667,1,Low,16035.20315,0.715905209,0.833333333,Profitable,1.007159052
POL10485,11/24/2024,SUV,Third Party,East,4,22,16200,5,15390,7685.049495,2024,7704.950505,3078,1,Low,16035.20315,-4.023666801,1,Profitable,0.959763332
POL10486,7/7/2023,SUV,Comprehensive,South,11,63,18800,15,15980,6801.128568,2023,9178.871432,1331.666667,1,High,16035.20315,-0.344262215,1.25,Profitable,0.996557378
POL10487,3/4/2023,Hatchback,Comprehensive,North,12,24,16100,5,15295,8611.897825,2023,6683.102175,1176.538462,1,Low,11091.59585,37.89719905,0.384615385,Profitable,1.37897199
POL10488,3/29/2023,Luxury,Third Party,East,2,34,18600,0,18600,10481.30282,2023,8118.697176,6200,0,No Discount,20650.76512,-9.930698026,0,Profitable,0.90069302
POL10489,9/5/2024,Hatchback,Third Party,North,0,30,8000,15,6800,4751.23246,2024,2048.76754,6800,1,High,11091.59585,-38.69232079,15,Profitable,0.613076792
POL10490,9/12/2024,SUV,Comprehensive,West,4,21,18700,0,18700,9349.677959,2024,9350.322041,3740,0,No Discount,16035.20315,16.61841656,0,Profitable,1.166184166
POL10491,11/8/2023,Sedan,Third Party,North,14,44,14200,10,12780,6685.452292,2023,6094.547708,852,1,Medium,13138.71795,-2.730235554,0.666666667,Profitable,0.972697644
POL10492,6/27/2024,SUV,Comprehensive,South,9,62,18200,0,18200,8967.384537,2024,9232.615463,1820,0,No Discount,16035.20315,13.50027708,0,Profitable,1.135002771
POL10493,8/1/2023,Luxury,Third Party,North,2,59,18600,0,18600,13829.59678,2023,4770.403223,6200,0,No Discount,20650.76512,-9.930698026,0,Profitable,0.90069302
POL10494,3/1/2024,SUV,Third Party,West,2,50,13600,0,13600,8761.374347,2024,4838.625653,4533.333333,0,No Discount,16035.20315,-15.18660614,0,Profitable,0.848133939
POL10495,10/12/2023,Sedan,Comprehensive,West,13,43,16400,0,16400,11418.50754,2023,4981.492463,1171.428571,0,No Discount,13138.71795,24.82191995,0,Profitable,1.248219199
POL10496,8/19/2024,SUV,Comprehensive,South,13,42,19400,5,18430,9917.035218,2024,8512.964782,1316.428571,1,Low,16035.20315,14.93462124,0.357142857,Profitable,1.149346212
POL10497,9/29/2024,Hatchback,Comprehensive,South,9,30,13200,5,12540,7936.033339,2024,4603.966661,1254,1,Low,11091.59585,13.05857313,0.5,Profitable,1.130585731
POL10498,11/4/2024,Sedan,Comprehensive,South,6,39,14300,0,14300,10006.51339,2024,4293.48661,2042.857143,0,No Discount,13138.71795,8.83862532,0,Profitable,1.088386253
POL10499,10/25/2024,Sedan,Comprehensive,East,0,53,12500,5,11875,8058.041583,2024,3816.958417,11875,1,Low,13138.71795,-9.618274429,5,Profitable,0.903817256
POL10500,6/24/2023,SUV,Third Party,South,2,33,13600,10,12240,7987.427038,2023,4252.572962,4080,1,Medium,16035.20315,-23.66794553,3.333333333,Profitable,0.763320545
POL10501,8/27/2023,Hatchback,Comprehensive,West,12,49,14100,0,14100,11169.65662,2023,2930.343384,1084.615385,0,No Discount,11091.59585,27.12327601,0,Profitable,1.27123276
POL10502,1/17/2023,Hatchback,Third Party,North,2,27,8600,10,7740,6041.664521,2023,1698.335479,2580,1,Medium,11091.59585,-30.21743572,3.333333333,Profitable,0.697825643
POL10503,7/12/2023,Hatchback,Comprehensive,North,10,23,15500,5,14725,9591.431829,2023,5133.568171,1338.636364,1,Low,11091.59585,32.758173,0.454545455,Profitable,1.32758173
POL10504,2/20/2024,SUV,Comprehensive,South,11,29,18800,5,17860,13117.22487,2024,4742.775128,1488.333333,1,Low,16035.20315,11.37994223,0.416666667,Profitable,1.113799422
POL10505,5/19/2024,SUV,Third Party,West,2,61,13600,5,12920,7806.583359,2024,5113.416641,4306.666667,1,Low,16035.20315,-19.42727583,1.666666667,Profitable,0.805727242
POL10506,10/20/2024,SUV,Comprehensive,East,10,50,18500,5,17575,7139.023564,2024,10435.97644,1597.727273,1,Low,16035.20315,9.602602727,0.454545455,Profitable,1.096026027
POL10507,1/19/2024,Hatchback,Third Party,South,5,32,9500,0,9500,6623.709851,2024,2876.290149,1583.333333,0,No Discount,11091.59585,-14.34956581,0,Profitable,0.856504342
POL10508,12/1/2023,Hatchback,Comprehensive,North,1,22,12800,5,12160,9675.555155,2023,2484.444845,6080,1,Low,11091.59585,9.632555764,2.5,Profitable,1.096325558
POL10509,6/15/2024,Luxury,Comprehensive,North,2,39,21100,0,21100,14594.74123,2024,6505.25877,7033.333333,0,No Discount,20650.76512,2.175390949,0,Profitable,1.021753909
POL10510,2/9/2023,Hatchback,Third Party,East,11,31,11300,5,10735,7337.439724,2023,3397.560276,894.5833333,1,Low,11091.59585,-3.215009365,0.416666667,Profitable,0.967849906
POL10511,2/18/2024,Hatchback,Comprehensive,North,8,48,12900,5,12255,5369.511594,2024,6885.488406,1361.666667,1,Low,11091.59585,10.48906011,0.555555556,Profitable,1.104890601
POL10512,5/18/2024,Sedan,Third Party,West,8,57,12400,5,11780,6362.156494,2024,5417.843506,1308.888889,1,Low,13138.71795,-10.34132823,0.555555556,Profitable,0.896586718
POL10513,4/24/2024,Sedan,Third Party,North,2,64,10600,10,9540,4464.265919,2024,5075.734081,3180,1,Medium,13138.71795,-27.39017584,3.333333333,Profitable,0.726098242
POL10514,9/22/2023,Hatchback,Third Party,South,0,36,8000,10,7200,4599.807281,2023,2600.192719,7200,1,Medium,11091.59585,-35.08598672,10,Profitable,0.649140133
POL10515,7/29/2024,SUV,Comprehensive,North,5,62,17000,0,17000,9621.804265,2024,7378.195735,2833.333333,0,No Discount,16035.20315,6.016742325,0,Profitable,1.060167423
POL10516,9/24/2023,Hatchback,Third Party,East,8,60,10400,5,9880,7356.702171,2023,2523.297829,1097.777778,1,Low,11091.59585,-10.92354844,0.555555556,Profitable,0.890764516
POL10517,12/16/2024,SUV,Comprehensive,West,0,46,15500,5,14725,8144.684723,2024,6580.315277,14725,1,Low,16035.20315,-8.17079231,5,Profitable,0.918292077
POL10518,10/19/2024,Luxury,Comprehensive,South,5,23,24000,15,20400,13352.81414,2024,7047.185863,3400,1,High,20650.76512,-1.214313964,2.5,Profitable,0.98785686
POL10519,5/9/2023,Sedan,Comprehensive,North,9,33,15200,5,14440,10534.08048,2023,3905.919522,1444,1,Low,13138.71795,9.904178295,0.5,Profitable,1.099041783
